property_type,society,sector,price_in_crores,price_per_sqft,area_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Super Built up area,Built Up area,Carpet area,study room,store room,Pooja Room,servant room,Others,furnishing_type,luxury_score,area_room_ratio
flat,dlf regal gardens,sector 90,1.26,7636.363636363636,1650.0,Super Built up area 1744(162.02 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.),3.0,3.0,2,12.0,North,Relatively New,1744.0,1650.0,,0,0,0,0,1,1,8,550.0
flat,ss the leaf,sector 85,1.91,5026.315789473684,3800.0,Super Built up area 3950(366.97 sq.m.)Built Up area: 3890 sq.ft. (361.39 sq.m.)Carpet area: 3800 sq.ft. (353.03 sq.m.),4.0,6.0,3,6.0,North,Relatively New,3950.0,3890.0,3800.0,0,0,0,0,0,1,174,950.0
flat,ss the leaf,sector 85,2.2,5641.025641025641,3900.0,Super Built up area 3950(366.97 sq.m.)Built Up area: 3920 sq.ft. (364.18 sq.m.)Carpet area: 3900 sq.ft. (362.32 sq.m.),4.0,6.0,3,10.0,North-West,Relatively New,3950.0,3920.0,3900.0,0,0,0,0,0,1,174,975.0
flat,ss the leaf,sector 85,1.98,8256.880733944954,2398.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2399 sq.ft. (222.87 sq.m.)Carpet area: 2398 sq.ft. (222.78 sq.m.),3.0,4.0,3,12.0,West,Relatively New,2408.0,2399.0,2398.0,0,0,0,0,0,1,174,799.3333333333334
flat,ss the leaf,sector 85,1.11,6851.851851851852,1620.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2.0,2.0,3,8.0,North,Relatively New,1640.0,1630.0,1620.0,0,0,0,0,0,1,174,810.0
flat,dlf the ultima,sector 81,2.25,10755.258126195029,2092.0,Super Built up area 2092(194.35 sq.m.)Built Up area: 2090 sq.ft. (194.17 sq.m.)Carpet area: 2087 sq.ft. (193.89 sq.m.),3.0,4.0,3+,11.0,West,Relatively New,2092.0,2090.0,2087.0,0,0,0,0,0,2,174,697.3333333333334
flat,ss the coralwood,sector 84,1.05,6774.193548387097,1550.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1610 sq.ft. (149.57 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3,6.0,North-East,Relatively New,1750.0,1610.0,1550.0,0,0,0,0,1,1,129,516.6666666666666
flat,dlf the primus,sector 82,2.6,11438.627364716234,2273.0,Super Built up area 2273(211.17 sq.m.)Carpet area: 1340 sq.ft. (124.49 sq.m.),4.0,4.0,3+,2.0,East,Relatively New,2273.0,,1340.0,0,0,0,0,1,1,38,568.25
flat,ss the leaf,sector 85,1.04,8320.0,1250.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2.0,2.0,3,17.0,East,New Property,1640.0,1550.0,1250.0,0,0,0,0,1,1,145,625.0
flat,dlf regal gardens,sector 90,1.25,7167.431192660551,1744.0,Super Built up area 1744(162.02 sq.m.),3.0,3.0,2,11.0,East,Relatively New,1744.0,,,0,0,0,0,1,1,14,581.3333333333334
flat,experion windchants,sector 112,3.4,12134.189864382584,2802.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3.0,3.0,2,14.0,North-East,Relatively New,2802.0,2225.56,,0,0,0,0,0,0,159,934.0
flat,dlf regal gardens,sector 90,1.25,7339.988256018791,1703.0,Super Built up area 1703(158.21 sq.m.),3.0,3.0,3,28.0,North,Moderately Old,1703.0,,,0,0,0,0,0,1,38,567.6666666666666
flat,pyramid urban homes 2,sector 86,0.41,8282.828282828283,495.0,Carpet area: 501 (46.54 sq.m.),2.0,2.0,1,7.0,West,New Property,,,501.0,0,0,1,0,1,1,49,247.5
flat,vatika gurgaon,sector 83,0.75,6024.096385542169,1245.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 1020 sq.ft. (94.76 sq.m.),2.0,2.0,2,19.0,East,Relatively New,1245.0,1150.0,1020.0,0,0,0,0,1,0,105,622.5
flat,dlf regal gardens,sector 90,1.7,7221.750212404418,2354.0,Super Built up area 2215(205.78 sq.m.),4.0,4.0,3+,15.0,North-West,Moderately Old,2215.0,,,0,0,0,0,0,1,38,588.5
flat,tarc maceo,sector 91,0.87,6641.221374045802,1310.0,Super Built up area 1310(121.7 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,2,9.0,North-West,Relatively New,1310.0,,1000.0,0,0,0,0,0,1,78,655.0
flat,dlf regal gardens,sector 90,1.25,10416.666666666666,1200.0,Super Built up area 1702(158.12 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,3,18.0,North,Moderately Old,1702.0,,1200.0,0,0,0,0,0,1,100,400.0
flat,dlf the ultima,sector 81,2.35,11233.269598470364,2092.0,Super Built up area 2092(194.35 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,4.0,3+,18.0,North,Relatively New,2092.0,,1100.0,0,0,0,0,0,1,106,697.3333333333334
flat,ats triumph,sector 104,1.73,7554.585152838428,2290.0,Super Built up area 2290(212.75 sq.m.),3.0,4.0,3+,15.0,North-East,Relatively New,2290.0,,,0,0,0,0,0,1,159,763.3333333333334
flat,paras dews,sector 106,0.97,8818.181818181818,1100.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2.0,2.0,3,6.0,North-East,New Property,1385.0,1200.0,1100.0,0,0,1,0,0,0,174,550.0
flat,paras dews,sector 106,1.35,7297.2972972972975,1850.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4.0,4.0,3+,18.0,North-East,Relatively New,2355.0,2100.0,1850.0,0,0,1,0,0,0,174,462.5
flat,pareena coban residences,sector 99,1.32,6609.914872308463,1997.0,Super Built up area 1997(185.53 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,5.0,3,11.0,North-East,New Property,1997.0,,1500.0,0,0,0,0,0,1,88,665.6666666666666
flat,eldeco accolade,sohna road,0.71,5608.214849921011,1266.0,Super Built up area 1275(118.45 sq.m.),2.0,2.0,3,10.0,North-East,Relatively New,1275.0,,,0,0,0,0,0,1,159,633.0
flat,eldeco accolade,sohna road,0.78,5420.43085476025,1439.0,Super Built up area 1457(135.36 sq.m.),2.0,2.0,2,7.0,North,Relatively New,1457.0,,,0,0,0,0,0,0,137,719.5
flat,m3m golfestate,sector 65,5.5,16959.605303731114,3243.0,Super Built up area 3243(301.28 sq.m.)Built Up area: 2803 sq.ft. (260.41 sq.m.)Carpet area: 2388 sq.ft. (221.85 sq.m.),3.0,4.0,3,3.0,North-East,Relatively New,3243.0,2803.0,2388.0,0,0,0,0,0,1,49,1081.0
flat,dlf the ultima,sector 81,2.3,14375.0,1600.0,Super Built up area 2132(198.07 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,3+,18.0,North-East,Relatively New,2132.0,,1600.0,0,0,0,0,0,2,174,533.3333333333334
flat,sidhartha ncr one phase,sector 95,0.43,3152.492668621701,1364.0,Super Built up area 1364(126.72 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1020 sq.ft. (94.76 sq.m.),2.0,2.0,2,6.0,North,Relatively New,1364.0,1300.0,1020.0,0,0,0,0,0,1,120,682.0
flat,m3m woodshire,sector 107,0.98,6422.018348623853,1526.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),2.0,2.0,3,7.0,West,Relatively New,1534.0,,1056.0,0,0,0,0,0,0,174,763.0
flat,m3m woodshire,sector 107,0.8,5856.515373352855,1366.0,Super Built up area 1366(126.91 sq.m.)Carpet area: 1055 sq.ft. (98.01 sq.m.),2.0,2.0,3+,6.0,West,Relatively New,1366.0,,1055.0,0,0,1,0,0,0,174,683.0
flat,ats triumph,sector 104,2.65,8412.698412698413,3150.0,Super Built up area 3150(292.64 sq.m.),4.0,4.0,3+,10.0,North-East,Relatively New,3150.0,,,0,0,0,0,0,1,174,787.5
flat,dlf exclusive floors,sector 43,2.35,14242.424242424242,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1405 sq.ft. (130.53 sq.m.),3.0,3.0,2,1.0,North-East,Old Property,1650.0,,1405.0,0,0,0,0,0,0,102,550.0
flat,m3m woodshire,sector 107,1.29,8835.616438356165,1460.0,Super Built up area 1943(180.51 sq.m.)Carpet area: 1460 sq.ft. (135.64 sq.m.),3.0,3.0,3+,1.0,East,Relatively New,1943.0,,1460.0,0,0,1,0,0,0,174,486.6666666666667
flat,ats triumph,sector 104,1.83,7991.266375545852,2290.0,Super Built up area 2290(212.75 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3.0,4.0,3+,10.0,North,Relatively New,2290.0,2000.0,1750.0,0,0,0,0,0,1,165,763.3333333333334
flat,m3m woodshire,sector 107,1.39,5887.335874629394,2361.0,Super Built up area 2361(219.34 sq.m.)Carpet area: 1780 sq.ft. (165.37 sq.m.),3.0,4.0,3+,6.0,East,Relatively New,2361.0,,1780.0,0,0,1,0,0,0,174,787.0
flat,vatika gurgaon,sector 83,1.12,6455.3314121037465,1735.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1126 sq.ft. (104.61 sq.m.),3.0,3.0,2,4.0,South-East,Relatively New,1735.0,1200.0,1126.0,0,0,1,0,0,0,165,578.3333333333334
flat,raheja vedaanta,sector 108,0.65,4761.9047619047615,1365.0,Super Built up area 1365(126.81 sq.m.),2.0,2.0,2,5.0,East,Relatively New,1365.0,,,0,0,1,0,0,0,174,682.5
flat,tarc maceo,sector 91,1.5,6465.517241379311,2320.0,Super Built up area 2320(215.54 sq.m.)Carpet area: 1325 sq.ft. (123.1 sq.m.),3.0,4.0,3+,3.0,North-West,Relatively New,2320.0,,1325.0,0,0,0,0,0,1,112,773.3333333333334
flat,tarc maceo,sector 91,1.9,6975.03671071953,2724.0,Super Built up area 2724(253.07 sq.m.),4.0,4.0,3,9.0,North,Relatively New,2724.0,,,0,0,0,0,0,1,120,681.0
flat,the close north,sector 50,2.35,11227.902532250358,2093.0,Super Built up area 2093(194.45 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,3.0,3,8.0,North-East,Moderately Old,2093.0,2000.0,1850.0,0,0,0,0,0,0,149,697.6666666666666
flat,ansal api celebrity suites,sector 2,0.6,8163.265306122449,735.0,Super Built up area 735(68.28 sq.m.),1.0,1.0,1,5.0,North-East,Moderately Old,735.0,,,0,0,0,0,0,0,67,735.0
flat,dlf ridgewood estate,sector 28,2.0,14598.540145985402,1370.0,Super Built up area 1370(127.28 sq.m.),3.0,3.0,1,12.0,North-East,Old Property,1370.0,,,0,0,0,0,0,0,96,456.6666666666667
flat,m3m skywalk,sector 74,1.57,11002.102312543799,1427.0,Super Built up area 1424(132.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2.0,2.0,3+,10.0,South,Relatively New,1424.0,1300.0,1100.0,0,0,0,0,1,1,137,713.5
flat,corona optus,sector 37,1.44,7250.755287009063,1986.0,Carpet area: 1990 (184.88 sq.m.),3.0,3.0,3+,8.0,North-West,New Property,,,1990.0,0,0,0,0,0,1,37,662.0
flat,corona optus,sector 37,1.26,7249.712313003452,1738.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 965 sq.ft. (89.65 sq.m.),3.0,3.0,3,4.0,North-East,New Property,1735.0,1400.0,965.0,0,0,0,0,0,1,28,579.3333333333334
flat,m3m sierra 68,sector 68,1.05,8536.585365853658,1230.0,Super Built up area 1230(114.27 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,2,11.0,North-East,New Property,1230.0,1200.0,1000.0,0,0,0,0,0,0,127,615.0
flat,parsvnath exotica,sector 53,6.44,19002.655650634406,3389.0,Super Built up area 3390(314.94 sq.m.),4.0,4.0,3,7.0,West,Moderately Old,3390.0,,,0,0,0,0,0,0,80,847.25
flat,pioneer araya,sector 62,7.56,18000.0,4200.0,Built Up area: 4200 (390.19 sq.m.),4.0,4.0,3+,23.0,West,Relatively New,,4200.0,,0,0,1,0,0,0,87,1050.0
flat,dlf trinity towers,sector 43,3.8,15510.204081632653,2450.0,Built Up area: 2450 (227.61 sq.m.),3.0,3.0,3+,1.0,South-East,Moderately Old,,2450.0,,0,0,1,0,0,0,68,816.6666666666666
flat,dlf park place,sector 54,6.75,24963.01775147929,2704.0,Super Built up area 2704(251.21 sq.m.)Carpet area: 1534 sq.ft. (142.51 sq.m.),4.0,4.0,2,8.0,North,Moderately Old,2704.0,,1534.0,0,0,0,0,0,2,135,676.0
flat,shree vardhman flora,sector 90,0.65,4961.832061068702,1310.0,Super Built up area 1300(120.77 sq.m.)Built Up area: 1225 sq.ft. (113.81 sq.m.)Carpet area: 1075 sq.ft. (99.87 sq.m.),2.0,2.0,3,11.0,North-West,Relatively New,1300.0,1225.0,1075.0,0,0,0,0,0,0,49,655.0
flat,ats tourmaline,sector 109,1.75,8139.53488372093,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.),3.0,4.0,3+,7.0,North-East,Relatively New,2150.0,1797.0,,0,0,0,0,0,1,165,716.6666666666666
flat,kiran residency,sector 56,1.54,8324.324324324325,1850.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,4.0,3+,5.0,South,Old Property,2000.0,1900.0,1850.0,0,0,0,0,0,0,98,616.6666666666666
flat,emaar gurgaon greens,sector 102,1.4,8484.848484848484,1650.0,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,4.0,North,Relatively New,1650.0,,,0,0,0,0,0,0,83,550.0
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.092896174863,915.0,Super Built up area 915(85.01 sq.m.),2.0,2.0,2,12.0,East,Relatively New,915.0,,,0,0,0,0,0,1,100,457.5
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,9933.774834437087,1359.0,Super Built up area 1359(126.26 sq.m.),2.0,2.0,2,9.0,North-East,Relatively New,1359.0,,,0,0,0,0,0,1,100,679.5
flat,conscient heritage max,sector 102,1.75,9011.328527291453,1942.0,Super Built up area 1942(180.42 sq.m.),3.0,4.0,3+,13.0,North,Relatively New,1942.0,,,0,0,0,0,0,0,94,647.3333333333334
flat,indiabulls centrum park,sector 103,2.2,7652.173913043478,2875.0,Super Built up area 2875(267.1 sq.m.),4.0,6.0,3+,4.0,North-East,Relatively New,2875.0,,,0,0,0,0,0,0,108,718.75
flat,sobha city,sector 108,2.45,14040.114613180516,1745.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1460 sq.ft. (135.64 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3.0,3.0,3,15.0,West,Relatively New,1745.0,1460.0,1320.0,0,0,0,0,0,1,49,581.6666666666666
flat,paras dews,sector 106,1.5,6369.426751592357,2355.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4.0,6.0,3+,11.0,North-West,Relatively New,2355.0,1535.0,1403.0,0,0,0,0,0,1,174,588.75
flat,la vida by tata housing,sector 113,2.4,10825.439783491205,2217.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1940 sq.ft. (180.23 sq.m.)Carpet area: 1730 sq.ft. (160.72 sq.m.),3.0,4.0,3+,5.0,North-East,Relatively New,2217.0,1940.0,1730.0,0,0,0,0,0,1,49,739.0
flat,la vida by tata housing,sector 113,2.45,11050.969778980605,2217.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1680 sq.ft. (156.08 sq.m.),3.0,3.0,3+,3.0,North-East,Relatively New,2217.0,1890.0,1680.0,0,0,0,0,0,1,174,739.0
flat,la vida by tata housing,sector 113,3.0,14285.714285714286,2100.0,Super Built up area 2691(250 sq.m.)Built Up area: 2460 sq.ft. (228.54 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,3.0,3+,3.0,East,Relatively New,2691.0,2460.0,2100.0,0,0,0,0,0,1,167,700.0
flat,la vida by tata housing,sector 113,1.65,10449.65167827739,1579.0,Super Built up area 1579(146.69 sq.m.)Built Up area: 1420 sq.ft. (131.92 sq.m.)Carpet area: 1220 sq.ft. (113.34 sq.m.),3.0,2.0,2,3.0,North-East,Relatively New,1579.0,1420.0,1220.0,0,0,0,0,0,1,49,526.3333333333334
flat,paras dews,sector 106,0.88,6353.790613718412,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 1040 sq.ft. (96.62 sq.m.),2.0,2.0,3+,3.0,South-East,Relatively New,1385.0,1120.0,1040.0,0,0,0,0,0,1,49,692.5
flat,paras dews,sector 106,0.88,6353.790613718412,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2.0,2.0,3+,1.0,South,Relatively New,1385.0,940.0,845.0,0,0,0,0,0,1,49,692.5
flat,paras dews,sector 106,1.28,7272.727272727273,1760.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,4.0,3+,24.0,North-West,Relatively New,1760.0,1186.0,1130.0,0,0,0,0,0,1,49,586.6666666666666
flat,paras dews,sector 106,1.34,9550.96222380613,1403.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4.0,5.0,3+,7.0,South-East,Relatively New,2355.0,1535.0,1403.0,0,0,0,0,0,1,49,350.75
flat,paras dews,sector 106,1.32,5605.095541401274,2355.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4.0,5.0,3+,11.0,South-West,Relatively New,2355.0,1535.0,1403.0,0,0,0,0,0,1,49,588.75
flat,paras dews,sector 106,1.13,6405.895691609977,1764.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,4.0,3+,18.0,North-West,Relatively New,1760.0,1186.0,1130.0,0,0,0,0,0,1,49,588.0
flat,pareena coban residences,sector 99,1.38,7150.259067357513,1930.0,Super Built up area 2352(218.51 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 1930 sq.ft. (179.3 sq.m.),4.0,5.0,3+,1.0,South-East,Relatively New,2352.0,2150.0,1930.0,0,0,0,0,1,1,49,482.5
flat,pareena coban residences,sector 99,1.16,5808.713069604407,1997.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1420 sq.ft. (131.92 sq.m.),3.0,3.0,3,3.0,North-East,Relatively New,1997.0,1790.0,1420.0,0,0,0,0,1,1,49,665.6666666666666
flat,la vida by tata housing,sector 113,2.33,12533.620225927918,1859.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 2098 sq.ft. (194.91 sq.m.)Carpet area: 1859 sq.ft. (172.71 sq.m.),3.0,3.0,3,3.0,North,New Property,2217.0,2098.0,1859.0,0,0,0,0,0,1,174,619.6666666666666
flat,la vida by tata housing,sector 113,3.05,11338.289962825278,2690.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),3.0,4.0,3,15.0,North-East,New Property,2690.0,2600.0,2240.0,0,0,0,0,0,1,174,896.6666666666666
flat,vatika lifestyle homes,sector 83,1.25,6838.074398249453,1828.0,Super Built up area 1827.5(169.78 sq.m.),3.0,2.0,1,6.0,South-West,Relatively New,1827.0,,,0,0,1,0,0,2,174,609.3333333333334
flat,mapsko mount ville,sector 79,1.25,7716.049382716049,1620.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 862.18 sq.ft. (80.1 sq.m.),3.0,3.0,2,1.0,South-West,Relatively New,1620.0,,862.18,0,0,1,0,0,0,166,540.0
flat,vatika lifestyle homes,sector 83,1.05,5982.9059829059825,1755.0,Super Built up area 1755(163.04 sq.m.),3.0,3.0,2,14.0,South-West,Relatively New,1755.0,,,0,0,1,0,0,0,174,585.0
flat,mapsko mount ville,sector 79,1.25,8389.261744966443,1490.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3.0,3.0,3,22.0,South-West,Relatively New,1490.0,,863.91,0,0,1,0,0,1,160,496.6666666666667
flat,mapsko mount ville,sector 79,1.1,12731.481481481482,864.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3.0,3.0,3,22.0,South-West,Relatively New,1490.0,,863.91,0,0,1,0,0,0,135,288.0
flat,emaar palm gardens,sector 83,1.3,11872.14611872146,1095.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),3.0,3.0,3,16.0,North,Relatively New,1720.0,,1095.3,0,0,0,0,0,0,174,365.0
flat,alpha corp gurgaonone,sector 84,2.28,8769.23076923077,2600.0,Super Built up area 3434(319.03 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),4.0,4.0,3+,8.0,South-East,Relatively New,3434.0,,2600.0,0,0,0,0,0,1,61,650.0
flat,ss the leaf,sector 85,1.2,12371.134020618556,970.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1190 sq.ft. (110.55 sq.m.)Carpet area: 970 sq.ft. (90.12 sq.m.),2.0,2.0,2,4.0,East,Relatively New,1671.0,1190.0,970.0,0,0,0,0,0,1,81,485.0
flat,ss the leaf,sector 85,1.22,13318.777292576418,916.0,Super Built up area 1772(164.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 916 sq.ft. (85.1 sq.m.),2.0,2.0,3,16.0,North-East,Relatively New,1772.0,1300.0,916.0,0,0,0,0,0,1,81,458.0
flat,ss the leaf,sector 85,1.1,12471.655328798186,882.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1173 sq.ft. (108.98 sq.m.)Carpet area: 882 sq.ft. (81.94 sq.m.),2.0,2.0,3,12.0,North,Relatively New,1640.0,1173.0,882.0,0,0,0,0,0,1,75,441.0
flat,ss the leaf,sector 85,1.15,11966.701352757544,961.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1263 sq.ft. (117.34 sq.m.)Carpet area: 961 sq.ft. (89.28 sq.m.),2.0,2.0,3,20.0,North-East,Relatively New,1741.0,1263.0,961.0,0,0,1,0,0,1,107,480.5
flat,mapsko mount ville,sector 79,1.2,13840.83044982699,867.0,Super Built up area 1510(140.28 sq.m.)Carpet area: 867.24 sq.ft. (80.57 sq.m.),3.0,3.0,3,18.0,North,Relatively New,1510.0,,867.24,0,0,1,0,0,0,160,289.0
flat,emaar palm gardens,sector 83,1.4,8139.53488372093,1720.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),3.0,3.0,3,2.0,North-West,Relatively New,1720.0,,1095.3,0,0,1,0,0,0,174,573.3333333333334
flat,vatika lifestyle homes,sector 83,1.1,6267.806267806268,1755.0,Super Built up area 1755(163.04 sq.m.),3.0,3.0,2,8.0,South,Relatively New,1755.0,,,0,0,1,0,0,0,174,585.0
flat,vatika city homes,sector 83,1.0,5747.126436781609,1740.0,Super Built up area 1740(161.65 sq.m.),3.0,3.0,2,2.0,South-East,Relatively New,1740.0,,,0,0,0,0,0,0,174,580.0
flat,alpha corp gurgaonone,sector 84,1.52,7904.316172646906,1923.0,Super Built up area 1923(178.65 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,4.0,3,15.0,South,Relatively New,1923.0,,1500.0,0,0,0,0,0,1,92,641.0
flat,emaar palm gardens,sector 83,1.8,9473.684210526315,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1244.33 sq.ft. (115.6 sq.m.),3.0,4.0,3,4.0,West,Relatively New,1900.0,,1244.33,0,0,1,0,0,0,174,633.3333333333334
flat,emaar palm gardens,sector 83,1.6,8648.648648648648,1850.0,Super Built up area 1850(171.87 sq.m.),3.0,3.0,3+,6.0,East,Relatively New,1850.0,,,0,0,1,0,0,0,167,616.6666666666666
flat,mapsko mount ville,sector 79,1.55,8539.944903581267,1815.0,Super Built up area 1815(168.62 sq.m.)Carpet area: 1071.33 sq.ft. (99.53 sq.m.),3.0,4.0,3,11.0,South-West,Relatively New,1815.0,,1071.33,0,0,0,0,0,0,152,605.0
flat,mapsko mount ville,sector 79,1.3,8024.691358024691,1620.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 867.24 sq.ft. (80.57 sq.m.),3.0,3.0,2,6.0,West,Relatively New,1620.0,,867.24,0,0,1,0,0,1,151,540.0
flat,bestech park view grand spa,sector 81,2.25,8458.646616541353,2660.0,Super Built up area 2660(247.12 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,4.0,3+,8.0,West,Relatively New,2660.0,2300.0,2100.0,0,0,0,0,0,0,122,886.6666666666666
flat,orchid petals,sector 49,4.79,11629.0361738286,4119.0,Super Built up area 4115(382.3 sq.m.),5.0,5.0,3+,14.0,South,Relatively New,4115.0,,,0,0,1,0,0,1,49,823.8
flat,dlf regal gardens,sector 90,1.25,6459.948320413437,1935.0,Super Built up area 1703(158.21 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3,10.0,South,Relatively New,1703.0,1650.0,1600.0,0,0,0,0,1,0,38,645.0
flat,tarc maceo,sector 91,1.4,7407.407407407408,1890.0,Super Built up area 1890(175.59 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3+,7.0,North,Relatively New,1890.0,1700.0,1600.0,0,0,0,0,0,1,76,630.0
flat,godrej oasis,sector 88,1.38,6679.574056147144,2066.0,Carpet area: 2066 (191.94 sq.m.),3.0,3.0,3+,7.0,North,Relatively New,,,2066.0,0,0,0,0,0,1,72,688.6666666666666
flat,godrej oasis,sector 88,1.3,7258.514796203239,1791.0,Carpet area: 1791 (166.39 sq.m.),3.0,3.0,3+,4.0,North-West,Relatively New,,,1791.0,0,0,0,0,0,1,79,597.0
flat,godrej aria,sector 79,1.0,6653.35994677312,1503.0,Super Built up area 1503(139.63 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,2,4.0,North-West,Relatively New,1503.0,1300.0,1200.0,0,0,0,0,0,1,49,751.5
