property_type,society,sector,price_in_crores,price_per_sqft,area_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Super Built up area,Built Up area,Carpet area,study room,store room,Pooja Room,servant room,Others,furnishing_type,luxury_score,area_room_ratio
flat,dlf the primus,sector 82,1.59,10338.10143042913,1538.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3.0,3.0,3+,5.0,North-East,Relatively New,1799.0,,1538.0,0,0,0,0,1,2,167,512.6666666666666
flat,emaar mgf palm hills,sector 77,1.08,5400.0,2000.0,Super Built up area 2000(185.81 sq.m.),3.0,4.0,3+,5.0,South-West,Relatively New,2000.0,,,0,0,0,0,1,0,167,666.6666666666666
flat,emaar mgf palm hills,sector 77,1.09,5382.716049382716,2025.0,Super Built up area 2025(188.13 sq.m.),3.0,4.0,3+,5.0,South,Relatively New,2025.0,,,0,0,0,0,1,0,167,675.0
flat,aipl club residences,sector 70,0.85,9139.78494623656,930.0,Super Built up area 930(86.4 sq.m.),2.0,2.0,2,5.0,South-East,Relatively New,930.0,,,0,0,0,0,0,0,45,465.0
flat,sobha city,sector 108,3.95,16858.72812633376,2343.0,Super Built up area 2343(217.67 sq.m.)Carpet area: 1512.05 sq.ft. (140.47 sq.m.),3.0,5.0,2,15.0,North,New Property,2343.0,,1512.05,0,0,0,0,0,1,118,781.0
flat,sobha city,sector 108,2.5,14611.338398597312,1711.0,Super Built up area 1711(158.96 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1111.44 sq.ft. (103.26 sq.m.),3.0,3.0,2,19.0,East,New Property,1711.0,1480.0,1111.44,0,0,0,0,0,1,166,570.3333333333334
flat,the lions cghs,sector 56,2.05,7884.615384615385,2600.0,Super Built up area 2600(241.55 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3+,6.0,South,Relatively New,2600.0,2500.0,2400.0,0,0,0,0,1,0,101,650.0
flat,meditech apartment,sector 56,2.45,8166.666666666667,3000.0,Super Built up area 3000(278.71 sq.m.)Built Up area: 2900 sq.ft. (269.42 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4.0,4.0,3+,1.0,West,Relatively New,3000.0,2900.0,2800.0,0,0,0,0,1,0,118,750.0
flat,kiran residency,sector 56,1.5,7500.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,3+,4.0,North,Relatively New,2000.0,1900.0,1800.0,0,0,0,0,0,0,126,666.6666666666666
flat,shree kirpalu gi sector 52,sector 52,1.45,7631.578947368421,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3.0,3+,7.0,West,Relatively New,1900.0,1800.0,1700.0,0,0,0,0,1,0,108,633.3333333333334
flat,ss the leaf,sector 85,1.2,7317.073170731707,1640.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,3,6.0,North,Relatively New,1640.0,1300.0,1000.0,0,0,0,0,0,0,174,820.0
flat,emaar mgf emerald floors premier,sector 65,2.4,14545.454545454546,1650.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,3.0,3,3.0,East,Relatively New,1650.0,1600.0,1250.0,0,0,0,0,0,0,49,550.0
flat,dlf the ultima,sector 81,2.5,11726.078799249532,2132.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,2,20.0,West,Relatively New,2132.0,1700.0,1350.0,0,0,0,0,0,2,174,710.6666666666666
flat,emaar palm gardens,sector 83,1.55,9011.627906976744,1720.0,Super Built up area 1720(159.79 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1095 sq.ft. (101.73 sq.m.),3.0,3.0,3,4.0,West,Relatively New,1720.0,1400.0,1095.0,0,0,0,0,0,0,174,573.3333333333334
flat,emaar palm gardens,sector 83,1.76,9263.157894736842,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),3.0,3.0,3,6.0,North-West,Relatively New,1900.0,1500.0,1240.0,0,0,0,0,0,0,165,633.3333333333334
flat,emaar palm gardens,sector 83,1.76,9263.157894736842,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3.0,3,5.0,South-East,Relatively New,1900.0,1600.0,1240.04,0,0,0,0,0,0,174,633.3333333333334
flat,godrej frontier,sector 80,1.4,6189.21308576481,2262.0,Super Built up area 2262(210.15 sq.m.)Built Up area: 1854 sq.ft. (172.24 sq.m.)Carpet area: 1576 sq.ft. (146.42 sq.m.),3.0,4.0,2,10.0,North-West,Moderately Old,2262.0,1854.0,1576.0,0,0,1,0,0,1,111,754.0
flat,godrej frontier,sector 80,1.1,5705.39419087137,1928.0,Super Built up area 1928(179.12 sq.m.)Built Up area: 1580 sq.ft. (146.79 sq.m.)Carpet area: 1391 sq.ft. (129.23 sq.m.),3.0,3.0,3,8.0,North-West,Moderately Old,1928.0,1580.0,1391.0,0,0,0,0,0,1,111,642.6666666666666
flat,dlf the ultima,sector 81,2.45,11491.55722326454,2132.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,2,9.0,South-East,Relatively New,2132.0,1800.0,1500.0,0,0,0,0,0,0,174,710.6666666666666
flat,ireo the grand arch,sector 58,3.8,17560.07393715342,2164.0,Super Built up area 2164(201.04 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,1,19.0,West,Moderately Old,2164.0,1700.0,1600.0,0,0,0,0,0,0,167,721.3333333333334
flat,dlf park place,sector 54,5.75,24688.707599828253,2329.0,Super Built up area 2329(216.37 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,4.0,3,12.0,North-East,Relatively New,2329.0,1900.0,1700.0,0,0,0,0,0,2,174,776.3333333333334
flat,dlf the belaire,sector 54,10.0,24557.95677799607,4072.0,Super Built up area 4072(378.3 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4.0,5.0,3+,17.0,North,Moderately Old,4072.0,3000.0,2800.0,0,0,0,0,0,2,167,1018.0
flat,suncity platinum towers,sector 28,6.2,23091.24767225326,2685.0,Super Built up area 2685(249.44 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3.0,4.0,3+,21.0,South,Relatively New,2685.0,2000.0,1900.0,0,0,0,0,0,0,160,895.0
flat,emaar palm gardens,sector 83,1.75,9210.526315789473,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),3.0,3.0,3,6.0,West,Relatively New,1900.0,1600.0,1240.0,0,0,0,0,0,0,150,633.3333333333334
flat,dlf the ultima,sector 81,2.4,11257.03564727955,2132.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,2,10.0,North-West,Relatively New,2132.0,1800.0,1400.0,0,0,0,0,0,2,174,710.6666666666666
flat,emaar palm gardens,sector 83,1.75,9210.526315789473,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3.0,3,6.0,East,Relatively New,1900.0,1600.0,1240.04,0,0,0,0,0,0,174,633.3333333333334
flat,godrej frontier,sector 80,1.4,6189.21308576481,2262.0,Super Built up area 2262(210.15 sq.m.)Built Up area: 1922 sq.ft. (178.56 sq.m.)Carpet area: 1634 sq.ft. (151.8 sq.m.),3.0,4.0,2,6.0,South,Moderately Old,2262.0,1922.0,1634.0,0,0,1,0,0,1,111,754.0
flat,ramsons kshitij,sector 95,0.17,544.0,3125.0,Carpet area: 3212 (298.4 sq.m.),1.0,1.0,1,12.0,North-East,Relatively New,,,3212.0,0,0,0,0,0,1,56,3125.0
flat,rof ananda,sector 95,0.2,5464.48087431694,366.0,Carpet area: 366.08 (34.01 sq.m.),1.0,1.0,1,10.0,West,Relatively New,,,366.08,0,0,0,0,0,1,82,366.0
flat,chd avenue,sector 71,1.2,7407.407407407408,1620.0,Super Built up area 1620(150.5 sq.m.),3.0,3.0,3,4.0,North,Relatively New,1620.0,,,0,0,0,0,1,0,49,540.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10370.37037037037,1215.0,Super Built up area 1215(112.88 sq.m.),2.0,2.0,3,7.0,East,Relatively New,1215.0,,,0,0,0,0,0,0,49,607.5
flat,indiabulls centrum park,sector 103,1.34,7486.033519553072,1790.0,Super Built up area 1790(166.3 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3+,13.0,South-East,Relatively New,1790.0,,1350.0,0,0,0,0,0,1,93,596.6666666666666
flat,ats triumph,sector 104,2.5,7936.507936507936,3150.0,Super Built up area 3150(292.64 sq.m.),4.0,4.0,3+,14.0,North-East,New Property,3150.0,,,0,0,0,0,0,1,21,787.5
flat,puri diplomatic greens,sector 111,3.7,12542.372881355932,2950.0,Super Built up area 2950(274.06 sq.m.)Built Up area: 2650 sq.ft. (246.19 sq.m.)Carpet area: 2450 sq.ft. (227.61 sq.m.),4.0,5.0,3+,12.0,South-East,Relatively New,2950.0,2650.0,2450.0,0,0,0,0,0,0,158,737.5
flat,hsiidc sidco shivalik apartments,manesar,0.6,4000.0,1500.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 1077 sq.ft. (100.06 sq.m.),3.0,2.0,2,5.0,South-East,Moderately Old,1500.0,,1077.0,0,0,0,0,0,1,80,500.0
flat,alpha corp gurgaonone,sector 84,2.2,6406.523005241701,3434.0,Super Built up area 3434(319.03 sq.m.),4.0,4.0,3+,15.0,South-West,Relatively New,3434.0,,,0,0,0,0,0,1,97,858.5
flat,dlf the belaire,sector 54,7.0,23333.333333333332,3000.0,Super Built up area 3000(278.71 sq.m.),4.0,6.0,3+,12.0,East,Moderately Old,3000.0,,,0,0,1,0,0,0,108,750.0
flat,ats triumph,sector 104,2.6,8253.968253968254,3150.0,Super Built up area 3150(292.64 sq.m.),4.0,4.0,3+,12.0,South,Relatively New,3150.0,,,0,0,0,0,0,1,118,787.5
flat,mahindra luminare,sector 59,5.8,19173.553719008265,3025.0,Carpet area: 3025 (281.03 sq.m.),3.0,4.0,3,16.0,North-East,New Property,,,3025.0,0,0,0,0,0,0,49,1008.3333333333334
flat,shree vardhman victoria,sector 70,1.8,9230.76923076923,1950.0,Super Built up area 1950(181.16 sq.m.),3.0,3.0,3+,10.0,North-East,New Property,1950.0,,,0,0,0,0,1,0,49,650.0
flat,m3m skywalk,sector 74,1.4,9831.460674157302,1424.0,Super Built up area 1424(132.29 sq.m.),2.0,2.0,2,17.0,North-East,New Property,1424.0,,,0,0,0,0,0,0,167,712.0
flat,ss the leaf,sector 85,2.05,7290.184921763869,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),4.0,4.0,3+,4.0,North-East,Relatively New,2812.0,2500.0,2250.0,0,0,0,0,0,0,49,703.0
flat,ss the leaf,sector 85,1.17,6720.27570361861,1741.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2.0,3.0,3,10.0,South-East,Relatively New,1741.0,1550.0,1350.0,0,0,0,0,1,1,49,870.5
flat,dlf the skycourt,sector 86,1.58,8190.772420943494,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,1,16.0,North,Relatively New,1929.0,1750.0,1450.0,0,0,1,0,0,0,152,643.0
flat,dlf regal gardens,sector 90,1.25,8116.883116883117,1540.0,Super Built up area 1702(158.12 sq.m.)Built Up area: 1640 sq.ft. (152.36 sq.m.)Carpet area: 1540 sq.ft. (143.07 sq.m.),3.0,3.0,3,8.0,South-East,Relatively New,1702.0,1640.0,1540.0,0,0,1,0,0,1,158,513.3333333333334
flat,rof ananda,sector 95,0.37,5745.341614906833,644.0,Carpet area: 644.12 (59.84 sq.m.),3.0,2.0,1,6.0,South-East,Relatively New,,,644.12,0,0,1,0,0,0,72,214.66666666666666
flat,rof ananda,sector 95,0.38,5900.621118012423,644.0,Carpet area: 644.12 (59.84 sq.m.),3.0,2.0,1,2.0,South-East,Relatively New,,,644.12,0,0,1,0,0,0,66,214.66666666666666
flat,rof ananda,sector 95,0.32,5828.779599271403,549.0,Carpet area: 549.16 (51.02 sq.m.),2.0,2.0,1,9.0,North,Relatively New,,,549.16,0,0,1,0,0,0,71,274.5
flat,rof ananda,sector 95,0.32,5734.767025089605,558.0,Carpet area: 549.16 (51.02 sq.m.),2.0,2.0,1,10.0,North,Relatively New,,,549.16,0,0,1,0,0,0,50,279.0
flat,rof ananda,sector 95,0.2,5464.48087431694,366.0,Carpet area: 366.08 (34.01 sq.m.),1.0,1.0,1,9.0,South-West,Relatively New,,,366.08,0,0,1,0,0,1,52,366.0
flat,rof ananda,sector 95,0.2,5602.240896358543,357.0,Carpet area: 366.08 (34.01 sq.m.),1.0,1.0,1,2.0,South-West,Relatively New,,,366.08,0,0,1,0,0,1,53,357.0
flat,mapsko royale ville,sector 82,1.22,7176.470588235294,1700.0,Super Built up area 2300(213.68 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,5.0,3+,10.0,South-West,Relatively New,2300.0,2000.0,1700.0,0,0,1,0,0,0,76,566.6666666666666
flat,spaze privy at,sector 84,1.35,9642.857142857143,1400.0,Super Built up area 1918(178.19 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,7.0,South-East,Relatively New,1918.0,1750.0,1400.0,0,0,1,0,0,1,90,466.6666666666667
flat,signature andour heights,sector 71,0.55,8607.198748043818,639.0,Super Built up area 639(59.37 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 541 sq.ft. (50.26 sq.m.),2.0,2.0,1,7.0,South-East,Relatively New,639.0,600.0,541.0,0,0,0,0,0,0,24,319.5
flat,sare homes,sector 92,1.12,5358.851674641149,2090.0,Carpet area: 2090 (194.17 sq.m.),4.0,4.0,2,12.0,North-West,Relatively New,,,2090.0,0,0,0,0,0,1,85,522.5
flat,sare homes,sector 92,1.1,5347.593582887701,2057.0,Carpet area: 2057 (191.1 sq.m.),4.0,4.0,3,4.0,North-West,Relatively New,,,2057.0,0,0,0,0,0,1,108,514.25
flat,sare homes,sector 92,0.68,5238.828967642527,1298.0,Carpet area: 1298 (120.59 sq.m.),3.0,3.0,2,11.0,North-West,Relatively New,,,1298.0,0,0,1,0,0,1,100,432.6666666666667
flat,sare homes,sector 92,1.19,5219.298245614035,2280.0,Carpet area: 2280 (211.82 sq.m.),4.0,3.0,3,14.0,North,Relatively New,,,2280.0,0,0,0,0,0,1,100,570.0
flat,suncity avenue,sector 102,0.47,8935.361216730038,526.0,Super Built up area 632(58.71 sq.m.)Carpet area: 532 sq.ft. (49.42 sq.m.),2.0,2.0,1,5.0,South-East,Relatively New,632.0,,532.0,0,0,0,0,0,1,142,263.0
flat,ats kocoon,sector 109,2.95,10350.877192982456,2850.0,Built Up area: 3150 (292.64 sq.m.)Carpet area: 2850 sq.ft. (264.77 sq.m.),4.0,4.0,3+,7.0,South-East,Relatively New,,3150.0,2850.0,0,0,0,0,0,0,158,712.5
flat,bestech park view residency,sector 2,0.98,6261.9808306709265,1565.0,Super Built up area 1565(145.39 sq.m.),2.0,2.0,3,14.0,South-West,Moderately Old,1565.0,,,0,0,0,0,0,1,92,782.5
flat,bestech park view residency,sector 2,1.55,8072.916666666667,1920.0,Super Built up area 1920(178.37 sq.m.),3.0,4.0,3+,10.0,East,Moderately Old,1920.0,,,0,0,0,0,0,1,100,640.0
flat,bestech park view residency,sector 2,1.01,7137.809187279152,1415.0,Super Built up area 1415(131.46 sq.m.),2.0,2.0,3,0.0,East,Moderately Old,1415.0,,,0,0,0,0,0,1,92,707.5
flat,bestech park view residency,sector 2,1.51,7889.237199582027,1914.0,Super Built up area 1920(178.37 sq.m.),3.0,4.0,3+,8.0,West,Moderately Old,1920.0,,,0,0,0,0,0,1,92,638.0
flat,bestech park view residency,sector 2,1.4,7865.168539325843,1780.0,Super Built up area 1780(165.37 sq.m.),3.0,3.0,3+,8.0,South-West,Moderately Old,1780.0,,,0,0,0,0,0,1,92,593.3333333333334
flat,bestech park view residency,sector 2,1.59,8281.25,1920.0,Super Built up area 1920(178.37 sq.m.),3.0,4.0,3+,11.0,North-West,Moderately Old,1920.0,,,0,0,0,0,0,1,100,640.0
flat,bestech park view residency,sector 2,0.56,8628.659476117104,649.0,Carpet area: 651 (60.48 sq.m.),1.0,2.0,2,7.0,North-East,Moderately Old,,,651.0,0,0,0,0,0,1,92,649.0
flat,conscient heritage max,sector 102,2.0,9306.654257794324,2149.0,Super Built up area 2149(199.65 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,4.0,3+,13.0,North-East,Relatively New,2149.0,1900.0,1650.0,0,0,0,0,0,0,174,716.3333333333334
flat,emaar gurgaon greens,sector 102,1.35,10800.0,1250.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,4.0,3+,9.0,North-East,Relatively New,1650.0,1400.0,1250.0,0,0,1,0,0,0,174,416.6666666666667
flat,bptp amstoria,sector 102,1.9,8444.444444444445,2250.0,Super Built up area 2727(253.35 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3.0,3.0,3+,1.0,North-East,Relatively New,2727.0,2500.0,2250.0,0,0,0,0,0,1,174,750.0
flat,conscient heritage max,sector 102,1.7,11333.333333333334,1500.0,Super Built up area 1942(180.42 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,4.0,3+,8.0,North-East,Relatively New,1942.0,1700.0,1500.0,0,0,1,0,0,0,174,500.0
flat,paras dews,sector 106,1.15,7419.354838709677,1550.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3,11.0,North-East,Relatively New,1760.0,1650.0,1550.0,0,0,1,0,0,0,174,516.6666666666666
flat,ss the coralwood,sector 84,1.1,5820.10582010582,1890.0,Super Built up area 1890(175.59 sq.m.),3.0,3.0,3+,12.0,East,Moderately Old,1890.0,,,0,0,0,0,0,0,104,630.0
flat,emaar gurgaon greens,sector 102,1.3,7878.787878787879,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,4.0,East,Relatively New,1650.0,,1022.58,0,0,0,0,0,0,125,550.0
flat,ireo the grand arch,sector 58,4.85,16934.35754189944,2864.0,Carpet area: 2864 (266.07 sq.m.),4.0,5.0,3,23.0,North-West,Relatively New,,,2864.0,0,0,1,0,1,0,49,716.0
flat,ireo the grand arch,sector 58,2.2,16000.0,1375.0,Carpet area: 1375 (127.74 sq.m.),2.0,2.0,1,5.0,East,Relatively New,,,1375.0,0,0,1,0,0,0,49,687.5
flat,experion the heartsong,sector 108,1.25,9259.25925925926,1350.0,Super Built up area 1758(163.32 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3,1.0,South-East,Relatively New,1758.0,1500.0,1350.0,0,0,1,0,0,1,174,450.0
flat,experion the heartsong,sector 108,1.55,7738.392411382925,2003.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3+,7.0,North-East,Relatively New,2003.0,1750.0,1550.0,0,0,1,0,0,0,174,667.6666666666666
flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.179265658748,1852.0,Super Built up area 1852(172.06 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3+,15.0,North-East,New Property,1852.0,1700.0,1450.0,0,0,1,0,0,1,174,617.3333333333334
flat,bestech park view sanskruti,sector 92,1.6,8020.050125313283,1995.0,Super Built up area 1995(185.34 sq.m.)Built Up area: 1615 sq.ft. (150.04 sq.m.)Carpet area: 1476 sq.ft. (137.12 sq.m.),3.0,4.0,3+,10.0,North-West,Relatively New,1995.0,1615.0,1476.0,0,0,0,0,1,0,174,665.0
flat,emaar mgf the palm drive,sector 66,3.0,14285.714285714286,2100.0,Super Built up area 2100(195.1 sq.m.),4.0,5.0,3+,10.0,East,Relatively New,2100.0,,,0,0,0,0,0,0,49,525.0
flat,ireo the grand arch,sector 58,2.2,16000.0,1375.0,Super Built up area 1375(127.74 sq.m.),2.0,2.0,2,6.0,North-East,Relatively New,1375.0,,,0,0,0,0,0,1,42,687.5
flat,experion windchants,sector 112,5.2,10726.072607260727,4848.0,Super Built up area 4848(450.39 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4.0,6.0,3+,15.0,East,Relatively New,4848.0,3655.35,3500.0,0,0,1,0,0,0,174,1212.0
flat,dlf regency park,sector 28,2.35,13224.535734383793,1777.0,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,3,8.0,South-East,Old Property,1777.0,1700.0,1600.0,0,0,0,0,0,0,109,592.3333333333334
flat,emaar mgf emerald floors premier,sector 65,2.77,14025.316455696202,1975.0,Carpet area: 1975 (183.48 sq.m.),4.0,4.0,3+,3.0,North-East,Relatively New,,,1975.0,0,0,0,0,0,2,174,493.75
flat,emaar mgf emerald floors premier,sector 65,2.7,16363.636363636364,1650.0,Carpet area: 1650 (153.29 sq.m.),3.0,3.0,3,5.0,North-West,Relatively New,,,1650.0,0,0,0,0,0,0,108,550.0
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.424242424242,1650.0,Carpet area: 1650 (153.29 sq.m.),3.0,3.0,3,3.0,East,Relatively New,,,1650.0,0,0,0,0,0,0,124,550.0
flat,emaar mgf emerald floors premier,sector 65,2.79,14126.582278481013,1975.0,Carpet area: 1975 (183.48 sq.m.),4.0,4.0,3+,2.0,South-West,Relatively New,,,1975.0,0,0,0,0,0,2,174,493.75
flat,emaar mgf emerald floors premier,sector 65,2.3,13939.39393939394,1650.0,Carpet area: 1650 (153.29 sq.m.),3.0,4.0,3,3.0,South-West,Relatively New,,,1650.0,0,0,1,0,0,2,174,550.0
flat,the lions cghs,sector 56,2.1,8750.0,2400.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,4.0,3+,8.0,West,Old Property,2400.0,2200.0,2000.0,0,0,0,0,1,0,166,800.0
flat,rail vihar cghs,sector 56,1.35,10384.615384615385,1300.0,Super Built up area 1300(120.77 sq.m.)Built Up area: 1275 sq.ft. (118.45 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,2.0,2,1.0,West,Old Property,1300.0,1275.0,1250.0,0,0,0,0,1,1,159,433.3333333333333
flat,puri emerald bay,sector 104,2.23,9911.111111111111,2250.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3.0,4.0,3+,10.0,East,Relatively New,2450.0,,2250.0,0,0,0,0,0,0,159,750.0
flat,experion the heartsong,sector 108,2.08,9904.761904761905,2100.0,Built Up area: 2631 (244.43 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4.0,4.0,3+,3.0,East,Relatively New,,2631.0,2100.0,0,0,0,0,0,1,126,525.0
flat,experion the heartsong,sector 108,1.3,8344.03080872914,1558.0,Super Built up area 1758(163.32 sq.m.)Carpet area: 1558 sq.ft. (144.74 sq.m.),3.0,3.0,3+,7.0,South-West,Relatively New,1758.0,,1558.0,0,0,0,0,0,1,150,519.3333333333334
flat,suncity avenue,sector 102,0.48,9022.556390977443,532.0,Super Built up area 632(58.71 sq.m.)Carpet area: 532 sq.ft. (49.42 sq.m.),2.0,2.0,1,5.0,North-East,Relatively New,632.0,,532.0,0,0,0,0,0,1,159,266.0
flat,sobha city,sector 108,2.33,14463.06641837368,1611.0,Built Up area: 1711 (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3.0,3.0,3,17.0,North-East,Relatively New,,1711.0,1611.0,0,0,0,0,0,0,159,537.0
flat,parsvnath green ville,sector 48,1.75,7201.6460905349795,2430.0,Super Built up area 2430(225.75 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,3,7.0,South,Old Property,2430.0,2200.0,1800.0,0,0,0,0,0,2,109,810.0
flat,parsvnath green ville,sector 48,1.6,8376.96335078534,1910.0,Super Built up area 1910(177.44 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3,13.0,North-West,Old Property,1910.0,1700.0,1600.0,0,0,0,0,1,0,119,636.6666666666666
flat,parsvnath green ville,sector 48,1.5,8787.346221441125,1707.0,Super Built up area 1707(158.59 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,1.0,North,Old Property,1707.0,1600.0,1400.0,0,0,0,0,0,0,128,569.0
flat,orchid petals,sector 49,1.9,10526.315789473685,1805.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,2.0,South,Old Property,1805.0,1600.0,1400.0,0,0,0,0,1,0,49,601.6666666666666
flat,ireo skyon,sector 60,3.7,13214.285714285714,2800.0,Super Built up area 2800(260.13 sq.m.),4.0,5.0,3,10.0,South,Relatively New,2800.0,,,0,0,0,0,0,0,165,700.0
flat,ireo skyon,sector 60,3.75,13392.857142857143,2800.0,Super Built up area 2800(260.13 sq.m.),4.0,5.0,3,15.0,South,Relatively New,2800.0,,,0,0,0,0,0,1,167,700.0
