,property_type,society,sector,price_in_crores,price_per_sqft,area_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Super Built up area,Built Up area,Carpet area,study room,store room,Pooja Room,servant room,Others,furnishing_type,luxury_score
1040,flat,dlf the ultima,sector 81,2.7,12802.0,2109.0,Carpet area: 2109 (195.93 sq.m.),3.0,3.0,3,15.0,North,Relatively New,,,2109.0,0,0,0,0,0,0,49
1041,flat,shree vardhman flora,sector 90,0.7,5177.0,1352.0,Carpet area: 1352 (125.6 sq.m.),2.0,3.0,2,7.0,North,Relatively New,,,1352.0,0,0,0,0,0,0,49
1042,flat,ss the leaf,sector 85,1.25,7179.0,1741.0,Carpet area: 1741 (161.74 sq.m.),2.0,2.0,2,16.0,North,Relatively New,,,1741.0,0,0,0,0,0,0,49
1043,flat,ss the leaf,sector 85,2.3,8179.0,2812.0,Super Built up area 2812(261.24 sq.m.),4.0,4.0,3+,8.0,South,Relatively New,2812.0,,,0,0,0,0,0,1,21
1044,flat,ss the leaf,sector 85,2.0,8305.0,2408.0,Super Built up area 2408(223.71 sq.m.),3.0,4.0,3,8.0,East,Relatively New,2408.0,,,0,0,0,0,0,1,21
1045,flat,vatika gurgaon,sector 83,1.08,6224.0,1735.0,Super Built up area 1735(161.19 sq.m.),3.0,3.0,2,11.0,North-East,Relatively New,1735.0,,,0,0,0,0,1,1,19
1046,flat,emaar mgf emerald estate,sector 65,1.73,12401.0,1395.0,Super Built up area 1395(129.6 sq.m.),3.0,3.0,3,9.0,North-West,Relatively New,1395.0,,,0,0,0,0,0,2,159
1047,flat,emaar mgf emerald estate,sector 65,1.3,20602.0,631.0,Super Built up area 1020(94.76 sq.m.)Carpet area: 631 sq.ft. (58.62 sq.m.),2.0,2.0,2,7.0,West,Relatively New,1020.0,,631.0,0,0,0,0,0,1,78
1048,flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,1975.0,Super Built up area 1975(183.48 sq.m.),4.0,4.0,3+,0.0,West,Relatively New,1975.0,,,0,0,0,0,0,0,151
1049,flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,1650.0,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3+,3.0,South,Relatively New,1650.0,,,0,0,0,0,0,1,152
1050,flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,1650.0,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,2.0,West,Relatively New,1650.0,,,0,0,0,0,0,0,168
1051,flat,emaar mgf emerald floors premier,sector 65,2.8,16969.0,1650.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4.0,4.0,3,2.0,North,Relatively New,1975.0,1800.0,1650.0,0,0,0,0,0,0,89
1052,flat,emaar mgf emerald floors premier,sector 65,2.35,16206.0,1450.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3,2.0,South-East,Relatively New,1650.0,1500.0,1450.0,0,0,0,0,0,0,64
1053,flat,emaar mgf emerald floors premier,sector 65,2.75,13924.0,1975.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4.0,4.0,3,3.0,North-West,Relatively New,1975.0,1750.0,1650.0,0,0,0,0,0,0,113
1054,flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,2.0,North-East,Relatively New,1650.0,,1400.0,0,0,0,0,0,0,136
1055,flat,emaar mgf palm terraces select,sector 66,3.4,14107.0,2410.0,Super Built up area 2410(223.9 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 2040 sq.ft. (189.52 sq.m.),4.0,4.0,3+,2.0,North-East,Relatively New,2410.0,2210.0,2040.0,0,0,0,0,0,0,157
1056,flat,umang winter hills,sector 77,0.8,5961.0,1342.0,Super Built up area 1342(124.68 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,2,10.0,North,Relatively New,1342.0,,1000.0,0,0,0,0,0,0,49
1057,flat,.,gwal pahari,7.0,11000.0,6364.0,Super Built up area 6000(557.42 sq.m.),4.0,4.0,3+,6.0,South-West,Relatively New,6000.0,,,0,0,0,0,0,1,52
1058,flat,unitech fresco,sector 50,1.8,9589.0,1877.0,Super Built up area 1877(174.38 sq.m.)Built Up area: 1870 sq.ft. (173.73 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,3+,6.0,North-East,Moderately Old,1877.0,1870.0,1600.0,0,0,0,0,0,0,174
1059,flat,the close north,sector 50,2.65,10685.0,2480.0,Super Built up area 2480(230.4 sq.m.)Built Up area: 2470 sq.ft. (229.47 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,4.0,3+,6.0,North,Moderately Old,2480.0,2470.0,2000.0,0,0,0,0,0,0,174
1060,flat,vatika gurgaon,sector 83,1.05,7000.0,1500.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3,3.0,South-West,Relatively New,1735.0,,1500.0,0,0,0,0,0,1,79
1061,flat,unitech fresco,sector 50,1.88,10479.0,1794.0,Super Built up area 1794(166.67 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3+,14.0,North,Moderately Old,1794.0,1790.0,1450.0,0,0,0,0,1,0,174
1062,flat,alpha corp gurgaonone,sector 84,1.15,7496.0,1534.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3,8.0,North-East,Relatively New,1534.0,,1200.0,0,0,0,0,0,0,37
1063,flat,vatika gurgaon,sector 83,1.33,5564.0,2390.0,Super Built up area 2390(222.04 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4.0,4.0,3,3.0,East,Relatively New,2390.0,,2000.0,0,0,0,0,0,1,26
1064,flat,unitech harmony,sector 50,2.6,9590.0,2711.0,Super Built up area 2711(251.86 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,4.0,2,15.0,North-East,Relatively New,2711.0,2700.0,2200.0,0,0,0,0,1,0,174
1065,flat,the close north,sector 50,2.97,11401.0,2605.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,3.0,3+,8.0,North,Moderately Old,2605.0,2600.0,2100.0,0,0,0,0,0,0,174
1066,flat,tulip violet,sector 69,1.8,8955.0,2010.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,9.0,South-West,Relatively New,2010.0,,,0,0,1,0,0,0,165
1067,flat,tulip violet,sector 69,1.78,8855.0,2010.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,10.0,North-East,Relatively New,2010.0,,,0,0,1,0,0,0,156
1068,flat,tulip violet,sector 69,1.52,9632.0,1578.0,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,4.0,South-West,Relatively New,1578.0,,,0,0,1,0,0,0,156
1069,flat,tulip violet,sector 69,1.55,9822.0,1578.0,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,9.0,North-East,Relatively New,1578.0,,,0,0,1,0,0,0,165
1070,flat,dlf the skycourt,sector 86,1.55,8031.0,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,1,12.0,North-East,Relatively New,1930.0,1900.0,1350.0,0,0,1,0,0,0,153
1071,flat,sapphire eighty three,sector 83,0.4,8547.0,468.0,Carpet area: 468 (43.48 sq.m.),1.0,1.0,1,6.0,North-East,Relatively New,,,468.0,0,0,0,0,0,2,52
1072,flat,aipl the peaceful homes,sector 70,2.4,11162.0,2150.0,Super Built up area 2150(199.74 sq.m.),3.0,3.0,3,11.0,South-West,Relatively New,2150.0,,,0,0,0,0,0,1,108
1073,flat,vatika the seven lamps,sector 82,1.37,8753.0,1565.0,Super Built up area 2160(200.67 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1565 sq.ft. (145.39 sq.m.),3.0,3.0,3,11.0,South,Relatively New,2160.0,2000.0,1565.0,0,0,1,0,0,0,145
1074,flat,vatika city,sector 49,2.65,11770.0,2251.0,Super Built up area 2251.42(209.16 sq.m.)Built Up area: 1750.75 sq.ft. (162.65 sq.m.),3.0,4.0,3,11.0,East,Moderately Old,2251.0,1750.75,,0,0,1,0,0,0,140
1075,flat,godrej summit,sector 104,1.16,6387.0,1816.0,Carpet area: 1816 (168.71 sq.m.),3.0,4.0,3+,8.0,East,Relatively New,,,1816.0,0,0,0,0,0,0,96
1076,flat,godrej summit,sector 104,1.05,5833.0,1800.0,Carpet area: 1800 (167.23 sq.m.),3.0,4.0,3+,7.0,East,Relatively New,,,1800.0,0,0,0,0,0,0,96
1077,flat,godrej summit,sector 104,1.35,5000.0,2700.0,Carpet area: 2700 (250.84 sq.m.),4.0,5.0,3+,0.0,North-East,Relatively New,,,2700.0,0,0,1,0,0,1,112
1078,flat,godrej summit,sector 104,1.35,5014.0,2692.0,Carpet area: 2692 (250.09 sq.m.),4.0,5.0,3+,0.0,South-East,Relatively New,,,2692.0,0,0,1,0,0,1,88
1079,flat,emaar mgf the palm drive,sector 66,2.85,14615.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3,11.0,North-East,Relatively New,1950.0,1920.0,1550.0,0,0,0,0,0,0,67
1080,flat,pivotal devaan,sector 84,0.35,6003.0,583.0,Super Built up area 583(54.16 sq.m.),2.0,2.0,1,4.0,East,Relatively New,583.0,,,0,0,0,0,0,1,37
1081,flat,m3m woodshire,sector 107,0.88,6442.0,1366.0,Super Built up area 1366(126.91 sq.m.),2.0,2.0,3+,3.0,East,Relatively New,1366.0,,,0,0,0,0,0,1,99
1082,flat,adani m2k oyster grande,sector 102,2.4,9305.0,2579.0,Super Built up area 2579(239.6 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,4.0,3+,3.0,North-East,Relatively New,2579.0,,2100.0,0,0,0,0,0,0,49
1083,flat,ireo skyon,sector 60,3.6,12815.0,2809.0,Super Built up area 2809(260.96 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,5.0,3,24.0,North-East,Relatively New,2809.0,,2400.0,0,0,0,0,0,0,49
1084,flat,paras quartier,gwal pahari,7.5,14018.0,5350.0,Super Built up area 5350(497.03 sq.m.),4.0,4.0,3+,20.0,North-East,New Property,5350.0,,,0,0,1,0,1,0,49
1085,flat,la vida by tata housing,sector 113,1.45,11363.0,1276.0,Super Built up area 1276(118.54 sq.m.)Carpet area: 904.01 sq.ft. (83.99 sq.m.),2.0,2.0,2,6.0,South,Relatively New,1276.0,,904.01,0,0,0,0,0,1,80
1086,flat,the close north,sector 50,2.35,11767.0,1997.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,3.0,3+,8.0,North-East,Moderately Old,1997.0,1950.0,1850.0,0,0,0,0,0,0,165
1087,flat,vatika the seven lamps,sector 82,0.94,6567.0,1431.0,Super Built up area 1435(133.32 sq.m.),2.0,2.0,2,12.0,East,Relatively New,1435.0,,,0,0,0,0,0,0,103
1088,flat,vatika the seven lamps,sector 82,0.81,6192.0,1308.0,Super Built up area 1300(120.77 sq.m.),2.0,2.0,2,15.0,West,Relatively New,1300.0,,,0,0,0,0,0,0,117
1089,flat,the close south,sector 50,3.1,12444.0,2491.0,Super Built up area 2491(231.42 sq.m.)Built Up area: 2450 sq.ft. (227.61 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3.0,4.0,3+,4.0,North-East,Moderately Old,2491.0,2450.0,2250.0,0,0,0,0,0,0,165
1090,flat,vatika the seven lamps,sector 82,1.39,6412.0,2168.0,Super Built up area 2160(200.67 sq.m.),3.0,3.0,3+,11.0,East,Relatively New,2160.0,,,0,0,0,0,0,0,117
1091,flat,vatika the seven lamps,sector 82,0.94,6533.0,1439.0,Super Built up area 1435(133.32 sq.m.),2.0,2.0,3+,9.0,North,Relatively New,1435.0,,,0,0,0,0,0,0,117
1092,flat,vatika the seven lamps,sector 82,0.78,5932.0,1315.0,Super Built up area 1298(120.59 sq.m.),2.0,2.0,2,0.0,North-West,Relatively New,1298.0,,,0,0,0,0,0,0,103
1093,flat,vatika the seven lamps,sector 82,0.85,5979.0,1422.0,Super Built up area 1430(132.85 sq.m.),2.0,2.0,2,9.0,North-East,Relatively New,1430.0,,,0,0,0,0,0,1,117
1094,flat,orris aster court,sector 85,0.69,5221.0,1322.0,Super Built up area 1312(121.89 sq.m.)Built Up area: 1075 sq.ft. (99.87 sq.m.)Carpet area: 975 sq.ft. (90.58 sq.m.),2.0,2.0,2,5.0,South-West,Relatively New,1312.0,1075.0,975.0,0,0,0,0,0,1,37
1095,flat,godrej,sector 79,2.03,9046.0,2244.0,Super Built up area 2244(208.47 sq.m.),3.0,4.0,3+,7.0,South-East,Relatively New,2244.0,,,0,0,0,0,0,1,118
1096,flat,orris carnation residency,sector 85,0.8,4857.0,1647.0,Super Built up area 1645(152.83 sq.m.)Built Up area: 1390 sq.ft. (129.14 sq.m.)Carpet area: 1275 sq.ft. (118.45 sq.m.),3.0,4.0,3,4.0,West,Relatively New,1645.0,1390.0,1275.0,0,0,0,0,0,0,40
1097,flat,shree vardhman flora,sector 90,0.65,6789.0,957.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2.0,2.0,3,9.0,South-East,Relatively New,1350.0,1050.0,950.0,0,0,0,0,0,1,67
1098,flat,ss the coralwood,sector 84,1.01,5771.0,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1475 sq.ft. (137.03 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,2,18.0,North-West,Relatively New,1750.0,1475.0,1350.0,0,0,0,0,0,1,40
1099,flat,shree vardhman flora,sector 90,1.27,4951.0,2565.0,Super Built up area 2575(239.23 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4.0,5.0,2,9.0,North-East,New Property,2575.0,,1950.0,0,0,0,0,0,1,83
1100,flat,vatika gurgaon,sector 83,0.84,6746.0,1245.0,Super Built up area 1245(115.66 sq.m.),2.0,2.0,2,7.0,East,Moderately Old,1245.0,,,0,0,0,0,0,0,157
1101,flat,ss the leaf,sector 85,1.77,7350.0,2408.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,4.0,3,6.0,South-East,Moderately Old,2408.0,1450.0,1300.0,0,0,0,0,0,0,135
1102,flat,tulip violet,sector 69,1.68,8348.0,2012.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,1.0,South-West,Relatively New,2010.0,,,0,0,1,0,0,1,102
1103,flat,tulip violet,sector 69,1.66,8408.0,1974.0,Super Built up area 1970(183.02 sq.m.),4.0,4.0,1,12.0,South-East,Relatively New,1970.0,,,0,0,1,0,0,1,102
1104,flat,tulip violet,sector 69,1.4,8861.0,1580.0,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,2.0,North-East,Relatively New,1578.0,,,0,0,1,0,0,1,102
1105,flat,dlf the ultima,sector 81,2.29,10928.0,2096.0,Super Built up area 2100(195.1 sq.m.),3.0,4.0,3+,15.0,West,Relatively New,2100.0,,,0,0,0,0,0,2,103
1106,flat,dlf new town heights,sector 90,1.21,6243.0,1938.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3.0,3.0,3+,7.0,West,Relatively New,1930.0,1929.0,1928.0,0,0,1,0,0,1,127
1107,flat,sare homes,sector 92,0.5,4237.0,1180.0,Super Built up area 1180(109.63 sq.m.),3.0,3.0,2,1.0,North,Relatively New,1180.0,,,0,0,0,0,0,1,26
1108,flat,umang winter hills,sector 77,0.71,5305.0,1338.0,Super Built up area 1342(124.68 sq.m.)Carpet area: 810 sq.ft. (75.25 sq.m.),2.0,2.0,2,6.0,North-West,Relatively New,1342.0,,810.0,0,0,0,0,0,1,108
1109,flat,emaar mgf emerald floors premier,sector 65,3.0,15189.0,1975.0,Super Built up area 1975(183.48 sq.m.),4.0,4.0,3+,2.0,South-East,Relatively New,1975.0,,,0,0,0,0,0,1,87
1110,flat,dlf regal gardens,sector 90,1.2,6837.0,1755.0,Super Built up area 1755(163.04 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3+,15.0,South-West,Relatively New,1755.0,,1400.0,0,0,0,0,0,1,118
1111,flat,tata primanti,sector 72,3.25,10545.0,3082.0,Super Built up area 3300(306.58 sq.m.),3.0,3.0,3,2.0,South,Moderately Old,3300.0,,,0,0,0,0,0,1,94
1112,flat,ashiana mulberry,sohna road,0.9,6143.0,1465.0,Super Built up area 1465(136.1 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,3+,7.0,North-East,Moderately Old,1465.0,1100.0,1000.0,0,0,0,0,0,0,156
1113,flat,ashiana mulberry,sohna road,1.07,6184.0,1730.0,Super Built up area 1730(160.72 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3.0,3+,7.0,North-East,Relatively New,1730.0,1600.0,1300.0,0,0,0,0,0,1,167
1114,flat,ss the leaf,sector 85,1.2,7317.0,1640.0,Super Built up area 1640(152.36 sq.m.),2.0,2.0,3,12.0,South,Relatively New,1640.0,,,0,0,0,0,0,0,157
1115,flat,ss the leaf,sector 85,2.15,7645.0,2812.0,Super Built up area 2812(261.24 sq.m.),4.0,5.0,3+,1.0,South,Relatively New,2812.0,,,0,0,0,0,0,1,165
1116,flat,tulip violet,sector 69,1.72,8730.0,1970.0,Super Built up area 1970(183.02 sq.m.),4.0,4.0,1,12.0,North-East,Relatively New,1970.0,,,0,0,0,0,0,1,86
1117,flat,tulip violet,sector 69,1.36,8841.0,1538.0,Super Built up area 1538(142.88 sq.m.),3.0,3.0,1,12.0,North-West,Relatively New,1538.0,,,0,0,1,0,0,1,86
1118,flat,tulip violet,sector 69,1.75,8883.0,1970.0,Super Built up area 1970(183.02 sq.m.),4.0,4.0,1,12.0,North-West,Relatively New,1970.0,,,0,0,0,0,0,1,86
1119,flat,tulip violet,sector 69,1.75,8882.0,1970.0,Super Built up area 1970(183.02 sq.m.),4.0,4.0,1,12.0,North-West,Relatively New,1970.0,,,0,0,0,0,0,1,86
1120,flat,tulip violet,sector 69,1.38,8966.0,1539.0,Super Built up area 1538(142.88 sq.m.),3.0,3.0,1,12.0,West,Relatively New,1538.0,,,0,0,1,0,0,1,86
1121,flat,tulip violet,sector 69,1.29,8227.0,1568.0,Super Built up area 1568(145.67 sq.m.),3.0,3.0,1,12.0,North-East,Relatively New,1568.0,,,0,0,1,0,0,0,86
1122,flat,tulip violet,sector 69,1.37,8675.0,1579.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3.0,3.0,1,12.0,East,Relatively New,1578.0,,1538.0,0,0,1,0,0,1,95
1123,flat,tulip violet,sector 69,1.32,8411.0,1569.0,Super Built up area 1568(145.67 sq.m.),3.0,3.0,1,12.0,South-West,Relatively New,1568.0,,,0,0,1,0,0,0,86
1124,flat,tulip violet,sector 69,1.3,8445.0,1539.0,Super Built up area 1538(142.88 sq.m.),3.0,3.0,1,12.0,West,Relatively New,1538.0,,,0,0,1,0,0,0,94
1125,flat,dlf new town heights,sector 86,1.3,6735.0,1930.0,Super Built up area 1930(179.3 sq.m.),3.0,3.0,3,12.0,North,Moderately Old,1930.0,,,0,0,0,0,0,0,165
1126,flat,dlf the skycourt,sector 86,1.5,7776.0,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1330 sq.ft. (123.56 sq.m.),3.0,3.0,1,15.0,South-East,Relatively New,1929.0,1550.0,1330.0,0,0,0,0,0,1,159
1127,flat,tulip violet,sector 69,1.68,8358.0,2010.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,2.0,North-West,Relatively New,2010.0,,,0,0,1,0,0,1,112
1128,flat,tulip violet,sector 69,1.4,8871.0,1578.0,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,11.0,North,Relatively New,1578.0,,,0,0,1,0,0,1,126
1129,flat,dlf the skycourt,sector 86,1.5,7894.0,1900.0,Super Built up area 1900(176.52 sq.m.),3.0,3.0,1,16.0,East,Relatively New,1900.0,,,0,0,0,0,1,1,49
1130,flat,signature global solera,sector 107,0.5,7751.0,645.0,Carpet area: 645 (59.92 sq.m.),3.0,2.0,2,6.0,North-East,Relatively New,,,645.0,0,0,0,0,1,1,49
1131,flat,signature global solera,sector 107,0.36,5980.0,602.0,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.)Carpet area: 546 sq.ft. (50.73 sq.m.),2.0,2.0,1,7.0,North-West,Relatively New,602.0,598.0,546.0,0,0,0,0,1,1,49
1132,flat,spaze privy,sector 72,3.1,6692.0,4632.0,Super Built up area 4632(430.33 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4.0,5.0,3+,8.0,South,Moderately Old,4632.0,,2300.0,0,0,1,0,0,1,136
1133,flat,rof ananda,sector 95,0.31,5644.0,549.0,Carpet area: 549.16 (51.02 sq.m.),2.0,2.0,1,5.0,North,Relatively New,,,549.16,0,0,1,0,0,0,74
1134,flat,sare homes,sector 92,0.71,5354.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3.0,3.0,3,2.0,North-West,Relatively New,,,1326.0,0,0,1,0,0,1,108
1135,flat,vatika lifestyle homes,sector 83,1.15,8214.0,1400.0,Super Built up area 1832(170.2 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,1,7.0,South-West,Moderately Old,1832.0,,1400.0,0,0,0,0,0,0,95
1136,flat,vatika lifestyle homes,sector 83,1.05,7500.0,1400.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,2.0,2,1.0,South-West,Moderately Old,1755.0,1600.0,1400.0,0,0,0,0,0,0,106
1137,flat,pioneer park,sector 61,2.1,11666.0,1800.0,Super Built up area 1800(167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,15.0,South-East,Relatively New,1800.0,,1400.0,0,0,0,0,0,0,49
1138,flat,signature global solera,sector 107,0.28,5828.0,480.0,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,0.0,North-East,Relatively New,,,489.0,0,0,0,0,0,1,45
1139,flat,signature global solera,sector 107,0.28,5674.0,493.0,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,11.0,North,Relatively New,,,489.0,0,0,0,0,0,1,29
1140,flat,signature global solera,sector 107,0.28,5623.0,498.0,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,14.0,North-West,Relatively New,,,489.0,0,0,0,0,0,1,38
1141,flat,signature global solera,sector 107,0.28,5725.0,489.0,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,10.0,South,Relatively New,,,489.0,0,0,0,0,0,1,38
1142,flat,signature global grand iva,sector 103,0.23,6527.0,352.0,Carpet area: 360 (33.45 sq.m.),1.0,1.0,1,4.0,North-East,Relatively New,,,360.0,0,0,0,0,0,1,23
1143,flat,signature global solera,sector 107,0.35,6489.0,539.0,Carpet area: 547 (50.82 sq.m.),2.0,2.0,2,8.0,North-West,Relatively New,,,547.0,0,0,0,0,0,1,45
1144,flat,signature global solera,sector 107,0.51,7906.0,645.0,Carpet area: 645 (59.92 sq.m.),3.0,2.0,2,9.0,South,Relatively New,,,645.0,0,0,0,0,1,1,15
1145,flat,signature global solera,sector 107,0.35,6398.0,547.0,Carpet area: 547 (50.82 sq.m.),2.0,2.0,2,8.0,South,Relatively New,,,547.0,0,0,0,0,0,1,45
1146,flat,signature global solera,sector 107,0.28,5828.0,480.0,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,11.0,South,Relatively New,,,489.0,0,0,0,0,0,1,45
1147,flat,signature global solera,sector 107,0.36,6581.0,547.0,Carpet area: 547 (50.82 sq.m.),2.0,2.0,2,8.0,South-East,Relatively New,,,547.0,0,0,0,0,0,1,45
1148,flat,emaar mgf emerald floors premier,sector 65,2.0,12121.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3.0,3.0,3,1.0,North-West,Relatively New,,,1650.0,0,0,0,0,0,0,124
1149,flat,bptp mansions park prime,sector 66,2.7,9768.0,2764.0,Super Built up area 2764(256.78 sq.m.),4.0,4.0,3,6.0,not available,Relatively New,2764.0,,,0,0,0,0,1,1,13
1150,flat,m3m golfestate,sector 65,4.94,16233.0,3043.0,Super Built up area 3043(282.7 sq.m.),3.0,4.0,3,15.0,North-East,Moderately Old,3043.0,,,0,0,0,0,0,1,165
1151,flat,tulip violet,sector 69,1.75,8706.0,2010.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,10.0,North-East,Relatively New,2010.0,,,0,0,0,0,0,0,109
1152,flat,shree vardhman flora,sector 90,1.25,4854.0,2575.0,Super Built up area 2575(239.23 sq.m.),4.0,5.0,2,8.0,South,Relatively New,2575.0,,,0,0,0,0,0,1,165
1153,flat,shree vardhman flora,sector 90,0.92,4906.0,1875.0,Super Built up area 1875(174.19 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,4.0,3,4.0,North-East,Relatively New,1875.0,,1161.0,0,0,0,0,0,1,116
1154,flat,shree vardhman flora,sector 90,1.3,5252.0,2475.0,Super Built up area 2475(229.94 sq.m.)Carpet area: 1825 sq.ft. (169.55 sq.m.),4.0,5.0,2,9.0,North-East,Relatively New,2475.0,,1825.0,0,0,0,0,0,1,110
1155,flat,tulip lemon,sector 69,0.62,12863.0,482.0,Carpet area: 482 (44.78 sq.m.),2.0,2.0,1,4.0,North-East,Relatively New,,,482.0,0,0,0,0,0,0,108
1156,flat,tulip purple,sector 69,1.92,8000.0,2400.0,Super Built up area 2400(222.97 sq.m.),4.0,5.0,3+,5.0,East,Relatively New,2400.0,,,0,0,0,0,0,0,158
1157,flat,the lions cghs,sector 56,2.0,8333.0,2400.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4.0,4.0,3,8.0,West,Relatively New,2400.0,,2100.0,0,0,0,0,1,0,49
1158,flat,tulip ivory,sector 70,2.0,8333.0,2400.0,Super Built up area 2400(222.97 sq.m.),4.0,5.0,3+,2.0,South-East,Relatively New,2400.0,,,0,0,0,0,0,0,49
1159,flat,professional society,manesar,0.75,3067.0,2445.0,Carpet area: 2445 (227.15 sq.m.),3.0,4.0,3,3.0,East,Relatively New,,,2445.0,0,0,0,0,0,1,21
