property_type,society,sector,price_in_crores,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,Built Up area,study room,store room,Pooja Room,servant room,Others,furnishing_type,luxury_score
flat,ss the leaf,sector 85,2.0,8305.647840531561,3.0,4.0,3,8.0,Relatively New,2179.0,0,0,0,0,0,1,21
flat,vatika gurgaon,sector 83,1.08,6224.78386167147,3.0,3.0,2,11.0,Relatively New,1570.0,0,0,0,0,1,1,19
flat,emaar mgf emerald estate,sector 65,1.73,12401.433691756272,3.0,3.0,3,9.0,Relatively New,1262.0,0,0,0,0,0,2,159
flat,emaar mgf emerald estate,sector 65,1.3,20602.21870047544,2.0,2.0,2,7.0,Relatively New,1274.0,0,0,0,0,0,1,78
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.379746835442,4.0,4.0,3+,0.0,Relatively New,1975.0,0,0,0,0,0,0,151
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.363636363636,3.0,3.0,3+,3.0,Relatively New,1493.0,0,0,0,0,0,1,152
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.424242424242,3.0,3.0,3,2.0,Relatively New,1493.0,0,0,0,0,0,0,168
flat,emaar mgf emerald floors premier,sector 65,2.8,16969.696969696968,4.0,4.0,3,2.0,Relatively New,1650.0,0,0,0,0,0,0,89
flat,emaar mgf emerald floors premier,sector 65,2.35,16206.896551724138,3.0,3.0,3,2.0,Relatively New,1500.0,0,0,0,0,0,0,64
flat,emaar mgf emerald floors premier,sector 65,2.75,13924.050632911392,4.0,4.0,3,3.0,Relatively New,1975.0,0,0,0,0,0,0,113
flat,emaar mgf emerald floors premier,sector 65,2.36,14303.030303030304,3.0,3.0,3,2.0,Relatively New,2271.0,0,0,0,0,0,0,136
flat,emaar mgf palm terraces select,sector 66,3.4,14107.883817427386,4.0,4.0,3+,2.0,Relatively New,2210.0,0,0,0,0,0,0,157
flat,umang winter hills,sector 77,0.8,5961.251862891208,2.0,2.0,2,10.0,Relatively New,1770.0,0,0,0,0,0,0,49
flat,.,gwal pahari,7.0,10999.371464487744,4.0,4.0,3+,6.0,Relatively New,5430.0,0,0,0,0,0,1,52
flat,unitech fresco,sector 50,1.8,9589.770911028236,3.0,4.0,3+,6.0,Moderately Old,1870.0,0,0,0,0,0,0,174
flat,the close north,sector 50,2.65,10685.483870967742,3.0,4.0,3+,6.0,Moderately Old,2470.0,0,0,0,0,0,0,174
flat,vatika gurgaon,sector 83,1.05,7000.0,3.0,3.0,3,3.0,Relatively New,2404.0,0,0,0,0,0,1,79
flat,unitech fresco,sector 50,1.88,10479.375696767002,3.0,3.0,3+,14.0,Moderately Old,1790.0,0,0,0,0,1,0,174
flat,alpha corp gurgaonone,sector 84,1.15,7496.740547588005,2.0,2.0,3,8.0,Relatively New,2055.0,0,0,0,0,0,0,37
flat,vatika gurgaon,sector 83,1.33,5564.853556485356,4.0,4.0,3,3.0,Relatively New,3274.0,0,0,0,0,0,1,26
flat,unitech harmony,sector 50,2.6,9590.556990040575,3.0,4.0,2,15.0,Relatively New,2700.0,0,0,0,0,1,0,174
flat,the close north,sector 50,2.97,11401.151631477927,3.0,3.0,3+,8.0,Moderately Old,2600.0,0,0,0,0,0,0,174
flat,tulip violet,sector 69,1.8,8955.223880597016,4.0,4.0,2,9.0,Relatively New,1819.0,0,0,1,0,0,0,165
flat,tulip violet,sector 69,1.78,8855.721393034826,4.0,4.0,2,10.0,Relatively New,1819.0,0,0,1,0,0,0,156
flat,tulip violet,sector 69,1.52,9632.446134347276,3.0,3.0,2,4.0,Relatively New,1428.0,0,0,1,0,0,0,156
flat,tulip violet,sector 69,1.55,9822.56020278834,3.0,3.0,2,9.0,Relatively New,1428.0,0,0,1,0,0,0,165
flat,dlf the skycourt,sector 86,1.55,8031.088082901554,3.0,3.0,1,12.0,Relatively New,1900.0,0,0,1,0,0,0,153
flat,sapphire eighty three,sector 83,0.4,8547.008547008547,1.0,1.0,1,6.0,Relatively New,520.0,0,0,0,0,0,2,52
flat,aipl the peaceful homes,sector 70,2.4,11162.790697674418,3.0,3.0,3,11.0,Relatively New,1946.0,0,0,0,0,0,1,108
flat,vatika the seven lamps,sector 82,1.37,8753.993610223642,3.0,3.0,3,11.0,Relatively New,2000.0,0,0,1,0,0,0,145
flat,vatika city,sector 49,2.65,11772.545535317637,3.0,4.0,3,11.0,Moderately Old,2251.0,0,0,1,0,0,0,140
flat,godrej summit,sector 104,1.16,6387.665198237885,3.0,4.0,3+,8.0,Relatively New,2018.0,0,0,0,0,0,0,96
flat,godrej summit,sector 104,1.05,5833.333333333333,3.0,4.0,3+,7.0,Relatively New,2000.0,0,0,0,0,0,0,96
flat,godrej summit,sector 104,1.35,5000.0,4.0,5.0,3+,0.0,Relatively New,3000.0,0,0,1,0,0,1,112
flat,godrej summit,sector 104,1.35,5014.858841010401,4.0,5.0,3+,0.0,Relatively New,2991.0,0,0,1,0,0,1,88
flat,emaar mgf the palm drive,sector 66,2.85,14615.384615384615,3.0,3.0,3,11.0,Relatively New,1950.0,0,0,0,0,0,0,67
flat,pivotal devaan,sector 84,0.35,6003.430531732419,2.0,2.0,1,4.0,Relatively New,528.0,0,0,0,0,0,1,37
flat,m3m woodshire,sector 107,0.88,6442.166910688141,2.0,2.0,3+,3.0,Relatively New,1236.0,0,0,0,0,0,1,99
flat,adani m2k oyster grande,sector 102,2.4,9305.932531989143,3.0,4.0,3+,3.0,Relatively New,3500.0,0,0,0,0,0,0,49
flat,ireo skyon,sector 60,3.6,12815.948736205057,4.0,5.0,3,24.0,Relatively New,3876.0,0,0,0,0,0,0,49
flat,paras quartier,gwal pahari,7.5,14018.691588785046,4.0,4.0,3+,20.0,New Property,4842.0,0,0,1,0,1,0,49
flat,la vida by tata housing,sector 113,1.45,11363.636363636364,2.0,2.0,2,6.0,Relatively New,1657.0,0,0,0,0,0,1,80
flat,the close north,sector 50,2.35,11767.651477215824,3.0,3.0,3+,8.0,Moderately Old,1950.0,0,0,0,0,0,0,165
flat,vatika the seven lamps,sector 82,0.94,6568.832983927324,2.0,2.0,2,12.0,Relatively New,1299.0,0,0,0,0,0,0,103
flat,vatika the seven lamps,sector 82,0.81,6192.660550458716,2.0,2.0,2,15.0,Relatively New,1176.0,0,0,0,0,0,0,117
flat,the close south,sector 50,3.1,12444.80128462465,3.0,4.0,3+,4.0,Moderately Old,2450.0,0,0,0,0,0,0,165
flat,vatika the seven lamps,sector 82,1.39,6411.439114391144,3.0,3.0,3+,11.0,Relatively New,1955.0,0,0,0,0,0,0,117
flat,vatika the seven lamps,sector 82,0.94,6532.314107018763,2.0,2.0,3+,9.0,Relatively New,1299.0,0,0,0,0,0,0,117
flat,vatika the seven lamps,sector 82,0.78,5931.558935361217,2.0,2.0,2,0.0,Relatively New,1175.0,0,0,0,0,0,0,103
flat,vatika the seven lamps,sector 82,0.85,5977.496483825597,2.0,2.0,2,9.0,Relatively New,1294.0,0,0,0,0,0,1,117
flat,orris aster court,sector 85,0.69,5219.364599092284,2.0,2.0,2,5.0,Relatively New,1075.0,0,0,0,0,0,1,37
flat,godrej,sector 79,2.03,9046.345811051691,3.0,4.0,3+,7.0,Relatively New,2031.0,0,0,0,0,0,1,118
flat,orris carnation residency,sector 85,0.8,4857.316332726169,3.0,4.0,3,4.0,Relatively New,1390.0,0,0,0,0,0,0,40
flat,shree vardhman flora,sector 90,0.65,6792.058516196447,2.0,2.0,3,9.0,Relatively New,1050.0,0,0,0,0,0,1,67
flat,ss the coralwood,sector 84,1.01,5771.428571428572,3.0,3.0,2,18.0,Relatively New,1475.0,0,0,0,0,0,1,40
flat,shree vardhman flora,sector 90,1.27,4951.267056530214,4.0,5.0,2,9.0,New Property,3414.0,0,0,0,0,0,1,83
flat,vatika gurgaon,sector 83,0.84,6746.987951807229,2.0,2.0,2,7.0,Moderately Old,1127.0,0,0,0,0,0,0,157
flat,ss the leaf,sector 85,1.77,7350.498338870432,3.0,4.0,3,6.0,Moderately Old,1450.0,0,0,0,0,0,0,135
flat,tulip violet,sector 69,1.68,8349.900596421472,4.0,4.0,2,1.0,Relatively New,1819.0,0,0,1,0,0,1,102
flat,tulip violet,sector 69,1.66,8409.321175278623,4.0,4.0,1,12.0,Relatively New,1783.0,0,0,1,0,0,1,102
flat,tulip violet,sector 69,1.4,8860.759493670887,3.0,3.0,2,2.0,Relatively New,1428.0,0,0,1,0,0,1,102
flat,dlf the ultima,sector 81,2.29,10925.57251908397,3.0,4.0,3+,15.0,Relatively New,1900.0,0,0,0,0,0,2,103
flat,dlf new town heights,sector 90,1.21,6243.550051599587,3.0,3.0,3+,7.0,Relatively New,1929.0,0,0,1,0,0,1,127
flat,sare homes,sector 92,0.5,4237.28813559322,3.0,3.0,2,1.0,Relatively New,1068.0,0,0,0,0,0,1,26
flat,umang winter hills,sector 77,0.71,5306.427503736921,2.0,2.0,2,6.0,Relatively New,1664.0,0,0,0,0,0,1,108
flat,emaar mgf emerald floors premier,sector 65,3.0,15189.87341772152,4.0,4.0,3+,2.0,Relatively New,1975.0,0,0,0,0,0,1,87
flat,dlf regal gardens,sector 90,1.2,6837.606837606838,3.0,3.0,3+,15.0,Relatively New,2366.0,0,0,0,0,0,1,118
flat,tata primanti,sector 72,3.25,10545.10058403634,3.0,3.0,3,2.0,Moderately Old,2986.0,0,0,0,0,0,1,94
flat,ashiana mulberry,sohna road,0.9,6143.344709897611,2.0,2.0,3+,7.0,Moderately Old,1100.0,0,0,0,0,0,0,156
flat,ashiana mulberry,sohna road,1.07,6184.971098265896,3.0,3.0,3+,7.0,Relatively New,1600.0,0,0,0,0,0,1,167
flat,ss the leaf,sector 85,1.2,7317.073170731707,2.0,2.0,3,12.0,Relatively New,1484.0,0,0,0,0,0,0,157
flat,ss the leaf,sector 85,2.15,7645.803698435277,4.0,5.0,3+,1.0,Relatively New,2545.0,0,0,0,0,0,1,165
flat,tulip violet,sector 69,1.72,8730.964467005077,4.0,4.0,1,12.0,Relatively New,1783.0,0,0,0,0,0,1,86
flat,tulip violet,sector 69,1.36,8842.652795838752,3.0,3.0,1,12.0,Relatively New,1392.0,0,0,1,0,0,1,86
flat,tulip violet,sector 69,1.75,8883.248730964468,4.0,4.0,1,12.0,Relatively New,1783.0,0,0,0,0,0,1,86
flat,tulip violet,sector 69,1.75,8883.248730964468,4.0,4.0,1,12.0,Relatively New,1783.0,0,0,0,0,0,1,86
flat,tulip violet,sector 69,1.38,8966.861598440546,3.0,3.0,1,12.0,Relatively New,1392.0,0,0,1,0,0,1,86
flat,tulip violet,sector 69,1.29,8227.040816326531,3.0,3.0,1,12.0,Relatively New,1419.0,0,0,1,0,0,0,86
flat,tulip violet,sector 69,1.37,8676.377454084864,3.0,3.0,1,12.0,Relatively New,2283.0,0,0,1,0,0,1,95
flat,tulip violet,sector 69,1.32,8413.00191204589,3.0,3.0,1,12.0,Relatively New,1419.0,0,0,1,0,0,0,86
flat,tulip violet,sector 69,1.3,8447.043534762834,3.0,3.0,1,12.0,Relatively New,1392.0,0,0,1,0,0,0,94
flat,dlf new town heights,sector 86,1.3,6735.751295336788,3.0,3.0,3,12.0,Moderately Old,1747.0,0,0,0,0,0,0,165
flat,dlf the skycourt,sector 86,1.5,7776.049766718507,3.0,3.0,1,15.0,Relatively New,1550.0,0,0,0,0,0,1,159
flat,tulip violet,sector 69,1.68,8358.208955223881,4.0,4.0,2,2.0,Relatively New,1819.0,0,0,1,0,0,1,112
flat,tulip violet,sector 69,1.4,8871.989860583017,3.0,3.0,2,11.0,Relatively New,1428.0,0,0,1,0,0,1,126
flat,dlf the skycourt,sector 86,1.5,7894.736842105263,3.0,3.0,1,16.0,Relatively New,1719.0,0,0,0,0,1,1,49
flat,signature global solera,sector 107,0.5,7751.937984496124,3.0,2.0,2,6.0,Relatively New,717.0,0,0,0,0,1,1,49
flat,signature global solera,sector 107,0.36,5980.066445182724,2.0,2.0,1,7.0,Relatively New,598.0,0,0,0,0,1,1,49
flat,spaze privy,sector 72,3.1,6692.573402417962,4.0,5.0,3+,8.0,Moderately Old,5470.0,0,0,1,0,0,1,136
flat,rof ananda,sector 95,0.31,5646.630236794172,2.0,2.0,1,5.0,Relatively New,610.0,0,0,1,0,0,0,74
flat,sare homes,sector 92,0.71,5354.449472096531,3.0,3.0,3,2.0,Relatively New,1473.0,0,0,1,0,0,1,108
flat,vatika lifestyle homes,sector 83,1.15,8214.285714285714,3.0,3.0,1,7.0,Moderately Old,2436.0,0,0,0,0,0,0,95
flat,vatika lifestyle homes,sector 83,1.05,7500.0,3.0,2.0,2,1.0,Moderately Old,1600.0,0,0,0,0,0,0,106
flat,pioneer park,sector 61,2.1,11666.666666666666,3.0,3.0,3,15.0,Relatively New,2407.0,0,0,0,0,0,0,49
flat,signature global solera,sector 107,0.28,5833.333333333333,2.0,2.0,2,0.0,Relatively New,543.0,0,0,0,0,0,1,45
flat,signature global solera,sector 107,0.28,5679.513184584179,2.0,2.0,2,11.0,Relatively New,543.0,0,0,0,0,0,1,29
flat,signature global solera,sector 107,0.28,5622.489959839358,2.0,2.0,2,14.0,Relatively New,543.0,0,0,0,0,0,1,38
flat,signature global solera,sector 107,0.28,5725.971370143149,2.0,2.0,2,10.0,Relatively New,543.0,0,0,0,0,0,1,38
flat,signature global grand iva,sector 103,0.23,6534.090909090909,1.0,1.0,1,4.0,Relatively New,400.0,0,0,0,0,0,1,23
flat,signature global solera,sector 107,0.35,6493.506493506494,2.0,2.0,2,8.0,Relatively New,608.0,0,0,0,0,0,1,45
flat,signature global solera,sector 107,0.51,7906.976744186047,3.0,2.0,2,9.0,Relatively New,717.0,0,0,0,0,1,1,15
flat,signature global solera,sector 107,0.35,6398.53747714808,2.0,2.0,2,8.0,Relatively New,608.0,0,0,0,0,0,1,45
flat,signature global solera,sector 107,0.28,5833.333333333333,2.0,2.0,2,11.0,Relatively New,543.0,0,0,0,0,0,1,45
flat,signature global solera,sector 107,0.36,6581.352833638026,2.0,2.0,2,8.0,Relatively New,608.0,0,0,0,0,0,1,45
flat,emaar mgf emerald floors premier,sector 65,2.0,12121.212121212122,3.0,3.0,3,1.0,Relatively New,1833.0,0,0,0,0,0,0,124
flat,bptp mansions park prime,sector 66,2.7,9768.451519536902,4.0,4.0,3,6.0,Relatively New,2501.0,0,0,0,0,1,1,13
flat,m3m golfestate,sector 65,4.94,16233.9796253697,3.0,4.0,3,15.0,Moderately Old,2754.0,0,0,0,0,0,1,165
flat,tulip violet,sector 69,1.75,8706.467661691542,4.0,4.0,2,10.0,Relatively New,1819.0,0,0,0,0,0,0,109
flat,shree vardhman flora,sector 90,1.25,4854.368932038835,4.0,5.0,2,8.0,Relatively New,2330.0,0,0,0,0,0,1,165
flat,shree vardhman flora,sector 90,0.92,4906.666666666667,3.0,4.0,3,4.0,Relatively New,2342.0,0,0,0,0,0,1,116
flat,shree vardhman flora,sector 90,1.3,5252.525252525253,4.0,5.0,2,9.0,Relatively New,3254.0,0,0,0,0,0,1,110
flat,tulip lemon,sector 69,0.62,12863.070539419086,2.0,2.0,1,4.0,Relatively New,536.0,0,0,0,0,0,0,108
flat,tulip purple,sector 69,1.92,8000.0,4.0,5.0,3+,5.0,Relatively New,2172.0,0,0,0,0,0,0,158
flat,the lions cghs,sector 56,2.0,8333.333333333334,4.0,4.0,3,8.0,Relatively New,3338.0,0,0,0,0,1,0,49
flat,tulip ivory,sector 70,2.0,8333.333333333334,4.0,5.0,3+,2.0,Relatively New,2172.0,0,0,0,0,0,0,49
flat,professional society,manesar,0.75,3067.4846625766872,3.0,4.0,3,3.0,Relatively New,2717.0,0,0,0,0,0,1,21
flat,ss the leaf,sector 85,1.85,7682.724252491695,3.0,4.0,3,2.0,Relatively New,2179.0,0,0,0,0,0,0,49
flat,tarc maceo,sector 91,0.89,6339.03133903134,2.0,2.0,3+,9.0,Relatively New,1937.0,0,0,0,0,1,0,13
flat,orris aster court premier,sector 85,1.25,5896.226415094339,3.0,4.0,2,6.0,Relatively New,1616.0,0,0,0,0,0,0,49
flat,shapoorji pallonji joyville gurugram,sector 102,2.15,12706.855791962174,3.0,3.0,3,10.0,Relatively New,1690.0,0,0,0,0,0,0,49
flat,ireo victory valley,sector 67,3.05,12650.352550808791,3.0,3.0,3+,21.0,Relatively New,3120.0,0,0,0,0,0,0,157
flat,m3m merlin,sector 67,2.65,12945.774303859307,3.0,3.0,3,0.0,Relatively New,2047.0,0,0,0,0,1,0,174
flat,signature global synera,sector 81,0.49,6666.666666666667,2.0,2.0,3,5.0,Relatively New,700.0,0,0,0,0,0,1,117
flat,aipl zen residences,sector 70,1.82,10996.978851963746,3.0,3.0,3,12.0,Relatively New,1600.0,0,0,0,0,0,1,108
flat,signature global synera,sector 81,0.5,6802.721088435374,2.0,2.0,3,6.0,Relatively New,700.0,0,0,0,0,0,1,117
flat,umang winter hills,sector 77,0.92,5049.396267837541,3.0,3.0,3,17.0,Relatively New,2427.0,0,0,0,0,1,0,49
flat,shree vardhman victoria,sector 70,1.65,8461.538461538461,3.0,4.0,3,1.0,Relatively New,2469.0,0,0,0,0,0,2,167
flat,capital residences 360,sector 70,1.1,7586.206896551724,2.0,2.0,2,10.0,Relatively New,1312.0,0,0,0,0,0,1,42
flat,capital residences 360,sector 70,1.55,7844.12955465587,3.0,3.0,3,8.0,Relatively New,1600.0,0,0,1,0,1,1,42
flat,bptp astaire gardens,sector 70,1.25,8771.929824561403,3.0,3.0,2,1.0,Relatively New,1300.0,0,0,0,0,1,1,49
flat,bptp astaire gardens,sector 70,1.6,8658.008658008657,4.0,4.0,3,1.0,Relatively New,1600.0,0,0,0,0,1,1,42
flat,shree vardhman victoria,sector 70,1.15,8518.518518518518,2.0,2.0,3,8.0,Relatively New,1222.0,0,0,0,0,1,1,49
flat,shree vardhman victoria,sector 70,1.6,8205.128205128205,3.0,3.0,3,10.0,Relatively New,2410.0,0,0,1,0,1,1,43
flat,bestech park view grand spa,sector 81,4.0,9523.809523809525,4.0,5.0,3+,15.0,Relatively New,3801.0,0,0,0,0,0,0,127
flat,bestech park view grand spa,sector 81,2.22,8345.864661654135,3.0,4.0,3+,15.0,Relatively New,2407.0,0,0,0,0,0,0,174
flat,bestech park view grand spa,sector 81,3.0,9419.152276295134,4.0,5.0,2,6.0,Relatively New,2882.0,0,0,0,0,0,0,110
flat,vatika the seven lamps,sector 82,1.0,5924.1706161137445,2.0,2.0,2,11.0,Relatively New,1299.0,0,0,0,0,0,0,90
flat,pioneer araya,sector 62,10.75,19499.36513694903,5.0,7.0,3,10.0,Relatively New,4990.0,0,0,0,0,0,0,153
flat,pioneer araya,sector 62,9.14,19488.272921108743,4.0,6.0,3,16.0,Relatively New,6054.0,0,0,0,0,0,0,146
flat,pioneer araya,sector 62,8.35,19513.90511801823,4.0,6.0,3,16.0,Relatively New,3872.0,0,0,1,0,0,1,153
flat,hsiidc sidco shivalik apartments,manesar,0.73,3559.2393954168697,3.0,3.0,3+,2.0,Moderately Old,2633.0,0,0,0,0,0,1,80
flat,imt view society,manesar,0.95,3652.441368704344,3.0,4.0,3,6.0,Moderately Old,3408.0,0,0,0,0,0,1,81
flat,hsiidc sidco shivalik apartments,manesar,0.48,3840.0,2.0,2.0,3,7.0,Moderately Old,1559.0,0,0,0,0,0,1,88
flat,hsiidc sidco aravali,manesar,0.86,3323.029366306028,3.0,3.0,3+,3.0,Moderately Old,1900.0,0,0,0,0,0,1,81
flat,hsiidc sidco aravali,manesar,0.81,3128.6210892236386,3.0,3.0,3+,2.0,Moderately Old,1900.0,0,0,0,0,0,1,74
flat,m3m merlin,sector 67,2.9,14167.073766487543,3.0,3.0,3,0.0,Relatively New,2047.0,0,0,0,0,1,0,49
flat,signature andour heights,sector 71,0.37,7400.0,1.0,1.0,2,2.0,Relatively New,425.0,0,0,0,0,0,0,37
flat,signature andour heights,sector 71,0.59,8428.57142857143,2.0,2.0,1,6.0,Moderately Old,639.0,0,0,0,0,0,1,67
flat,signature andour heights,sector 71,0.6,10000.0,2.0,2.0,1,5.0,Relatively New,828.0,0,0,1,0,0,1,59
flat,signature andour heights,sector 71,0.37,8222.222222222223,1.0,1.0,2,2.0,Relatively New,450.0,0,0,0,0,0,1,65
flat,m3m woodshire,sector 107,0.9,6588.579795021962,2.0,2.0,3+,4.0,Relatively New,1236.0,0,0,0,0,0,1,21
flat,shree vardhman victoria,sector 70,1.66,14248.927038626607,3.0,5.0,3,8.0,Relatively New,2410.0,0,0,0,0,0,1,108
flat,dlf new town heights,sector 90,2.0,7334.066740007334,4.0,4.0,3+,20.0,Moderately Old,2468.0,0,0,0,0,1,1,49
flat,shree vardhman victoria,sector 70,1.67,14384.151593453918,3.0,5.0,3,5.0,Moderately Old,2410.0,0,0,0,0,0,1,108
flat,shree vardhman victoria,sector 70,1.1,8461.538461538461,2.0,2.0,2,8.0,Relatively New,1444.0,0,0,0,0,0,1,101
flat,shree vardhman victoria,sector 70,1.6,8205.128205128205,3.0,5.0,3,6.0,Relatively New,2410.0,0,0,0,0,0,1,108
flat,shree vardhman victoria,sector 70,1.07,7925.925925925926,2.0,2.0,3,8.0,Relatively New,1222.0,0,0,0,0,0,1,108
flat,tulip violet,sector 69,1.76,8756.218905472637,4.0,4.0,2,6.0,Relatively New,1819.0,0,0,0,0,0,1,108
flat,tulip violet,sector 69,1.55,9822.56020278834,3.0,3.0,2,5.0,Relatively New,1428.0,0,0,1,0,0,1,99
flat,krrish provence estate,gwal pahari,5.5,9482.758620689656,4.0,5.0,3+,11.0,New Property,5249.0,0,0,1,0,0,1,151
flat,conscient habitat,sector 99,0.27,5601.659751037344,2.0,2.0,1,8.0,Relatively New,538.0,0,0,0,0,1,1,49
flat,prime habitat,sector 99,0.26,4744.525547445255,2.0,2.0,1,6.0,Relatively New,611.0,0,0,0,0,1,1,79
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9873.617693522909,2.0,2.0,2,0.0,Relatively New,1100.0,0,0,0,0,0,1,79
flat,conscient heritage max,sector 102,2.1,9771.98697068404,3.0,4.0,3+,10.0,Relatively New,1945.0,0,0,0,0,0,1,53
flat,paras dews,sector 106,0.95,6859.205776173285,2.0,2.0,3+,2.0,Relatively New,940.0,0,0,0,0,0,1,49
flat,paras dews,sector 106,0.92,6642.599277978339,2.0,2.0,3+,2.0,Relatively New,940.0,0,0,0,0,0,1,174
flat,paras dews,sector 106,1.25,7102.272727272727,3.0,4.0,3+,5.0,Relatively New,1186.0,0,0,0,0,0,1,165
flat,paras dews,sector 106,0.87,9255.31914893617,2.0,2.0,3+,1.0,New Property,1120.0,0,0,0,0,0,1,174
flat,paras dews,sector 106,1.2,6818.181818181818,3.0,4.0,3+,9.0,Relatively New,1186.0,0,0,0,0,0,1,174
flat,ramprastha the edge towers,sector 37,0.8,8888.888888888889,2.0,2.0,3,10.0,Relatively New,1310.0,0,0,0,0,1,1,166
flat,ramprastha the edge towers,sector 37,0.98,5536.723163841808,3.0,3.0,3+,5.0,Relatively New,1675.0,0,0,1,0,0,1,174
flat,la vida by tata housing,sector 113,1.32,10344.827586206897,2.0,2.0,2,3.0,Relatively New,1199.0,0,0,0,0,0,1,49
flat,shri banke bihari society,sector 56,1.35,6750.0,3.0,3.0,3,5.0,Old Property,1800.0,0,0,0,0,1,0,82
flat,puri diplomatic greens,sector 111,3.45,11694.915254237289,4.0,5.0,3+,9.0,Relatively New,2670.0,0,0,0,0,0,1,68
flat,bestech park view grand spa,sector 81,2.4,9022.556390977445,3.0,4.0,3+,8.0,New Property,2407.0,0,0,0,0,0,0,167
flat,dlf the ultima,sector 81,3.45,12012.534818941504,4.0,4.0,3+,10.0,New Property,2599.0,0,0,0,0,0,2,165
flat,dlf the ultima,sector 81,2.25,10553.470919324578,3.0,3.0,3+,15.0,Relatively New,1929.0,0,0,0,0,0,2,165
flat,corona optus,sector 37,1.25,7175.660160734788,3.0,3.0,3,2.0,Relatively New,2348.0,0,0,0,0,0,1,49
flat,corona optus,sector 37,1.43,7185.929648241206,3.0,3.0,3+,2.0,Relatively New,2734.0,0,0,0,0,1,1,49
flat,corona optus,sector 37,1.27,7232.346241457859,3.0,3.0,3,2.0,Relatively New,1595.0,0,0,0,0,1,1,49
flat,corona optus,sector 37,1.43,7185.929648241206,3.0,3.0,3+,2.0,Relatively New,2745.0,0,0,0,0,1,1,49
flat,corona optus,sector 37,1.25,8928.57142857143,3.0,3.0,3,2.0,Relatively New,2348.0,0,0,0,0,0,1,49
flat,corona optus,sector 37,1.44,7236.180904522613,3.0,3.0,3+,2.0,Relatively New,2690.0,0,0,0,0,1,1,49
flat,corona optus,sector 37,1.27,7203.630175836642,3.0,3.0,3,2.0,Relatively New,2379.0,0,0,0,0,1,1,49
flat,imperia the esfera,sector 37,1.1,5405.405405405405,3.0,4.0,3,9.0,Relatively New,2820.0,0,0,0,0,0,1,49
flat,imperia the esfera,sector 37,1.4,5384.615384615385,4.0,5.0,3,9.0,Relatively New,3519.0,0,0,1,0,1,1,49
flat,imperia the esfera,sector 37,0.99,5454.545454545455,3.0,4.0,3,9.0,Relatively New,2482.0,0,0,0,0,0,1,49
flat,imperia the esfera,sector 37,0.86,5449.936628643853,2.0,3.0,3,9.0,Relatively New,2156.0,0,0,0,0,1,1,49
flat,imperia the esfera,sector 37,0.98,5399.449035812672,3.0,4.0,3,9.0,Relatively New,2482.0,0,0,0,0,1,1,49
flat,imperia the esfera,sector 37,0.85,5386.565272496831,2.0,3.0,3,9.0,Relatively New,2156.0,0,0,0,0,0,1,49
flat,bptp terra,sector 37,1.79,8981.435022579026,4.0,3.0,3,15.0,Relatively New,1808.0,0,0,0,0,1,0,37
flat,bptp terra,sector 37,1.5,8255.36598789213,3.0,3.0,3,12.0,Relatively New,2505.0,0,0,0,0,1,1,49
flat,bptp terra,sector 37,1.77,8078.50296668188,4.0,3.0,3,15.0,Relatively New,3016.0,0,0,1,0,1,1,49
flat,bptp terra,sector 37,1.5,8282.716731087798,3.0,3.0,3,17.0,Relatively New,2511.0,0,0,0,0,1,1,49
flat,bptp terra,sector 37,1.49,8106.637649619151,3.0,3.0,3,20.0,Relatively New,2536.0,0,0,0,0,1,1,49
flat,bptp terra,sector 37,1.8,8215.426745778184,4.0,3.0,3,18.0,Relatively New,3016.0,0,0,1,0,0,1,49
flat,ss the leaf,sector 85,1.06,6343.506882106523,2.0,2.0,2,12.0,Relatively New,1512.0,0,0,0,0,0,1,44
flat,ss the leaf,sector 85,1.14,6433.408577878104,2.0,2.0,3,16.0,Relatively New,1604.0,0,0,0,0,0,1,44
flat,pivotal devaan,sector 84,0.36,7594.93670886076,2.0,2.0,1,9.0,Relatively New,795.0,0,0,0,0,0,2,80
flat,pivotal devaan,sector 84,0.34,7039.337474120083,2.0,2.0,1,1.0,Relatively New,537.0,0,0,0,0,0,0,84
flat,pivotal devaan,sector 84,0.34,5831.903945111492,2.0,2.0,1,3.0,Relatively New,797.0,0,0,0,0,0,1,75
flat,pivotal devaan,sector 84,0.35,7276.507276507276,2.0,2.0,1,10.0,Relatively New,795.0,0,0,0,0,0,1,103
flat,ss the leaf,sector 85,1.05,6402.439024390244,2.0,2.0,3,11.0,Relatively New,1484.0,0,0,0,0,0,1,44
flat,vatika city,sector 49,1.72,7818.181818181818,3.0,3.0,2,2.0,Old Property,2444.0,0,0,0,0,0,0,144
flat,shree vardhman victoria,sector 70,1.55,7948.717948717948,3.0,5.0,3,8.0,Relatively New,2410.0,0,0,0,0,0,1,174
flat,shree vardhman victoria,sector 70,1.5,7692.307692307692,3.0,5.0,3,7.0,Relatively New,2410.0,0,0,0,0,0,0,174
flat,the lions cghs,sector 56,2.05,9534.883720930233,4.0,4.0,3,7.0,Relatively New,2000.0,0,0,0,0,1,0,49
