property_type,society,sector,price_in_crores,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,Built Up area,study room,store room,Pooja Room,servant room,Others,furnishing_type,luxury_score
house,independent,sector 9,3.2,13518.999999999998,3.0,3.0,2,1.0,Old Property,2367.04,0,0,0,0,0,0,36
house,Vipul Tatvam Villa,sector 48,7.69,24069.0,4.0,5.0,3,2.0,Moderately Old,3194.98,1,1,0,1,0,0,110
house,independent,sector 82,7.0,21605.0,4.0,4.0,3+,1.0,Relatively New,3239.99,1,0,0,1,0,0,49
house,independent,sector 7,1.55,13889.000000000004,2.0,2.0,2,1.0,Moderately Old,1115.99,0,0,0,0,0,0,52
house,independent,sector 7,3.85,14650.000000000002,4.0,4.0,3,3.0,Old Property,2627.99,0,0,0,0,0,1,27
house,independent,sector 7,2.0,13889.0,2.0,2.0,2,2.0,Old Property,1439.99,0,0,0,0,0,1,22
house,independent,sector 7,3.1,13778.000000000004,3.0,3.0,2,2.0,Old Property,2249.96,0,0,0,0,0,1,22
house,independent,sector 7,2.25,15625.0,3.0,3.0,2,2.0,Old Property,1440.0,0,0,0,0,0,0,27
house,independent,sector 50,7.0,23333.0,4.0,4.0,2,3.0,Old Property,3000.04,0,0,0,1,0,1,118
house,Vipul Tatvam Villa,sector 48,8.5,21250.0,4.0,5.0,3+,2.0,Moderately Old,4000.0,1,0,0,1,0,0,49
house,Emaar MGF Marbella,sector 66,8.7,38667.0,4.0,5.0,2,3.0,New Property,2249.98,1,0,0,1,0,1,144
house,International City by SOBHA Phase 2,sector 109,12.5,26667.0,5.0,6.0,3,3.0,Relatively New,4687.44,1,1,0,1,0,1,63
house,International City by SOBHA Phase 2,sector 109,6.8,12593.0,4.0,5.0,3,2.0,Relatively New,5399.83,0,0,0,1,0,1,49
house,International City by SOBHA Phase 2,sector 109,9.5,26389.0,7.0,6.0,3,3.0,Relatively New,3599.98,1,0,0,1,0,1,138
house,International City by SOBHA Phase 2,sector 109,7.0,12963.000000000002,5.0,6.0,2,2.0,Relatively New,5399.98,0,0,0,1,0,1,154
house,International City by SOBHA Phase 2,sector 109,6.2,25514.0,5.0,5.0,2,2.0,Relatively New,2430.04,0,0,0,1,0,1,135
house,huda sector-56 gurgaon,sector 56,3.6,24845.0,5.0,5.0,3+,3.0,Moderately Old,1448.983698933387,0,0,0,0,0,1,47
house,International City by Sobha Phase 1,sector 109,5.9,24280.0,4.0,5.0,2,2.0,Relatively New,2429.98,0,0,0,1,0,0,111
house,International City by Sobha Phase 1,sector 109,5.85,26423.0,4.0,5.0,3+,2.0,Relatively New,2213.98,0,0,0,1,0,0,85
house,Bptp Visionnaire,sector 70,4.0,6666.0,4.0,4.0,3+,2.0,Relatively New,6000.6,0,0,0,1,0,1,154
house,Bptp Visionnaire,sector 70,5.35,8916.0,4.0,4.0,3+,3.0,Relatively New,6000.45,1,1,0,1,0,0,160
house,independent,sector 25,6.6,36667.0,6.0,7.0,3+,2.0,Moderately Old,1799.9836365123954,1,0,0,1,0,0,119
house,International City by Sobha Phase 1,sector 109,6.3,9000.0,4.0,5.0,3+,2.0,Relatively New,7000.0,0,0,0,0,0,0,122
house,International City by Sobha Phase 1,sector 109,12.0,20000.0,5.0,6.0,3,2.0,Relatively New,6000.0,1,0,0,1,0,0,154
house,independent,sector 105,0.65,9028.0,3.0,2.0,1,1.0,Relatively New,719.98,0,0,0,0,0,1,14
house,independent,sector 4,0.55,4074.000000000001,3.0,3.0,2,2.0,Relatively New,1350.02,0,0,0,0,0,1,7
house,independent,sector 4,0.85,630.0,3.0,3.0,1,1.0,Relatively New,13492.06,0,0,0,0,0,1,0
house,independent,sector 4,0.58,9618.555555555557,2.0,2.0,1,2.0,Moderately Old,67.0,0,0,0,0,0,1,7
house,independent,sector 4,0.65,10317.444444444443,1.0,1.0,1,1.0,Moderately Old,70.0,0,0,0,0,0,1,21
house,independent,sector 4,0.61,11111.111111111111,2.0,2.0,2,2.0,Moderately Old,61.0,0,0,0,0,0,1,14
house,independent,sector 4,0.67,9795.222222222224,3.0,3.0,2,2.0,Relatively New,76.0,0,0,0,0,0,1,7
house,Ansal Sushant Lok Plots,sector 43,5.8,29974.000000000007,6.0,6.0,3,2.0,Relatively New,1935.0103422966567,0,0,0,1,0,0,49
house,International City by Sobha Phase 1,sector 109,6.0,24691.0,4.0,5.0,3+,2.0,Relatively New,2430.04,0,0,0,1,0,0,96
house,independent,sector 31,3.69,23699.0,4.0,4.0,2,2.0,Moderately Old,1557.027722688721,1,0,0,1,0,0,75
house,independent,sector 43,2.5,2884.4444444444443,7.0,7.0,3,4.0,Relatively New,963.02,0,0,0,0,0,2,20
house,independent,sector 43,5.5,28424.0,1.0,1.0,0,1.0,Old Property,1934.984520123839,0,0,0,0,0,1,12
house,Unitech Deerwood Chase,sector 50,15.0,33333.0,4.0,4.0,2,2.0,Moderately Old,4500.05,0,0,0,1,0,1,160
house,Ansals Palam Vihar,sector 2,5.7,14729.000000000002,5.0,5.0,2,2.0,Old Property,3869.92,0,0,0,0,0,2,94
house,International City by SOBHA Phase 2,sector 109,11.3,25111.000000000004,7.0,5.0,3+,4.0,Relatively New,4500.02,1,0,0,1,0,1,49
house,International City by SOBHA Phase 2,sector 109,11.25,25000.0,7.0,5.0,3+,4.0,Relatively New,4500.0,1,0,0,1,0,1,42
house,Bptp Visionnaire,sector 70,4.02,7309.000000000002,4.0,4.0,3+,3.0,Relatively New,5500.07,1,1,0,1,0,1,138
house,International City by Sobha Phase 1,sector 109,5.7,10556.0,4.0,4.0,3+,4.0,Relatively New,5399.77,1,0,0,1,0,1,98
house,independent,sector 12,1.0,8230.444444444443,3.0,7.0,3+,3.0,Moderately Old,135.0,0,1,0,0,0,1,7
house,independent,sector 7,0.66,12000.0,3.0,1.0,1,3.0,Relatively New,550.0,0,0,0,0,0,1,22
house,HUDA Ashok Vihar Phase,sector 4,0.7,10233.0,3.0,2.0,1,2.0,New Property,684.06,1,0,0,0,0,1,7
house,independent,sector 24,1.45,2983.555555555556,3.0,3.0,1,2.0,Old Property,540.0,0,0,0,0,0,1,9
house,Ashok Vihar Phase 3 Gurgaon,sector 3,0.95,8878.0,4.0,3.0,2,1.0,Old Property,1070.06,0,0,0,0,0,1,8
house,independent,sector 9a,4.5,14286.0,9.0,9.0,3+,3.0,Relatively New,3149.94,1,0,0,0,0,0,38
house,independent,sector 3,0.9,8927.999999999998,3.0,1.0,0,1.0,Relatively New,1008.06,0,0,0,0,0,1,0
house,independent,sector 41,7.0,28283.0,7.0,7.0,3+,3.0,Moderately Old,2474.98,1,1,0,1,0,2,151
house,independent,sector 56,4.0,26613.0,4.0,4.0,3+,2.0,Relatively New,1503.0248374854395,0,0,0,0,0,0,24
house,independent,sector 7,0.9,10000.0,2.0,4.0,3,3.0,Old Property,900.0,0,0,0,1,0,0,44
house,independent,sector 24,2.75,7666.0,7.0,7.0,3+,3.0,Moderately Old,3587.27,0,0,0,0,0,0,0
house,Prem Kunj,sohna road,0.5,7407.0,2.0,4.0,3,3.0,Relatively New,675.04,0,0,0,0,0,1,22
house,independent,sector 6,0.5,8333.0,3.0,3.0,2,2.0,Moderately Old,600.02,0,0,0,0,0,1,0
house,independent,sector 105,0.6,13333.0,3.0,3.0,0,3.0,Moderately Old,450.01,0,0,0,0,0,1,0
house,independent,sector 105,0.35,7778.0,2.0,2.0,1,2.0,Moderately Old,449.99,0,0,0,0,0,1,0
house,DLF City Plots,sector 26,4.0,4530.555555555556,4.0,3.0,2,2.0,Relatively New,8828.939301042305,0,0,0,0,0,0,0
house,Not Applicable,sector 11,2.2,12222.0,4.0,3.0,2,1.0,Old Property,1800.03,1,0,0,0,0,1,24
house,independent,sector 7,8.0,22222.0,4.0,5.0,3+,1.0,Old Property,3600.04,1,0,0,1,0,1,31
house,independent,sector 8,0.82,9111.000000000002,2.0,3.0,3,2.0,Moderately Old,900.01,0,0,0,0,0,1,12
house,independent,sector 3,0.9,8928.555555555555,3.0,3.0,0,2.0,Relatively New,112.0,0,0,0,0,0,1,0
house,independent,sector 12,0.7,4117.0,4.0,4.0,1,2.0,Moderately Old,1700.27,0,0,0,0,0,1,0
house,independent,sector 11,0.95,7308.0,5.0,3.0,0,1.0,Moderately Old,1299.95,0,0,0,0,0,1,0
house,Housing Board Colony,sector 28,3.5,25926.000000000004,2.0,6.0,3,3.0,Relatively New,1349.9961428681631,0,0,0,0,0,1,0
house,independent,sector 26,6.0,33333.0,3.0,5.0,3+,3.0,Old Property,1800.0180001800018,0,0,0,0,0,0,9
house,Ansal Heights,sector 92,2.75,9793.0,4.0,4.0,3+,3.0,Relatively New,2808.13,1,0,0,0,0,1,0
house,Ninex City,sector 76,1.75,6250.0,4.0,4.0,0,14.0,New Property,2800.0,0,0,0,0,0,1,0
house,Spaze Privy,sector 72,3.1,8485.999999999998,5.0,5.0,3+,21.0,Relatively New,3653.08,0,0,0,0,0,1,0
house,Signature Global Park,sohna road,0.85,7589.0,3.0,2.0,2,1.0,New Property,1120.04,0,0,0,0,0,1,15
house,independent,sector 12,0.9,13333.0,2.0,4.0,0,2.0,Old Property,675.02,0,0,0,0,0,1,0
house,My Home,sector 2,0.34,12591.999999999998,2.0,2.0,2,3.0,Moderately Old,270.01,0,0,0,0,0,1,22
house,independent,sector 2,5.0,15384.0,6.0,6.0,2,1.0,Moderately Old,3250.13,0,0,0,0,0,1,0
house,independent,sector 14,5.0,22222.0,3.0,3.0,3,1.0,Moderately Old,2250.02,0,0,0,0,0,1,25
house,Unitech Uniworld Resorts,sector 33,9.5,23333.0,5.0,7.0,3+,2.0,Relatively New,4071.49,1,1,0,1,0,1,57
house,independent,sector 56,7.25,29336.0,8.0,8.0,3+,0.0,Moderately Old,2471.37,0,0,0,0,0,0,24
house,independent,sector 3,1.5,10288.0,3.0,3.0,0,2.0,Old Property,1458.01,0,0,0,0,0,1,0
house,DLF Gardencity Enclave,sector 93,1.3,11284.0,3.0,2.0,1,3.0,Relatively New,1152.07,0,0,0,0,0,1,0
house,independent,sector 5,3.75,11029.0,5.0,5.0,3+,3.0,Old Property,3400.13,0,0,0,0,0,1,0
house,independent,sector 43,2.25,6944.000000000001,10.0,10.0,2,1.0,Moderately Old,3240.21,0,0,0,0,0,1,0
house,independent,sector 7,1.15,8517.999999999998,5.0,3.0,2,2.0,Old Property,1350.08,0,0,0,0,0,1,15
house,house number B-34,sector 5,0.8,8888.0,2.0,2.0,1,1.0,Old Property,900.09,0,0,0,0,0,1,0
house,independent,sector 21,1.6,11852.000000000002,5.0,5.0,2,3.0,Relatively New,1349.98,0,0,0,0,0,1,0
house,independent,sector 26,7.0,39265.0,5.0,5.0,2,3.0,Relatively New,1782.7581815866547,0,0,0,1,0,1,9
house,independent,sector 9,0.5,6083.0,3.0,2.0,1,1.0,Old Property,821.96,0,0,0,0,0,1,0
house,independent,sector 38,8.0,25616.333333333336,10.0,10.0,3+,1.0,Relatively New,3123.007456180301,0,0,0,0,0,1,0
house,independent,sector 21,0.45,8411.0,3.0,2.0,1,1.0,Old Property,535.01,0,0,0,0,0,1,0
house,independent,sector 13,0.62,3587.8888888888896,6.0,6.0,0,3.0,Old Property,192.0,0,0,0,0,0,1,0
house,independent,bhim nagar,1.0,4629.555555555555,6.0,4.0,0,3.0,Old Property,240.0,0,0,0,0,0,1,0
house,independent,sector 4,4.12,8889.0,2.0,1.0,3+,2.0,Moderately Old,4634.94,0,0,0,0,0,1,0
house,ATS Tourmaline,sector 109,1.87,8696.999999999998,3.0,4.0,0,12.0,Relatively New,2150.17,0,0,0,0,0,1,0
house,independent,sector 3,0.85,8500.0,1.0,1.0,0,1.0,Relatively New,1000.0,0,0,0,0,0,1,0
house,Bhawani enclave,sector 12,0.42,8235.0,3.0,3.0,0,2.0,New Property,510.02,0,0,0,0,0,1,0
house,independent,sector 105,1.2,13333.0,4.0,4.0,1,2.0,Moderately Old,900.02,0,0,0,0,0,1,14
house,independent,sector 50,6.5,21667.0,5.0,6.0,0,1.0,Moderately Old,2999.95,0,0,0,0,0,1,0
house,independent,sector 3,0.75,6410.222222222223,2.0,2.0,0,1.0,Relatively New,130.0,0,0,0,0,0,1,0
house,independent,sector 105,1.35,3857.0,5.0,3.0,3,3.0,Moderately Old,3500.13,0,0,0,0,0,1,0
house,independent,sector 57,4.7,21759.000000000004,3.0,3.0,2,2.0,Old Property,2160.03,0,0,0,1,0,1,43
house,independent,sector 9,0.22,7406.999999999999,2.0,2.0,2,1.0,Old Property,297.02,0,0,0,0,0,1,0
house,independent,sector 9,1.25,8735.0,3.0,6.0,3+,3.0,Old Property,1431.02,0,0,0,0,0,1,0
house,Project Mianwali Colony,sector 12,1.7,9444.000000000002,1.0,1.0,2,1.0,Old Property,1800.08,0,0,0,0,0,1,0
house,independent,sector 2,6.0,20000.0,4.0,4.0,1,2.0,Relatively New,3000.0,0,0,0,0,0,1,0
house,independent,sector 55,2.8,18667.0,4.0,4.0,0,2.0,Old Property,1499.973214764022,0,0,0,0,0,1,0
house,independent,sohna road,0.07,2524.9999999999995,1.0,1.0,0,1.0,Relatively New,277.23,0,0,0,0,0,1,0
house,independent,sector 38,3.5,24306.0,3.0,3.0,2,1.0,Relatively New,1439.9736690529087,0,0,0,0,0,1,0
house,Project Housing Board Colony,sector 28,2.58,17695.0,4.0,2.0,2,2.0,Relatively New,1458.0389940661205,0,0,0,0,0,1,0
house,DLF The Arbour,sector 63,8.5,21519.0,4.0,4.0,3+,27.0,New Property,3950.0,0,0,0,0,0,1,0
house,independent,sector 21,0.6,6173.000000000001,3.0,3.0,2,3.0,Old Property,971.97,0,0,0,0,0,1,0
house,independent,sector 9,1.1,6111.111111111111,4.0,3.0,1,2.0,Old Property,200.0,0,0,0,0,0,1,0
house,independent,sector 38,3.5,20323.0,3.0,2.0,2,1.0,Moderately Old,1722.186685036658,0,0,0,0,0,1,0
house,Huda Plots,sector 56,2.95,20359.0,2.0,2.0,2,1.0,Moderately Old,1448.990618399725,0,0,0,0,0,1,31
house,independent,sector 105,0.7,5833.0,3.0,2.0,2,1.0,Moderately Old,1200.07,0,0,0,0,0,1,0
house,independent,sector 7,1.16,11693.000000000002,2.0,4.0,2,3.0,Moderately Old,992.05,0,0,0,0,0,1,39
house,independent,sector 25,16.0,26667.0,6.0,5.0,2,3.0,Relatively New,5999.93,0,0,0,0,0,1,0
house,Suncity Essel Towers,sector 28,8.95,17900.0,5.0,6.0,3+,4.0,Moderately Old,5000.0,0,0,0,0,0,1,0
house,independent,sector 43,14.0,39886.0,9.0,9.0,3+,4.0,Moderately Old,3510.0,0,0,0,1,0,1,7
house,independent,sector 7,1.35,4545.444444444444,4.0,5.0,0,3.0,Old Property,330.0,0,0,0,0,0,1,0
house,independent,sector 50,13.2,27155.0,6.0,6.0,0,2.0,Moderately Old,4860.98,0,0,0,0,0,1,0
house,Anamika Enclave,sector 12,6.0,14491.999999999996,9.0,9.0,3+,3.0,Old Property,4140.22,0,0,0,0,0,1,9
house,independent,sector 4,1.1,11111.0,3.0,4.0,1,2.0,Moderately Old,990.01,0,0,0,0,0,1,0
house,independent,sector 37,2.5,13157.000000000002,5.0,5.0,3+,2.0,Relatively New,1900.13,0,0,0,0,0,1,0
house,independent,sector 7,0.53,5888.0,2.0,2.0,0,1.0,Old Property,900.14,0,0,0,0,0,1,0
house,independent,sector 7,2.0,11111.0,2.0,2.0,1,2.0,Relatively New,1800.02,0,0,0,0,0,1,0
house,independent,sector 56,8.0,9654.0,10.0,10.0,3+,4.0,Relatively New,8286.72,1,0,0,1,0,2,107
house,independent,sector 43,0.45,4807.999999999999,1.0,1.0,0,1.0,Moderately Old,935.94,0,0,0,0,0,1,0
house,independent,sector 105,0.37,8222.0,2.0,2.0,1,1.0,Moderately Old,450.01,0,0,0,0,0,1,0
house,independent,sector 11,1.35,3857.0,10.0,6.0,3+,3.0,Old Property,3500.13,0,0,0,0,0,1,0
house,independent,sector 105,0.5,5555.555555555556,2.0,2.0,0,1.0,Moderately Old,100.0,0,0,0,0,0,1,0
house,independent,sector 8,0.62,11272.999999999998,3.0,1.0,0,2.0,Moderately Old,549.99,0,0,0,0,0,1,0
house,independent,sector 25,8.0,8000.0,3.0,9.0,2,3.0,New Property,10000.0,0,0,0,0,0,1,0
house,independent,sector 92,1.8,7627.0,4.0,5.0,0,13.0,Relatively New,2360.04,0,0,0,0,0,1,0
house,independent,sector 108,1.7,5666.0,4.0,4.0,3+,1.0,Relatively New,3000.35,0,0,0,0,0,1,0
house,independent,sector 3,0.55,5000.0,2.0,1.0,0,1.0,Relatively New,1100.0,0,0,0,0,0,1,0
house,independent,sector 3,1.5,5000.0,6.0,1.0,0,1.0,New Property,3000.0,0,0,0,0,0,1,0
house,independent,sector 109,1.55,6567.0,3.0,2.0,0,1.0,Relatively New,2360.29,0,0,0,0,0,1,0
house,independent,sector 4,0.65,11110.999999999998,4.0,2.0,2,2.0,Moderately Old,585.01,0,0,0,0,0,1,0
house,independent,sector 8,1.6,3186.0,4.0,6.0,1,3.0,Relatively New,558.0,0,0,0,0,0,1,0
house,independent,sector 7,0.95,21111.0,2.0,1.0,1,3.0,New Property,450.0,0,0,0,0,0,1,15
house,Vatika Sovereign Next,sector 82,3.85,7500.0,5.0,6.0,3+,6.0,Relatively New,5133.33,0,0,0,0,0,1,0
house,independent,bhim nagar,0.66,10784.0,3.0,2.0,1,2.0,Old Property,612.02,0,0,0,0,0,1,36
house,independent,sector 13,1.5,10518.000000000002,2.0,2.0,2,3.0,Old Property,1426.13,1,0,0,0,0,1,7
house,independent,sector 17,1.52,19869.0,2.0,2.0,1,1.0,Old Property,765.01,0,0,0,0,0,1,22
house,independent,sector 2,1.0,8796.0,3.0,2.0,2,1.0,Old Property,1136.88,0,0,0,0,0,1,0
house,independent,sector 4,0.85,7522.0,3.0,3.0,0,1.0,Moderately Old,1130.02,0,0,0,0,0,1,0
house,independent,sector 7,0.45,5000.0,3.0,2.0,0,1.0,Old Property,900.0,0,0,0,0,0,1,0
house,independent,sector 39,5.15,14072.0,5.0,5.0,0,1.0,Relatively New,3659.75,0,0,0,0,0,1,0
house,Sector 14 RWA,sector 14,6.5,26000.0,5.0,5.0,0,4.0,Moderately Old,2500.0,0,0,0,0,0,1,0
house,IFFCO Nagar and 17B RWA,sector 17,3.5,24305.0,2.0,5.0,3,3.0,Old Property,1440.032915038058,0,0,0,0,0,1,44
house,independent,sector 25,13.5,19286.0,9.0,9.0,0,1.0,Relatively New,6999.9,0,0,0,0,0,1,0
house,independent,sector 2,5.7,22634.0,9.0,9.0,3+,3.0,Moderately Old,2518.34,0,0,0,0,0,0,0
house,Ansal Sushant Lok Plots,sector 43,3.3,26570.0,1.0,1.0,0,2.0,Under Construction,1242.002258185924,0,0,0,0,0,1,0
house,independent,sector 7,1.75,11111.0,4.0,2.0,2,2.0,Old Property,1575.02,0,0,0,0,0,1,31
house,Bhim Garh Kheri,sector 3,0.75,6410.0,4.0,2.0,2,2.0,Old Property,1170.05,0,0,0,0,0,1,16
house,independent,sector 12,3.5,14786.555555555557,8.0,8.0,3+,3.0,Relatively New,2367.015081267518,1,0,0,1,0,2,77
house,independent,sector 3,0.92,15257.0,4.0,1.0,0,1.0,Relatively New,603.0,0,0,0,0,0,1,0
house,independent,sector 4,1.1,6111.0,4.0,4.0,3+,2.0,Old Property,1800.03,0,0,0,0,0,1,7
house,Surendra Homes Dayaindependentd Colony,sector 6,0.75,15625.0,4.0,4.0,2,1.0,Moderately Old,480.0,0,0,0,0,0,1,0
house,independent,sector 4,1.25,8680.555555555555,2.0,3.0,0,1.0,Moderately Old,160.0,0,0,0,0,0,1,0
house,independent,sector 10,4.25,17955.0,4.0,3.0,2,1.0,Moderately Old,2367.03,0,0,0,0,0,1,0
house,independent,sector 3,0.37,7916.0,1.0,1.0,1,1.0,Relatively New,467.41,0,0,0,0,0,1,0
house,DLF The Grove,sector 54,5.7,23456.777777777777,4.0,4.0,0,1.0,Moderately Old,2430.001278948041,0,0,0,0,0,1,0
house,independent,sector 70,2.1,3888.8888888888887,3.0,2.0,1,3.0,New Property,600.0,0,0,0,0,0,1,0
house,independent,sohna road,1.2,22297.0,1.0,4.0,3+,4.0,Old Property,538.19,0,0,0,0,0,1,8
house,independent,sector 28,4.5,13888.888888888889,4.0,4.0,0,4.0,Relatively New,3240.0,0,0,0,0,0,1,0
house,independent,sector 17,3.0,11111.000000000002,4.0,4.0,0,1.0,Old Property,2700.03,0,0,0,0,0,1,0
house,Vipul Tatvam Villa,sector 48,8.5,26235.0,4.0,6.0,3,3.0,Old Property,3239.95,0,0,0,1,0,1,49
house,independent,sector 12,6.0,35087.666666666664,4.0,6.0,2,2.0,Old Property,1710.0025650038476,0,0,0,0,0,1,0
house,independent,sector 8,0.82,10224.000000000002,2.0,4.0,0,2.0,Moderately Old,802.03,0,0,0,0,0,1,0
house,independent,sector 105,1.15,3285.0,3.0,2.0,1,1.0,Moderately Old,3500.76,0,0,0,0,0,1,0
house,Ansal API Esencia,sector 67,1.85,8222.222222222223,3.0,3.0,3,1.0,Moderately Old,250.0,0,0,0,0,0,1,0
house,Aindependentt Raj Estates,sector 63,8.5,27139.0,6.0,6.0,3+,3.0,Under Construction,3132.02,0,1,0,0,0,1,29
house,independent,sector 43,5.75,23662.0,4.0,4.0,2,4.0,Moderately Old,2430.06,0,1,0,1,0,2,153
house,independent,sector 53,4.65,17574.0,5.0,5.0,3+,1.0,Moderately Old,2645.95,0,0,0,0,0,0,0
house,independent,sector 9,0.6,10753.0,3.0,3.0,1,2.0,Relatively New,557.98,0,0,0,0,0,1,0
house,independent,sector 13,4.5,9091.0,4.0,5.0,2,2.0,Old Property,4949.95,0,0,0,0,0,1,0
house,independent,sector 4,0.6,11695.888888888889,3.0,3.0,1,2.0,Old Property,57.0,0,0,0,0,0,1,0
house,Hero Homes,sector 104,1.95,21195.0,3.0,5.0,3+,2.0,Moderately Old,920.03,0,0,0,0,0,1,0
house,International City by Sobha Phase 1,sector 109,6.1,25103.0,5.0,6.0,3+,2.0,Moderately Old,2429.99,0,0,0,1,0,1,30
house,independent,manesar,2.0,14954.0,3.0,1.0,0,3.0,Moderately Old,1337.43,0,0,0,0,0,1,16
house,Housing Board Colony,sector 28,2.1,23333.0,2.0,8.0,3+,4.0,Moderately Old,900.01,0,0,0,0,0,0,38
house,Smart World Gems,sector 89,1.25,8784.0,3.0,3.0,2,1.0,New Property,1423.04,1,0,0,0,0,1,0
house,Unitech Espace,sector 50,11.5,35494.0,5.0,6.0,0,1.0,Moderately Old,3239.98,0,0,0,0,0,1,0
house,independent,sector 43,0.9,11464.0,2.0,4.0,3,3.0,Moderately Old,785.07,1,0,0,1,0,1,0
house,Not Applicable,sector 4,0.75,11718.0,2.0,4.0,3,2.0,Moderately Old,640.04,0,0,0,0,0,1,0
house,independent,sector 105,1.3,11555.0,3.0,3.0,1,2.0,Moderately Old,1125.05,0,0,0,0,0,1,16
house,shree krishna homes,sector 104,0.48,5555.555555555556,2.0,2.0,1,1.0,New Property,96.0,1,0,0,0,0,1,44
house,independent,sector 3,0.68,3873.999999999999,5.0,3.0,0,1.0,Relatively New,1755.29,0,0,0,0,0,1,0
house,Bhim Garh Kheri,sector 3,1.5,7576.0,7.0,2.0,0,1.0,Relatively New,1979.94,0,0,0,0,0,1,0
house,independent,sector 105,1.3,11556.0,3.0,3.0,1,1.0,Moderately Old,1124.96,0,0,0,0,0,1,0
house,independent,sector 9,0.6,10753.0,2.0,2.0,1,1.0,Moderately Old,557.98,0,0,0,0,0,1,8
house,Sector 14 RWA,sector 14,6.5,20635.0,4.0,4.0,3+,2.0,Moderately Old,3149.99,0,0,0,0,0,1,0
house,independent,sector 15,1.07,11888.0,2.0,2.0,1,1.0,Old Property,900.07,0,0,0,1,0,1,7
house,independent,sector 11,2.1,17284.0,2.0,6.0,3+,3.0,Relatively New,1215.0,0,0,0,0,0,1,14
house,independent,sector 31,4.6,32258.0,2.0,2.0,2,2.0,Moderately Old,1426.002852005704,0,0,0,0,0,1,0
house,independent,sector 3,1.0,11111.0,3.0,4.0,2,2.0,Relatively New,900.01,0,0,0,0,0,1,0
house,Tulip Yellow,sector 69,2.95,16388.999999999996,4.0,3.0,2,3.0,New Property,1799.987796692904,0,0,0,0,0,2,111
house,HUDA Housing Board Colony,sector 31,4.6,31506.0,2.0,4.0,3+,3.0,Old Property,1460.039357582683,0,0,0,0,0,1,8
house,independent,sector 9,0.35,9722.0,2.0,2.0,1,2.0,Old Property,360.01,0,0,0,0,0,1,0
house,independent,sector 24,10.0,25542.777777777777,8.0,10.0,3+,1.0,Old Property,3915.000978750245,0,0,0,0,0,1,0
house,Ansal Celebrity Homes,sector 2,5.2,10000.0,4.0,5.0,2,1.0,Moderately Old,5200.0,0,0,0,0,0,1,0
house,independent,sector 4,0.4,8889.0,1.0,1.0,0,1.0,Moderately Old,449.99,0,0,0,0,0,1,0
house,Shri Shyam Residency,sector 104,0.62,12400.0,3.0,3.0,1,2.0,Moderately Old,500.0,0,0,0,0,0,2,8
house,independent,sector 4,0.5,9259.0,2.0,3.0,2,3.0,Old Property,540.02,0,0,0,0,0,1,0
house,independent,sector 4,0.92,15257.0,1.0,4.0,3,4.0,Moderately Old,603.0,0,0,0,0,0,1,0
house,independent,sector 17,3.5,24305.555555555555,2.0,6.0,3+,3.0,Old Property,1440.0,0,0,0,0,0,1,0
house,Not Applicable,sector 4,0.8,6088.222222222223,5.0,4.0,3,3.0,Under Construction,146.0,0,0,0,0,0,1,0
house,independent,sohna road,1.5,14245.000000000002,2.0,3.0,2,1.0,New Property,1053.0,1,0,0,0,0,0,69
house,independent,sector 103,2.25,6367.0,3.0,5.0,3+,10.0,Relatively New,3533.85,0,0,0,0,0,1,0
house,independent,sector 25,13.5,37313.0,5.0,6.0,3+,4.0,Old Property,3618.04,0,0,0,0,0,0,79
house,mian wali,sector 12,1.7,9444.000000000002,1.0,1.0,1,1.0,Old Property,1800.08,0,0,0,1,0,1,7
house,independent,sector 7,0.45,5000.0,3.0,2.0,1,2.0,Old Property,900.0,0,0,0,0,0,1,12
house,independent,sector 105,1.2,10121.999999999998,3.0,2.0,1,2.0,Old Property,1185.54,0,0,0,0,0,1,9
house,independent,sector 15,1.8,10000.0,4.0,3.0,1,1.0,Old Property,1800.0,0,0,0,0,0,1,16
house,independent,sector 67,1.5,8642.000000000002,5.0,3.0,2,2.0,New Property,1735.71,0,0,0,0,0,1,0
house,Palam Vihar Extension West Zone RWA,sector 2,0.35,6481.0,2.0,2.0,0,1.0,New Property,540.04,0,0,0,0,0,1,0
house,independent,sector 3,0.55,6707.0,2.0,2.0,1,2.0,Moderately Old,820.04,0,0,0,0,0,1,0
house,Not Applicable,sector 4,0.4,9259.0,1.0,1.0,1,1.0,Moderately Old,432.01,0,0,0,0,0,1,0
house,independent,sector 67,3.0,11904.0,4.0,4.0,0,3.0,Moderately Old,2520.16,0,0,0,0,0,1,0
house,ROW HOUSE,sector 105,0.43,9135.0,3.0,3.0,3,2.0,Relatively New,470.72,0,0,0,0,0,1,0
house,independent,sector 8,0.32,7111.0,2.0,3.0,1,1.0,Relatively New,450.01,0,0,0,0,0,1,0
house,independent,sector 4,0.47,8012.0,2.0,1.0,1,1.0,Moderately Old,586.62,0,1,0,0,0,1,0
house,Ardee City,sector 52,5.5,20370.333333333336,9.0,9.0,3+,3.0,Moderately Old,2700.0049090998345,0,0,0,1,0,0,26
house,Madan puri,sector 7,0.75,12500.0,3.0,5.0,3,3.0,Moderately Old,600.0,0,0,0,0,0,1,0
house,Indiabulls Centrum Park,sector 103,3.25,8125.0,4.0,3.0,3+,20.0,Relatively New,4000.0,0,0,0,0,0,1,0
