,property_type,sector,price_in_crores,bedRoom,bathroom,balcony,agePossession,Built Up area,store room,servant room,furnishing_type,luxury_category,floor_category
1159,flat,sector 62,8.35,4.0,6.0,3,Relatively New,3872.0,0,0,1,High,High floor
1160,flat,manesar,0.73,3.0,3.0,3+,Moderately Old,2633.0,0,0,1,Medium,Low floor
1161,flat,manesar,0.95,3.0,4.0,3,Moderately Old,3408.0,0,0,1,Medium,Mid floor
1162,flat,manesar,0.48,2.0,2.0,3,Moderately Old,1559.0,0,0,1,Medium,Mid floor
1163,flat,manesar,0.86,3.0,3.0,3+,Moderately Old,1900.0,0,0,1,Medium,Mid floor
1164,flat,manesar,0.81,3.0,3.0,3+,Moderately Old,1900.0,0,0,1,Medium,Low floor
1165,flat,sector 67,2.9,3.0,3.0,3,Relatively New,2047.0,0,0,0,Low,Low floor
1166,flat,sector 71,0.37,1.0,1.0,2,Relatively New,425.0,0,0,0,Low,Low floor
1167,flat,sector 71,0.59,2.0,2.0,1,Moderately Old,639.0,0,0,1,Medium,Mid floor
1168,flat,sector 71,0.6,2.0,2.0,1,Relatively New,828.0,0,0,1,Medium,Mid floor
1169,flat,sector 71,0.37,1.0,1.0,2,Relatively New,450.0,0,0,1,Medium,Low floor
1170,flat,sector 107,0.9,2.0,2.0,3+,Relatively New,1236.0,0,0,1,Low,Mid floor
1171,flat,sector 70,1.66,3.0,5.0,3,Relatively New,2410.0,0,0,1,Medium,Mid floor
1172,flat,sector 90,2.0,4.0,4.0,3+,Moderately Old,2468.0,0,0,1,Low,High floor
1173,flat,sector 70,1.67,3.0,5.0,3,Moderately Old,2410.0,0,0,1,Medium,Mid floor
1174,flat,sector 70,1.1,2.0,2.0,2,Relatively New,1444.0,0,0,1,Medium,Mid floor
1175,flat,sector 70,1.6,3.0,5.0,3,Relatively New,2410.0,0,0,1,Medium,Mid floor
1176,flat,sector 70,1.07,2.0,2.0,3,Relatively New,1222.0,0,0,1,Medium,Mid floor
1177,flat,sector 69,1.76,4.0,4.0,2,Relatively New,1819.0,0,0,1,Medium,Mid floor
1178,flat,sector 69,1.55,3.0,3.0,2,Relatively New,1428.0,0,0,1,Medium,Mid floor
1179,flat,gwal pahari,5.5,4.0,5.0,3+,New Property,5249.0,0,0,1,High,High floor
1180,flat,sector 99,0.27,2.0,2.0,1,Relatively New,538.0,0,0,1,Low,Mid floor
1181,flat,sector 99,0.26,2.0,2.0,1,Relatively New,611.0,0,0,1,Medium,Mid floor
1182,flat,sector 102,1.25,2.0,2.0,2,Relatively New,1100.0,0,0,1,Medium,Low floor
1183,flat,sector 102,2.1,3.0,4.0,3+,Relatively New,1945.0,0,0,1,Medium,Mid floor
1184,flat,sector 106,0.95,2.0,2.0,3+,Relatively New,940.0,0,0,1,Low,Low floor
1185,flat,sector 106,0.92,2.0,2.0,3+,Relatively New,940.0,0,0,1,High,Low floor
1186,flat,sector 106,1.25,3.0,4.0,3+,Relatively New,1186.0,0,0,1,High,Mid floor
1187,flat,sector 106,0.87,2.0,2.0,3+,New Property,1120.0,0,0,1,High,Low floor
1188,flat,sector 106,1.2,3.0,4.0,3+,Relatively New,1186.0,0,0,1,High,Mid floor
1189,flat,sector 37,0.8,2.0,2.0,3,Relatively New,1310.0,0,0,1,High,Mid floor
1190,flat,sector 37,0.98,3.0,3.0,3+,Relatively New,1675.0,0,0,1,High,Mid floor
1191,flat,sector 113,1.32,2.0,2.0,2,Relatively New,1199.0,0,0,1,Low,Mid floor
1192,flat,sector 56,1.35,3.0,3.0,3,Old Property,1800.0,0,0,0,Medium,Mid floor
1193,flat,sector 111,3.45,4.0,5.0,3+,Relatively New,2670.0,0,0,1,Medium,Mid floor
1194,flat,sector 81,2.4,3.0,4.0,3+,New Property,2407.0,0,0,0,High,Mid floor
1195,flat,sector 81,3.45,4.0,4.0,3+,New Property,2599.0,0,0,2,High,Mid floor
1196,flat,sector 81,2.25,3.0,3.0,3+,Relatively New,1929.0,0,0,2,High,High floor
1197,flat,sector 37,1.25,3.0,3.0,3,Relatively New,2348.0,0,0,1,Low,Low floor
1198,flat,sector 37,1.43,3.0,3.0,3+,Relatively New,2734.0,0,0,1,Low,Low floor
1199,flat,sector 37,1.27,3.0,3.0,3,Relatively New,1595.0,0,0,1,Low,Low floor
1200,flat,sector 37,1.43,3.0,3.0,3+,Relatively New,2745.0,0,0,1,Low,Low floor
1201,flat,sector 37,1.25,3.0,3.0,3,Relatively New,2348.0,0,0,1,Low,Low floor
1202,flat,sector 37,1.44,3.0,3.0,3+,Relatively New,2690.0,0,0,1,Low,Low floor
1203,flat,sector 37,1.27,3.0,3.0,3,Relatively New,2379.0,0,0,1,Low,Low floor
1204,flat,sector 37,1.1,3.0,4.0,3,Relatively New,2820.0,0,0,1,Low,Mid floor
1205,flat,sector 37,1.4,4.0,5.0,3,Relatively New,3519.0,0,0,1,Low,Mid floor
1206,flat,sector 37,0.99,3.0,4.0,3,Relatively New,2482.0,0,0,1,Low,Mid floor
1207,flat,sector 37,0.86,2.0,3.0,3,Relatively New,2156.0,0,0,1,Low,Mid floor
1208,flat,sector 37,0.98,3.0,4.0,3,Relatively New,2482.0,0,0,1,Low,Mid floor
1209,flat,sector 37,0.85,2.0,3.0,3,Relatively New,2156.0,0,0,1,Low,Mid floor
1210,flat,sector 37,1.79,4.0,3.0,3,Relatively New,1808.0,0,0,0,Low,High floor
1211,flat,sector 37,1.5,3.0,3.0,3,Relatively New,2505.0,0,0,1,Low,High floor
1212,flat,sector 37,1.77,4.0,3.0,3,Relatively New,3016.0,0,0,1,Low,High floor
1213,flat,sector 37,1.5,3.0,3.0,3,Relatively New,2511.0,0,0,1,Low,High floor
1214,flat,sector 37,1.49,3.0,3.0,3,Relatively New,2536.0,0,0,1,Low,High floor
1215,flat,sector 37,1.8,4.0,3.0,3,Relatively New,3016.0,0,0,1,Low,High floor
1216,flat,sector 85,1.06,2.0,2.0,2,Relatively New,1512.0,0,0,1,Low,High floor
1217,flat,sector 85,1.14,2.0,2.0,3,Relatively New,1604.0,0,0,1,Low,High floor
1218,flat,sector 84,0.36,2.0,2.0,1,Relatively New,795.0,0,0,2,Medium,Mid floor
1219,flat,sector 84,0.34,2.0,2.0,1,Relatively New,537.0,0,0,0,Medium,Low floor
1220,flat,sector 84,0.34,2.0,2.0,1,Relatively New,797.0,0,0,1,Medium,Mid floor
1221,flat,sector 84,0.35,2.0,2.0,1,Relatively New,795.0,0,0,1,Medium,Mid floor
1222,flat,sector 85,1.05,2.0,2.0,3,Relatively New,1484.0,0,0,1,Low,High floor
1223,flat,sector 49,1.72,3.0,3.0,2,Old Property,2444.0,0,0,0,Medium,Low floor
1224,flat,sector 70,1.55,3.0,5.0,3,Relatively New,2410.0,0,0,1,High,Mid floor
1225,flat,sector 70,1.5,3.0,5.0,3,Relatively New,2410.0,0,0,0,High,Mid floor
1226,flat,sector 56,2.05,4.0,4.0,3,Relatively New,2000.0,0,0,0,Low,Mid floor
1227,flat,sector 56,2.11,3.0,2.0,3,Relatively New,2250.0,0,0,0,Medium,Mid floor
1228,flat,sector 70,1.18,2.0,2.0,3,New Property,1400.0,0,0,1,Medium,Mid floor
1229,flat,sector 70,1.15,2.0,2.0,3,New Property,1400.0,0,0,1,Medium,Mid floor
1230,flat,sector 70,1.66,3.0,3.0,3+,New Property,1900.0,0,0,1,Medium,Mid floor
1231,flat,sector 70,1.68,3.0,3.0,3+,New Property,1900.0,0,0,1,Medium,Mid floor
1232,flat,sector 108,3.95,3.0,4.0,2,Relatively New,2960.0,0,0,1,Low,High floor
1233,flat,sector 62,2.1,2.0,2.0,3,New Property,1500.0,0,0,0,Low,High floor
1234,flat,sector 70,1.64,3.0,3.0,3+,New Property,1950.0,0,0,1,Medium,Mid floor
1235,flat,sector 70,1.69,3.0,3.0,3+,New Property,1900.0,0,0,1,High,Mid floor
1236,flat,sector 65,6.15,3.0,3.0,3,Moderately Old,4549.0,0,0,0,Medium,High floor
1237,flat,sector 65,6.1,3.0,3.0,3,Moderately Old,4549.0,0,0,0,High,High floor
1238,flat,sector 82,1.59,3.0,3.0,3+,Relatively New,2483.0,0,0,2,High,Mid floor
1239,flat,sector 77,1.08,3.0,4.0,3+,Relatively New,1810.0,0,0,0,High,Mid floor
1240,flat,sector 77,1.09,3.0,4.0,3+,Relatively New,1833.0,0,0,0,High,Mid floor
1241,flat,sector 70,0.85,2.0,2.0,2,Relatively New,842.0,0,0,0,Low,Mid floor
1242,flat,sector 108,3.95,3.0,5.0,2,New Property,2960.0,0,0,1,Medium,High floor
1243,flat,sector 108,2.5,3.0,3.0,2,New Property,1480.0,0,0,1,High,High floor
1244,flat,sector 56,2.05,4.0,4.0,3+,Relatively New,2500.0,0,0,0,Medium,Mid floor
1245,flat,sector 56,2.45,4.0,4.0,3+,Relatively New,2900.0,0,0,0,Medium,Low floor
1246,flat,sector 56,1.5,3.0,3.0,3+,Relatively New,1900.0,0,0,0,Medium,Mid floor
1247,flat,sector 52,1.45,3.0,3.0,3+,Relatively New,1800.0,0,0,0,Medium,Mid floor
1248,flat,sector 85,1.2,2.0,2.0,3,Relatively New,1300.0,0,0,0,High,Mid floor
1249,flat,sector 65,2.4,3.0,3.0,3,Relatively New,1600.0,0,0,0,Low,Mid floor
1250,flat,sector 81,2.5,3.0,3.0,2,Relatively New,1700.0,0,0,2,High,High floor
1251,flat,sector 83,1.55,3.0,3.0,3,Relatively New,1400.0,0,0,0,High,Mid floor
1252,flat,sector 83,1.76,3.0,3.0,3,Relatively New,1500.0,0,0,0,High,Mid floor
1253,flat,sector 83,1.76,3.0,3.0,3,Relatively New,1600.0,0,0,0,High,Mid floor
1254,flat,sector 80,1.4,3.0,4.0,2,Moderately Old,1854.0,0,0,1,Medium,Mid floor
1255,flat,sector 80,1.1,3.0,3.0,3,Moderately Old,1580.0,0,0,1,Medium,Mid floor
1256,flat,sector 81,2.45,3.0,3.0,2,Relatively New,1800.0,0,0,0,High,Mid floor
1257,flat,sector 58,3.8,3.0,4.0,1,Moderately Old,2164.0,0,0,0,High,High floor
1258,flat,sector 54,5.75,3.0,4.0,3,Relatively New,2329.0,0,0,2,High,High floor
1259,flat,sector 54,10.0,4.0,5.0,3+,Moderately Old,3000.0,0,0,2,High,High floor
1260,flat,sector 28,6.2,3.0,4.0,3+,Relatively New,2000.0,0,0,0,High,High floor
1261,flat,sector 83,1.75,3.0,3.0,3,Relatively New,1600.0,0,0,0,High,Mid floor
1262,flat,sector 81,2.4,3.0,3.0,2,Relatively New,1800.0,0,0,2,High,Mid floor
1263,flat,sector 83,1.75,3.0,3.0,3,Relatively New,1600.0,0,0,0,High,Mid floor
1264,flat,sector 80,1.4,3.0,4.0,2,Moderately Old,1922.0,0,0,1,Medium,Mid floor
1265,flat,sector 95,0.17,1.0,1.0,1,Relatively New,3569.0,0,0,1,Medium,High floor
1266,flat,sector 95,0.2,1.0,1.0,1,Relatively New,407.0,0,0,1,Medium,Mid floor
1267,flat,sector 71,1.2,3.0,3.0,3,Relatively New,1466.0,0,0,0,Low,Mid floor
1268,flat,sector 102,1.26,2.0,2.0,3,Relatively New,1100.0,0,0,0,Low,Mid floor
1269,flat,sector 103,1.34,3.0,3.0,3+,Relatively New,2370.0,0,0,1,Medium,High floor
1270,flat,sector 104,2.5,4.0,4.0,3+,New Property,2851.0,0,0,1,Low,High floor
1271,flat,sector 111,3.7,4.0,5.0,3+,Relatively New,2650.0,0,0,0,High,High floor
1272,flat,manesar,0.6,3.0,2.0,2,Moderately Old,1956.0,0,0,1,Medium,Mid floor
1273,flat,sector 84,2.2,4.0,4.0,3+,Relatively New,3108.0,0,0,1,Medium,High floor
1274,flat,sector 54,7.0,4.0,6.0,3+,Moderately Old,2715.0,0,0,0,Medium,High floor
1275,flat,sector 104,2.6,4.0,4.0,3+,Relatively New,2851.0,0,0,1,Medium,High floor
1276,flat,sector 59,5.8,3.0,4.0,3,New Property,3361.0,0,0,0,Low,High floor
1277,flat,sector 70,1.8,3.0,3.0,3+,New Property,1765.0,0,0,0,Low,Mid floor
1278,flat,sector 74,1.4,2.0,2.0,2,New Property,1289.0,0,0,0,High,High floor
1279,flat,sector 85,2.05,4.0,4.0,3+,Relatively New,2500.0,0,0,0,Low,Mid floor
1280,flat,sector 85,1.17,2.0,3.0,3,Relatively New,1550.0,0,0,1,Low,Mid floor
1281,flat,sector 86,1.58,3.0,3.0,1,Relatively New,1750.0,0,0,0,High,High floor
1282,flat,sector 90,1.25,3.0,3.0,3,Relatively New,1640.0,0,0,1,High,Mid floor
1283,flat,sector 95,0.37,3.0,2.0,1,Relatively New,716.0,0,0,0,Medium,Mid floor
1284,flat,sector 95,0.38,3.0,2.0,1,Relatively New,716.0,0,0,0,Medium,Low floor
1285,flat,sector 95,0.32,2.0,2.0,1,Relatively New,610.0,0,0,0,Medium,Mid floor
1286,flat,sector 95,0.32,2.0,2.0,1,Relatively New,610.0,0,0,0,Medium,Mid floor
1287,flat,sector 95,0.2,1.0,1.0,1,Relatively New,407.0,0,0,1,Medium,Mid floor
1288,flat,sector 95,0.2,1.0,1.0,1,Relatively New,407.0,0,0,1,Medium,Low floor
1289,flat,sector 82,1.22,3.0,5.0,3+,Relatively New,2000.0,0,0,0,Medium,Mid floor
1290,flat,sector 84,1.35,3.0,3.0,3,Relatively New,1750.0,0,0,1,Medium,Mid floor
1291,flat,sector 71,0.55,2.0,2.0,1,Relatively New,600.0,0,0,0,Low,Mid floor
1292,flat,sector 92,1.12,4.0,4.0,2,Relatively New,2322.0,0,0,1,Medium,High floor
1293,flat,sector 92,1.1,4.0,4.0,3,Relatively New,2286.0,0,0,1,Medium,Mid floor
1294,flat,sector 92,0.68,3.0,3.0,2,Relatively New,1442.0,0,0,1,Medium,High floor
1295,flat,sector 92,1.19,4.0,3.0,3,Relatively New,2533.0,0,0,1,Medium,High floor
1296,flat,sector 102,0.47,2.0,2.0,1,Relatively New,867.0,0,0,1,Medium,Mid floor
1297,flat,sector 109,2.95,4.0,4.0,3+,Relatively New,3150.0,0,0,0,High,Mid floor
1298,flat,sector 2,0.98,2.0,2.0,3,Moderately Old,1416.0,0,0,1,Medium,High floor
1299,flat,sector 2,1.55,3.0,4.0,3+,Moderately Old,1738.0,0,0,1,Medium,Mid floor
1300,flat,sector 2,1.01,2.0,2.0,3,Moderately Old,1281.0,0,0,1,Medium,Low floor
1301,flat,sector 2,1.51,3.0,4.0,3+,Moderately Old,1738.0,0,0,1,Medium,Mid floor
1302,flat,sector 2,1.4,3.0,3.0,3+,Moderately Old,1611.0,0,0,1,Medium,Mid floor
1303,flat,sector 2,1.59,3.0,4.0,3+,Moderately Old,1738.0,0,0,1,Medium,High floor
1304,flat,sector 2,0.56,1.0,2.0,2,Moderately Old,723.0,0,0,1,Medium,Mid floor
1305,flat,sector 102,2.0,3.0,4.0,3+,Relatively New,1900.0,0,0,0,High,High floor
1306,flat,sector 102,1.35,3.0,4.0,3+,Relatively New,1400.0,0,0,0,High,Mid floor
1307,flat,sector 102,1.9,3.0,3.0,3+,Relatively New,2500.0,0,0,1,High,Low floor
1308,flat,sector 102,1.7,3.0,4.0,3+,Relatively New,1700.0,0,0,0,High,Mid floor
1309,flat,sector 106,1.15,3.0,3.0,3,Relatively New,1650.0,0,0,0,High,High floor
1310,flat,sector 84,1.1,3.0,3.0,3+,Moderately Old,1710.0,0,0,0,Medium,High floor
1311,flat,sector 102,1.3,3.0,3.0,3,Relatively New,2061.0,0,0,0,Medium,Mid floor
1312,flat,sector 58,4.85,4.0,5.0,3,Relatively New,3182.0,0,0,0,Low,High floor
1313,flat,sector 58,2.2,2.0,2.0,1,Relatively New,1528.0,0,0,0,Low,Mid floor
1314,flat,sector 108,1.25,3.0,3.0,3,Relatively New,1500.0,0,0,1,High,Low floor
1315,flat,sector 108,1.55,3.0,3.0,3+,Relatively New,1750.0,0,0,0,High,Mid floor
1316,flat,sector 102,1.9,3.0,3.0,3+,New Property,1700.0,0,0,1,High,High floor
1317,flat,sector 92,1.6,3.0,4.0,3+,Relatively New,1615.0,0,0,0,High,Mid floor
1318,flat,sector 66,3.0,4.0,5.0,3+,Relatively New,2100.0,0,0,0,Low,Mid floor
1319,flat,sector 58,2.2,2.0,2.0,2,Relatively New,1244.0,0,0,1,Low,Mid floor
1320,flat,sector 112,5.2,4.0,6.0,3+,Relatively New,3655.35,0,0,0,High,High floor
1321,flat,sector 28,2.35,3.0,4.0,3,Old Property,1700.0,0,0,0,Medium,Mid floor
1322,flat,sector 65,2.77,4.0,4.0,3+,Relatively New,2194.0,0,0,2,High,Mid floor
1323,flat,sector 65,2.7,3.0,3.0,3,Relatively New,1650.0,0,0,0,Medium,Mid floor
1324,flat,sector 65,2.35,3.0,3.0,3,Relatively New,1833.0,0,0,0,Medium,Mid floor
1325,flat,sector 65,2.79,4.0,4.0,3+,Relatively New,2194.0,0,0,2,High,Low floor
1326,flat,sector 65,2.3,3.0,4.0,3,Relatively New,1833.0,0,0,2,High,Mid floor
1327,flat,sector 56,2.1,3.0,4.0,3+,Old Property,2200.0,0,0,0,High,Mid floor
1328,flat,sector 56,1.35,3.0,2.0,2,Old Property,1275.0,0,0,1,High,Low floor
1329,flat,sector 104,2.23,3.0,4.0,3+,Relatively New,3467.0,0,0,0,High,Mid floor
1330,flat,sector 108,2.08,4.0,4.0,3+,Relatively New,2631.0,0,0,1,Medium,Mid floor
1331,flat,sector 108,1.3,3.0,3.0,3+,Relatively New,2456.0,0,0,1,High,Mid floor
1332,flat,sector 102,0.48,2.0,2.0,1,Relatively New,867.0,0,0,1,High,Mid floor
1333,flat,sector 108,2.33,3.0,3.0,3,Relatively New,1711.0,0,0,0,High,High floor
1334,flat,sector 48,1.75,3.0,3.0,3,Old Property,2200.0,0,0,2,Medium,Mid floor
1335,flat,sector 48,1.6,3.0,3.0,3,Old Property,1700.0,0,0,0,Medium,High floor
1336,flat,sector 48,1.5,3.0,3.0,3,Old Property,1600.0,0,0,0,Medium,Low floor
1337,flat,sector 49,1.9,3.0,3.0,3,Old Property,1600.0,0,0,0,Low,Low floor
1338,flat,sector 60,3.7,4.0,5.0,3,Relatively New,2534.0,0,0,0,High,Mid floor
1339,flat,sector 60,3.75,4.0,5.0,3,Relatively New,2534.0,0,0,1,High,High floor
1340,flat,sector 67,3.4,3.0,4.0,3,Relatively New,3189.0,0,0,0,Medium,High floor
1341,flat,sector 109,2.2,3.0,4.0,3,Relatively New,1860.0,0,0,1,High,Mid floor
1342,flat,sector 83,0.83,2.0,2.0,2,Relatively New,1154.0,0,0,1,High,High floor
1343,flat,sector 102,1.45,3.0,3.0,3,Relatively New,1493.0,0,0,1,High,Mid floor
1344,flat,sector 102,1.77,3.0,3.0,3,Relatively New,1653.0,0,0,1,High,Low floor
1345,flat,sector 102,0.97,2.0,2.0,2,Relatively New,1156.0,0,0,1,High,Mid floor
1346,flat,sector 102,2.35,3.0,3.0,3,Relatively New,2351.0,0,0,0,High,High floor
1347,flat,sector 102,1.9,3.0,4.0,3,Relatively New,1710.0,0,0,1,High,Mid floor
1348,flat,sector 86,0.43,2.0,2.0,1,New Property,557.0,0,0,1,Medium,Mid floor
1349,flat,sector 70,1.62,3.0,5.0,3,Relatively New,2410.0,0,0,1,Low,Mid floor
1350,flat,sector 85,1.99,3.0,4.0,3+,Relatively New,2398.0,0,0,0,High,High floor
1351,flat,sector 70,1.23,2.0,2.0,3,Relatively New,1222.0,0,0,1,Low,Low floor
1352,flat,sector 70,1.63,3.0,5.0,3,Relatively New,2410.0,0,0,1,Low,High floor
1353,flat,sector 70,1.64,3.0,5.0,3,Relatively New,2410.0,0,0,1,Medium,Mid floor
1354,flat,sector 70,1.25,2.0,2.0,3,Relatively New,1222.0,0,0,1,Low,Mid floor
1355,flat,sector 109,1.9,4.0,4.0,3,Relatively New,2765.0,0,0,1,High,Mid floor
1356,flat,sector 109,1.2,3.0,2.0,2,Relatively New,1701.0,0,0,1,High,Mid floor
1357,flat,sector 109,1.63,3.0,3.0,2,Relatively New,2303.0,0,0,1,High,Mid floor
1358,flat,sector 90,1.23,3.0,3.0,2,Relatively New,1578.0,0,0,1,Low,High floor
1359,flat,sector 86,0.43,2.0,2.0,1,New Property,557.0,0,0,1,Medium,Mid floor
1360,flat,sector 85,1.07,2.0,2.0,3,Relatively New,1484.0,0,0,1,Medium,High floor
1361,flat,sector 85,1.73,4.0,5.0,3+,Relatively New,2017.0,0,0,1,Low,Mid floor
1362,flat,sector 85,1.45,3.0,4.0,2,New Property,1616.0,0,0,1,Low,Mid floor
1363,flat,sector 82,1.87,3.0,3.0,3,Moderately Old,2483.0,0,0,1,Low,High floor
1364,flat,sector 82,1.85,3.0,3.0,3,Moderately Old,2500.0,0,0,1,Low,High floor
1365,flat,sector 90,1.75,4.0,4.0,3+,Relatively New,2005.0,0,0,1,Low,Mid floor
1366,flat,sector 86,1.23,2.0,2.0,3,Relatively New,1339.0,0,0,1,Low,High floor
1367,flat,sector 86,1.25,2.0,2.0,3,Moderately Old,1339.0,0,0,1,Low,High floor
1368,flat,sector 112,5.6,4.0,6.0,3+,Relatively New,3655.35,0,0,0,High,Mid floor
1369,flat,sector 81,1.45,3.0,3.0,3,Relatively New,1650.0,0,0,0,Medium,Mid floor
1370,flat,sector 82,2.7,4.0,4.0,3+,Moderately Old,3057.0,0,0,1,Low,High floor
1371,flat,sector 86,0.42,2.0,2.0,1,New Property,557.0,0,0,1,Medium,Low floor
1372,flat,sector 81,3.45,4.0,4.0,3+,Moderately Old,2527.0,0,0,1,Medium,High floor
1373,flat,sector 81,3.25,4.0,4.0,3+,Moderately Old,2491.0,0,0,1,Low,High floor
1374,flat,sector 37,0.35,2.0,2.0,1,Relatively New,850.0,0,0,0,High,Mid floor
1375,flat,sector 37,0.33,2.0,2.0,1,Relatively New,850.0,0,0,0,High,Mid floor
1376,flat,sector 37,1.1,3.0,3.0,3,Relatively New,1700.0,0,0,1,Medium,Mid floor
1377,flat,sector 37,1.08,3.0,3.0,3,Relatively New,1700.0,0,0,1,High,Mid floor
1378,flat,sector 37,1.4,3.0,3.0,3,Relatively New,1711.0,0,0,0,Medium,Mid floor
1379,flat,sector 37,1.65,4.0,3.0,3+,Relatively New,2091.0,0,0,0,Medium,Mid floor
1380,flat,sector 37,1.67,4.0,4.0,3,Relatively New,2091.0,0,0,0,Medium,High floor
1381,flat,sector 37,1.45,3.0,3.0,3,Relatively New,1711.0,0,0,1,Medium,Mid floor
1382,flat,sector 102,2.61,3.0,3.0,3,Relatively New,2200.0,0,0,1,Low,High floor
1383,flat,sector 103,1.32,3.0,3.0,3+,Relatively New,1300.0,0,0,1,Low,Mid floor
1384,flat,sector 102,1.45,3.0,3.0,3,Relatively New,1300.0,0,0,1,Low,Mid floor
1385,flat,sohna road,0.73,2.0,2.0,3,Relatively New,1549.0,0,0,1,Low,Mid floor
1386,flat,sohna road,0.71,2.0,2.0,3+,Relatively New,1790.0,0,0,1,Low,Mid floor
1387,flat,sohna road,0.66,2.0,2.0,3,Relatively New,1549.0,0,0,1,Low,High floor
1388,flat,sohna road,0.9,3.0,3.0,3,Relatively New,1599.0,0,0,1,Medium,Mid floor
1389,flat,sohna road,0.78,3.0,3.0,3,Relatively New,1344.0,0,0,1,High,Low floor
1390,flat,sohna road,0.7,3.0,3.0,3,Relatively New,1281.0,0,0,1,High,Low floor
1391,flat,sohna road,0.53,2.0,2.0,2,Relatively New,939.0,0,0,1,High,Low floor
1392,flat,sohna road,0.52,2.0,2.0,2,Relatively New,913.0,0,0,1,High,Mid floor
1393,flat,sohna road,0.91,3.0,3.0,3,Relatively New,1599.0,0,0,1,High,Low floor
1394,flat,sohna road,0.53,2.0,2.0,2,Relatively New,913.0,0,0,1,High,Low floor
1395,flat,sector 37,1.2,3.0,4.0,3,Relatively New,1635.0,0,0,1,Medium,Mid floor
1396,flat,sector 37,1.22,3.0,4.0,3,Relatively New,1665.0,0,0,1,Medium,Mid floor
1397,flat,sector 37,1.4,3.0,3.0,3+,Relatively New,1890.0,0,0,1,Medium,Mid floor
1398,flat,sohna road,0.73,2.0,2.0,3,Relatively New,1148.0,0,0,1,Medium,Mid floor
1399,flat,sohna road,0.72,2.0,2.0,3+,Relatively New,1790.0,0,0,1,High,High floor
1400,flat,sohna road,0.72,2.0,2.0,3,Relatively New,1404.0,0,0,1,High,Mid floor
1401,flat,sohna road,0.72,2.0,2.0,3,Relatively New,1095.0,0,0,1,High,Mid floor
1402,flat,sohna road,0.54,2.0,2.0,2,Relatively New,939.0,0,0,1,High,Mid floor
1403,flat,sohna road,0.67,2.0,2.0,3,Relatively New,1095.0,0,0,1,Medium,Mid floor
1404,flat,sohna road,0.78,3.0,3.0,3,Relatively New,1344.0,0,0,1,High,Mid floor
1405,flat,sohna road,0.65,2.0,2.0,2,Relatively New,1043.0,0,0,1,Medium,Low floor
1406,flat,sector 111,3.5,4.0,5.0,3+,Relatively New,2700.0,0,0,0,Low,Mid floor
1407,flat,sector 66,4.85,4.0,4.0,3+,Relatively New,3500.0,0,0,0,High,High floor
1408,flat,sector 90,1.9,4.0,4.0,3+,Relatively New,3746.0,0,0,0,High,High floor
1409,flat,sector 99,1.56,3.0,5.0,3,New Property,1807.0,0,0,1,Low,Mid floor
1410,flat,sector 72,4.0,4.0,5.0,3+,Relatively New,2800.0,0,0,0,High,Mid floor
1411,flat,sector 67,3.0,3.0,3.0,3+,Relatively New,2047.0,0,0,0,High,Mid floor
1412,flat,sector 72,3.3,3.0,3.0,3+,Relatively New,2000.0,0,0,0,High,Mid floor
1413,flat,sector 66,2.1,3.0,4.0,2,Relatively New,1800.0,0,0,0,High,High floor
1414,flat,sector 66,1.9,3.0,4.0,2,Relatively New,1850.0,0,0,0,High,Mid floor
1415,flat,sector 66,2.4,3.0,2.0,3,Relatively New,1700.0,0,0,0,High,Mid floor
1416,flat,sector 74,1.52,2.0,2.0,3,Relatively New,1250.0,0,0,1,High,Mid floor
1417,flat,sector 74,1.48,2.0,2.0,3,Relatively New,1300.0,0,0,1,High,High floor
1418,flat,sector 81,2.29,3.0,4.0,3+,Relatively New,3518.0,0,0,2,High,Mid floor
1419,flat,sector 58,4.0,3.0,4.0,3,Old Property,2164.0,0,0,0,Low,Mid floor
1420,flat,sector 110,3.6,4.0,5.0,3,Relatively New,3077.0,0,0,1,High,Mid floor
1421,flat,gwal pahari,1.38,3.0,3.0,2,Relatively New,1294.0,0,0,0,High,Low floor
1422,flat,sector 109,2.2,3.0,4.0,3,Relatively New,1860.0,0,0,1,High,High floor
1423,flat,sector 110,4.49,5.0,5.0,3+,Relatively New,3511.0,0,0,1,High,Mid floor
1424,flat,sector 110,3.49,4.0,5.0,3,Relatively New,3077.0,0,0,1,High,Mid floor
1425,flat,sector 110,3.7,4.0,5.0,3,Relatively New,3077.0,0,0,1,High,Mid floor
1426,flat,sector 102,1.42,3.0,3.0,3,Relatively New,2061.0,0,0,1,Low,Mid floor
1427,flat,sector 67,4.5,4.0,4.0,3+,Relatively New,3160.0,0,0,0,Low,Low floor
1428,flat,sector 104,1.85,3.0,3.0,3+,Relatively New,2072.0,0,0,1,High,High floor
1429,flat,sector 104,2.62,4.0,4.0,3+,Relatively New,2851.0,0,0,1,High,High floor
1430,flat,sector 83,1.1,3.0,3.0,3+,Relatively New,1600.0,0,0,0,Medium,Mid floor
1431,flat,sector 79,1.33,2.0,2.0,3,Relatively New,1411.0,0,0,1,High,Mid floor
1432,flat,sector 79,1.34,2.0,2.0,3,Relatively New,1423.0,0,0,1,High,Low floor
1433,flat,sector 79,1.18,2.0,2.0,3,Relatively New,1252.0,0,0,1,High,Mid floor
1434,flat,sector 83,0.95,2.0,2.0,3,Relatively New,1300.0,0,0,0,Medium,Mid floor
