,property_type,sector,bedRoom,bathroom,balcony,agePossession,Built Up area,store room,servant room,furnishing_type,luxury_category,floor_category,price_in_crores
0,0.0,72.0,2.0,2.0,1.0,3.0,1000.0,0,0,1,1.0,2.0,0.45
1,0.0,34.0,2.0,2.0,1.0,2.0,722.0,0,0,0,1.0,1.0,0.5
2,0.0,100.0,2.0,2.0,3.0,1.0,661.0,0,0,1,1.0,0.0,0.4
3,0.0,64.0,2.0,2.0,2.0,1.0,1333.0,0,0,1,2.0,1.0,1.47
4,0.0,95.0,2.0,2.0,3.0,4.0,1217.0,0,0,1,1.0,2.0,0.7
5,0.0,38.0,2.0,2.0,3.0,1.0,654.0,0,0,1,1.0,2.0,0.41
6,0.0,1.0,3.0,3.0,3.0,1.0,1357.0,0,0,1,1.0,2.0,2.0
7,0.0,9.0,3.0,4.0,3.0,1.0,2544.0,0,0,1,2.0,0.0,1.8
8,0.0,90.0,2.0,4.0,4.0,4.0,1350.0,0,0,1,2.0,1.0,1.1
9,0.0,80.0,3.0,3.0,2.0,0.0,2813.0,0,0,1,2.0,0.0,4.75
10,0.0,84.0,2.0,2.0,2.0,3.0,1194.0,0,0,1,1.0,1.0,0.96
11,0.0,100.0,2.0,2.0,1.0,3.0,577.0,0,0,1,1.0,2.0,0.29
12,0.0,81.0,3.0,3.0,3.0,3.0,2161.0,0,0,1,1.0,2.0,1.35
13,0.0,37.0,2.0,2.0,4.0,4.0,1253.0,0,0,1,1.0,2.0,0.95
14,0.0,93.0,2.0,2.0,3.0,1.0,1176.0,0,0,1,1.0,0.0,0.7
15,0.0,13.0,4.0,5.0,3.0,3.0,2343.0,0,0,1,2.0,0.0,3.95
16,0.0,65.0,1.0,1.0,0.0,3.0,639.0,0,0,1,1.0,1.0,0.9
17,0.0,7.0,2.0,2.0,2.0,3.0,1017.0,0,0,1,1.0,1.0,1.05
18,0.0,37.0,3.0,3.0,3.0,1.0,1900.0,0,0,0,1.0,0.0,2.2
19,0.0,91.0,2.0,2.0,2.0,1.0,1226.0,0,0,1,1.0,2.0,1.01
20,0.0,81.0,3.0,4.0,4.0,1.0,1946.0,0,0,1,1.0,0.0,1.85
21,0.0,91.0,2.0,3.0,3.0,4.0,998.0,0,0,1,1.0,2.0,0.86
22,0.0,7.0,3.0,3.0,4.0,3.0,2250.0,0,0,0,2.0,1.0,1.85
23,0.0,19.0,3.0,3.0,4.0,1.0,2006.0,0,0,1,2.0,2.0,2.85
24,0.0,38.0,2.0,2.0,1.0,1.0,590.0,0,0,1,1.0,2.0,0.42
25,0.0,67.0,3.0,4.0,2.0,3.0,3355.0,0,0,1,1.0,0.0,6.15
26,0.0,49.0,3.0,5.0,4.0,0.0,3200.0,0,0,0,1.0,2.0,6.25
27,0.0,39.0,2.0,2.0,2.0,3.0,833.0,0,0,1,1.0,2.0,0.42
28,0.0,34.0,2.0,2.0,0.0,3.0,1056.0,0,0,1,2.0,2.0,1.35
29,0.0,25.0,2.0,2.0,2.0,3.0,73.0,0,0,1,1.0,1.0,1.6
30,0.0,45.0,4.0,4.0,4.0,0.0,4562.0,0,0,0,2.0,0.0,3.25
31,0.0,90.0,2.0,2.0,1.0,1.0,695.0,0,0,1,1.0,2.0,0.45
32,0.0,95.0,3.0,2.0,2.0,3.0,1300.0,0,0,1,1.0,0.0,0.85
33,0.0,93.0,2.0,2.0,3.0,3.0,1444.0,0,0,1,2.0,2.0,0.75
34,0.0,70.0,2.0,2.0,4.0,4.0,1068.0,0,0,1,2.0,0.0,0.82
35,0.0,14.0,3.0,3.0,2.0,0.0,2829.0,0,0,1,2.0,1.0,1.8
36,0.0,100.0,2.0,2.0,2.0,1.0,901.0,0,0,1,2.0,2.0,0.3
37,0.0,39.0,2.0,2.0,3.0,0.0,1068.1,0,0,0,2.0,1.0,0.78
38,0.0,45.0,3.0,3.0,2.0,2.0,1467.0,0,0,2,1.0,1.0,2.0
39,0.0,100.0,2.0,2.0,4.0,1.0,1344.0,0,0,1,2.0,0.0,0.74
40,0.0,11.0,3.0,3.0,4.0,3.0,2224.0,0,0,1,1.0,2.0,3.2
41,0.0,85.0,4.0,4.0,4.0,3.0,1774.0,0,0,1,2.0,1.0,1.3
42,0.0,34.0,2.0,2.0,2.0,3.0,778.0,0,0,1,1.0,1.0,0.25
43,0.0,100.0,3.0,2.0,4.0,3.0,1210.73,0,0,1,1.0,1.0,0.95
44,0.0,93.0,4.0,4.0,4.0,3.0,3030.0,0,0,0,2.0,2.0,1.99
45,0.0,11.0,2.0,2.0,2.0,1.0,1539.0,0,0,1,2.0,2.0,1.05
46,0.0,88.0,3.0,3.0,4.0,3.0,2032.0,0,0,1,2.0,0.0,1.83
47,0.0,85.0,3.0,3.0,4.0,3.0,2333.0,0,0,2,2.0,0.0,2.25
48,0.0,67.0,3.0,3.0,4.0,3.0,1650.0,0,0,0,1.0,2.0,2.8
49,0.0,33.0,2.0,2.0,2.0,3.0,1222.0,0,0,1,2.0,2.0,1.6
50,0.0,81.0,2.0,2.0,3.0,1.0,1700.0,0,0,2,1.0,2.0,0.83
51,0.0,100.0,3.0,2.0,2.0,1.0,1244.0,0,0,1,1.0,1.0,0.83
52,0.0,6.0,2.0,3.0,2.0,1.0,1389.0,0,0,1,1.0,2.0,0.8
53,0.0,3.0,4.0,4.0,4.0,0.0,2946.0,0,0,0,1.0,2.0,1.25
54,0.0,87.0,1.0,1.0,1.0,1.0,500.0,0,0,0,1.0,0.0,0.3
55,0.0,37.0,3.0,4.0,1.0,3.0,1421.0,0,0,1,1.0,1.0,1.55
56,0.0,74.0,2.0,2.0,2.0,3.0,1084.0,0,0,1,1.0,2.0,0.79
57,0.0,100.0,2.0,2.0,3.0,3.0,1840.0,0,0,1,2.0,0.0,1.01
58,0.0,95.0,4.0,5.0,4.0,0.0,1717.0,0,0,1,1.0,2.0,0.95
59,0.0,79.0,2.0,2.0,2.0,3.0,1696.0,0,0,1,2.0,1.0,0.99
60,0.0,39.0,3.0,3.0,4.0,3.0,1561.0,0,0,1,2.0,2.0,1.1
61,0.0,69.0,4.0,4.0,3.0,1.0,1991.0,0,0,0,2.0,2.0,1.9
62,0.0,39.0,3.0,3.0,4.0,4.0,1697.0,0,0,1,2.0,2.0,1.0
63,0.0,59.0,3.0,3.0,3.0,0.0,2036.0,0,0,1,2.0,2.0,2.5
64,0.0,34.0,2.0,2.0,2.0,4.0,956.0,0,0,1,2.0,0.0,1.1
65,0.0,97.0,2.0,2.0,2.0,3.0,507.0,0,0,1,2.0,0.0,0.29
66,0.0,97.0,2.0,2.0,3.0,1.0,990.0,0,0,1,1.0,0.0,0.55
67,0.0,95.0,3.0,2.0,3.0,3.0,1240.0,0,0,1,1.0,2.0,0.65
68,0.0,100.0,2.0,2.0,2.0,1.0,591.0,0,0,1,1.0,2.0,0.5
69,0.0,98.0,2.0,2.0,1.0,1.0,837.0,0,0,1,1.0,1.0,0.32
70,0.0,8.0,2.0,3.0,3.0,3.0,1613.0,0,0,0,2.0,2.0,0.93
71,0.0,91.0,3.0,3.0,2.0,1.0,1581.0,0,0,1,1.0,1.0,1.2
72,0.0,100.0,2.0,2.0,2.0,3.0,711.0,0,0,1,1.0,2.0,0.3
73,0.0,100.0,2.0,2.0,3.0,1.0,913.0,0,0,1,2.0,2.0,0.56
74,0.0,50.0,3.0,4.0,4.0,0.0,2159.0,0,0,1,1.0,2.0,2.7
75,0.0,93.0,3.0,4.0,3.0,1.0,1765.0,0,0,1,2.0,2.0,1.0
76,0.0,35.0,3.0,2.0,2.0,2.0,1300.0,0,0,2,2.0,1.0,1.45
77,0.0,91.0,3.0,3.0,0.0,1.0,1423.0,0,0,1,2.0,2.0,1.25
78,0.0,68.0,5.0,5.0,4.0,1.0,3321.0,0,0,1,2.0,0.0,4.5
79,0.0,100.0,2.0,2.0,1.0,3.0,743.0,0,0,1,1.0,0.0,0.28
80,0.0,64.0,3.0,4.0,4.0,1.0,2730.0,0,0,1,2.0,0.0,3.87
81,0.0,14.0,3.0,3.0,1.0,0.0,2419.0,0,0,1,1.0,2.0,1.38
82,0.0,42.0,2.0,2.0,1.0,3.0,722.0,0,0,1,1.0,1.0,0.43
83,0.0,25.0,2.0,1.0,1.0,3.0,1000.0,0,0,1,1.0,1.0,0.28
84,0.0,39.0,2.0,2.0,2.0,3.0,1242.0,0,0,1,2.0,2.0,1.1
85,0.0,67.0,2.0,2.0,2.0,3.0,1433.0,0,0,1,1.0,0.0,2.0
86,0.0,100.0,3.0,2.0,2.0,3.0,1014.0,0,0,1,2.0,1.0,0.9
87,0.0,100.0,3.0,2.0,0.0,3.0,1120.0,0,0,1,2.0,1.0,0.9
88,0.0,37.0,3.0,3.0,0.0,1.0,1996.0,0,0,1,2.0,1.0,1.75
89,0.0,70.0,2.0,2.0,2.0,1.0,1200.0,0,0,1,1.0,0.0,0.93
90,0.0,93.0,4.0,4.0,4.0,0.0,2468.0,0,0,1,2.0,0.0,1.8
91,0.0,37.0,3.0,3.0,2.0,4.0,1619.0,0,0,1,1.0,2.0,2.1
92,0.0,27.0,2.0,2.0,2.0,3.0,1533.0,0,0,1,1.0,2.0,2.0
93,0.0,66.0,3.0,3.0,2.0,3.0,1540.0,0,0,1,1.0,1.0,2.0
94,0.0,90.0,3.0,3.0,3.0,1.0,2379.0,0,0,1,2.0,2.0,1.29
95,0.0,67.0,3.0,3.0,3.0,3.0,1828.0,0,0,0,2.0,0.0,2.85
96,0.0,81.0,3.0,3.0,3.0,3.0,2167.0,0,0,0,2.0,1.0,1.1
97,0.0,64.0,2.0,2.0,2.0,4.0,1333.0,0,0,1,1.0,1.0,1.65
98,0.0,100.0,1.0,1.0,2.0,1.0,360.0,0,0,1,2.0,1.0,0.24
99,0.0,79.0,3.0,4.0,4.0,1.0,1600.0,0,0,0,2.0,0.0,2.1
100,0.0,37.0,3.0,3.0,4.0,1.0,2143.0,0,0,1,2.0,0.0,1.9
101,0.0,81.0,2.0,2.0,3.0,1.0,81.0,0,0,1,2.0,2.0,1.1
102,0.0,97.0,2.0,2.0,1.0,3.0,880.0,0,0,2,1.0,2.0,0.32
103,0.0,14.0,1.0,1.0,2.0,3.0,965.0,0,0,1,1.0,2.0,1.7
104,0.0,98.0,2.0,2.0,2.0,1.0,710.0,0,0,1,2.0,1.0,0.32
105,0.0,89.0,2.0,2.0,1.0,3.0,646.0,0,0,1,2.0,2.0,0.45
106,0.0,80.0,1.0,2.0,2.0,4.0,1364.0,0,0,1,1.0,0.0,1.2
107,0.0,67.0,2.0,2.0,2.0,1.0,1186.0,0,0,1,2.0,0.0,2.1
108,0.0,42.0,2.0,2.0,1.0,3.0,833.0,0,0,0,1.0,2.0,0.42
109,0.0,37.0,3.0,2.0,4.0,1.0,1730.0,0,0,1,1.0,2.0,1.55
110,0.0,1.0,3.0,3.0,2.0,4.0,1303.0,0,0,1,1.0,2.0,1.3
111,0.0,19.0,4.0,4.0,4.0,1.0,2886.0,0,0,2,2.0,0.0,2.75
112,0.0,8.0,3.0,3.0,4.0,1.0,2342.0,0,0,1,2.0,1.0,1.25
113,0.0,66.0,3.0,2.0,2.0,3.0,630.0,0,0,1,1.0,1.0,0.42
114,0.0,100.0,2.0,2.0,1.0,1.0,897.0,0,0,1,1.0,2.0,0.4
115,0.0,100.0,2.0,2.0,1.0,1.0,699.0,0,0,1,1.0,1.0,0.34
116,0.0,91.0,3.0,3.0,3.0,1.0,1288.0,0,0,1,2.0,2.0,1.25
117,0.0,79.0,3.0,3.0,3.0,3.0,1966.0,0,0,0,2.0,2.0,1.5
118,0.0,1.0,3.0,3.0,2.0,4.0,1267.0,0,0,1,1.0,2.0,1.3
119,0.0,98.0,3.0,3.0,3.0,4.0,1810.0,0,0,1,1.0,2.0,1.6
120,0.0,19.0,2.0,2.0,2.0,1.0,1418.0,0,0,1,2.0,0.0,1.5
121,0.0,19.0,2.0,2.0,2.0,1.0,1155.0,0,0,1,2.0,0.0,1.5
122,0.0,9.0,2.0,2.0,0.0,3.0,1259.0,0,0,1,1.0,0.0,0.9
123,0.0,54.0,4.0,4.0,3.0,2.0,1484.0,0,0,1,2.0,2.0,1.5
124,0.0,69.0,1.0,1.0,0.0,3.0,610.0,0,0,1,1.0,1.0,0.8
125,0.0,89.0,3.0,2.0,1.0,1.0,1529.0,0,0,1,1.0,0.0,1.25
126,0.0,100.0,2.0,2.0,1.0,3.0,535.0,0,0,1,1.0,1.0,0.26
127,0.0,100.0,2.0,2.0,1.0,1.0,590.0,0,0,1,2.0,0.0,0.42
128,0.0,45.0,3.0,3.0,2.0,1.0,195.0,0,0,1,1.0,1.0,2.5
129,0.0,80.0,3.0,3.0,2.0,0.0,1900.0,0,0,1,2.0,1.0,0.9
130,0.0,95.0,2.0,2.0,1.0,3.0,657.0,0,0,0,1.0,2.0,0.42
131,0.0,12.0,2.0,2.0,1.0,3.0,494.0,0,0,1,2.0,0.0,0.5
132,0.0,81.0,2.0,2.0,3.0,3.0,1450.0,0,0,1,2.0,2.0,0.9
133,0.0,91.0,3.0,3.0,4.0,1.0,2122.0,0,0,1,1.0,1.0,1.3
134,0.0,37.0,3.0,3.0,3.0,4.0,1619.0,0,0,1,1.0,0.0,1.7
135,0.0,95.0,4.0,3.0,0.0,3.0,2040.0,0,0,1,1.0,0.0,1.25
136,0.0,85.0,4.0,4.0,3.0,4.0,5870.0,0,0,0,2.0,2.0,2.91
137,0.0,20.0,3.0,4.0,2.0,2.0,2000.0,0,0,0,1.0,1.0,1.15
138,0.0,91.0,3.0,3.0,3.0,1.0,1064.0,0,0,1,2.0,2.0,1.2
139,0.0,100.0,2.0,2.0,3.0,1.0,1361.0,0,0,1,1.0,0.0,1.5
140,0.0,100.0,3.0,3.0,4.0,3.0,2301.0,0,0,1,1.0,2.0,1.3
141,0.0,9.0,3.0,3.0,3.0,3.0,1529.0,0,0,1,1.0,1.0,1.75
142,0.0,34.0,2.0,2.0,1.0,3.0,778.0,0,0,0,2.0,2.0,0.55
143,0.0,67.0,3.0,3.0,3.0,3.0,1654.0,0,0,1,1.0,0.0,2.5
144,0.0,25.0,3.0,2.0,3.0,0.0,1440.0,0,0,1,1.0,2.0,0.8
145,0.0,13.0,2.0,2.0,1.0,0.0,1468.0,0,0,1,1.0,2.0,0.7
146,0.0,39.0,4.0,3.0,3.0,3.0,1650.0,0,0,1,2.0,2.0,1.95
147,0.0,93.0,2.0,2.0,1.0,1.0,696.0,0,0,0,1.0,1.0,0.45
148,0.0,81.0,3.0,2.0,3.0,3.0,1570.0,0,0,1,1.0,2.0,1.7
149,0.0,89.0,2.0,2.0,1.0,3.0,578.0,0,0,1,1.0,2.0,0.5
150,0.0,67.0,3.0,3.0,3.0,3.0,1867.0,0,0,1,2.0,0.0,2.8
151,0.0,37.0,3.0,2.0,4.0,4.0,118.0,0,0,1,2.0,0.0,1.45
152,0.0,64.0,3.0,3.0,2.0,1.0,1811.0,0,0,1,1.0,2.0,2.2
153,0.0,100.0,2.0,2.0,2.0,3.0,1682.0,0,0,2,2.0,0.0,0.9
154,0.0,97.0,2.0,2.0,2.0,1.0,571.0,0,0,0,1.0,2.0,0.4
155,0.0,79.0,3.0,3.0,4.0,1.0,2236.0,0,0,0,2.0,2.0,1.35
156,0.0,69.0,4.0,4.0,0.0,3.0,2556.0,0,0,1,1.0,2.0,1.85
157,0.0,97.0,1.0,1.0,1.0,1.0,344.0,0,0,1,1.0,2.0,0.25
158,0.0,91.0,2.0,2.0,3.0,1.0,1228.0,0,0,1,1.0,1.0,0.88
159,0.0,98.0,2.0,2.0,2.0,1.0,1235.0,0,0,0,2.0,1.0,1.15
160,0.0,98.0,2.0,2.0,2.0,1.0,1133.0,0,0,1,1.0,2.0,0.85
161,0.0,85.0,2.0,2.0,2.0,3.0,1000.0,0,0,1,1.0,1.0,0.75
162,0.0,25.0,4.0,4.0,4.0,1.0,5000.0,0,0,1,2.0,1.0,3.35
163,0.0,90.0,3.0,3.0,4.0,1.0,1674.0,0,0,1,1.0,0.0,1.5
164,0.0,94.0,4.0,4.0,4.0,0.0,2139.0,0,0,1,2.0,0.0,1.65
165,0.0,94.0,4.0,4.0,4.0,0.0,2468.0,0,0,1,2.0,0.0,2.0
166,0.0,70.0,2.0,2.0,2.0,1.0,1311.0,0,0,1,1.0,1.0,0.9
167,0.0,73.0,3.0,3.0,3.0,4.0,1688.0,0,0,1,2.0,0.0,1.25
168,0.0,39.0,3.0,3.0,4.0,3.0,1708.0,0,0,0,1.0,2.0,1.0
169,0.0,1.0,3.0,3.0,0.0,4.0,1758.0,0,0,1,1.0,1.0,1.08
170,0.0,88.0,3.0,5.0,3.0,1.0,2179.0,0,0,1,2.0,1.0,2.15
171,0.0,69.0,1.0,1.0,1.0,3.0,826.0,0,0,1,1.0,0.0,1.0
172,0.0,73.0,2.0,2.0,3.0,1.0,1142.0,0,0,1,2.0,0.0,1.65
173,0.0,93.0,4.0,3.0,4.0,0.0,2461.0,0,0,1,2.0,2.0,1.79
174,0.0,88.0,3.0,3.0,3.0,4.0,141.0,0,0,1,1.0,0.0,1.8
175,0.0,2.0,3.0,3.0,3.0,4.0,1430.0,0,0,1,1.0,2.0,1.45
176,0.0,72.0,2.0,2.0,1.0,3.0,700.0,0,0,1,1.0,1.0,0.36
177,0.0,100.0,2.0,2.0,1.0,3.0,587.0,0,0,1,1.0,1.0,0.25
178,0.0,81.0,3.0,3.0,4.0,3.0,1200.0,0,0,1,2.0,1.0,1.15
179,0.0,100.0,3.0,3.0,0.0,3.0,1051.0,0,0,1,2.0,1.0,1.65
180,0.0,19.0,4.0,4.0,4.0,1.0,2553.0,0,0,1,1.0,0.0,2.9
181,0.0,95.0,2.0,2.0,3.0,4.0,1195.0,0,0,1,1.0,0.0,0.6
182,0.0,48.0,3.0,3.0,0.0,0.0,2667.0,0,0,0,1.0,1.0,2.4
183,0.0,73.0,2.0,2.0,3.0,3.0,1402.0,0,0,1,1.0,0.0,1.25
184,0.0,67.0,2.0,2.0,4.0,3.0,1433.0,0,0,1,1.0,0.0,2.15
185,0.0,100.0,2.0,2.0,1.0,3.0,743.0,0,0,1,1.0,2.0,0.29
186,0.0,100.0,2.0,2.0,2.0,3.0,750.0,0,0,1,1.0,2.0,0.38
187,0.0,42.0,2.0,2.0,1.0,3.0,950.0,0,0,1,1.0,1.0,0.39
188,0.0,98.0,3.0,4.0,0.0,1.0,2400.0,0,0,1,2.0,0.0,1.6
189,0.0,70.0,4.0,4.0,3.0,1.0,1809.0,0,0,1,1.0,1.0,1.7
190,0.0,56.0,3.0,3.0,4.0,2.0,2558.0,0,0,0,2.0,1.0,3.25
191,0.0,17.0,2.0,2.0,3.0,1.0,789.0,0,0,1,2.0,2.0,0.6
192,0.0,97.0,2.0,2.0,0.0,1.0,1210.0,0,0,1,1.0,1.0,0.27
193,0.0,33.0,2.0,1.0,1.0,2.0,1188.0,0,0,1,2.0,1.0,0.95
194,0.0,67.0,2.0,2.0,3.0,1.0,1433.0,0,0,1,1.0,2.0,2.65
195,0.0,81.0,2.0,2.0,1.0,1.0,546.0,0,0,1,2.0,2.0,0.36
196,0.0,39.0,2.0,2.0,3.0,1.0,543.0,0,0,1,2.0,2.0,0.55
197,0.0,91.0,3.0,3.0,3.0,1.0,867.0,0,0,1,1.0,1.0,1.32
198,0.0,98.0,2.0,2.0,3.0,1.0,1133.0,0,0,1,2.0,1.0,0.59
199,0.0,42.0,2.0,2.0,1.0,3.0,944.0,0,0,1,1.0,1.0,0.45
200,0.0,39.0,3.0,3.0,2.0,3.0,1185.0,0,0,2,1.0,0.0,0.9
201,0.0,81.0,2.0,2.0,2.0,3.0,1556.0,0,0,2,2.0,2.0,1.4
202,0.0,100.0,2.0,2.0,4.0,1.0,1786.0,0,0,0,2.0,2.0,0.95
203,0.0,67.0,3.0,3.0,3.0,4.0,1667.0,0,0,1,2.0,0.0,3.0
204,0.0,67.0,3.0,3.0,2.0,3.0,2040.0,0,0,1,1.0,0.0,3.67
205,0.0,85.0,5.0,6.0,4.0,1.0,5711.0,0,0,1,2.0,2.0,3.85
206,0.0,67.0,3.0,3.0,3.0,1.0,1828.0,0,0,1,1.0,0.0,3.29
207,0.0,67.0,2.0,2.0,3.0,4.0,1141.0,0,0,0,1.0,0.0,2.33
208,0.0,67.0,3.0,3.0,3.0,1.0,1969.0,0,0,1,1.0,0.0,2.79
209,0.0,44.0,4.0,4.0,3.0,2.0,2900.0,0,0,1,1.0,1.0,3.4
210,0.0,20.0,2.0,2.0,1.0,3.0,1100.0,0,0,0,1.0,1.0,0.72
211,0.0,9.0,2.0,2.0,1.0,3.0,514.0,0,0,1,2.0,2.0,0.4
212,0.0,97.0,2.0,2.0,2.0,3.0,1234.0,0,0,0,2.0,2.0,0.56
213,0.0,74.0,3.0,3.0,3.0,3.0,1466.0,0,0,1,2.0,0.0,1.1
214,0.0,39.0,2.0,2.0,3.0,1.0,1100.0,0,0,1,1.0,2.0,0.71
215,0.0,81.0,2.0,2.0,4.0,1.0,1172.0,0,0,1,2.0,1.0,0.78
216,0.0,39.0,2.0,2.0,3.0,4.0,756.0,0,0,1,2.0,2.0,0.4
217,0.0,19.0,3.0,2.0,2.0,1.0,1429.0,0,0,1,1.0,2.0,1.85
218,0.0,7.0,2.0,2.0,1.0,3.0,817.0,0,0,1,2.0,2.0,1.1
219,0.0,64.0,2.0,2.0,2.0,1.0,1150.0,0,0,1,2.0,1.0,1.41
220,0.0,81.0,3.0,3.0,3.0,3.0,2161.0,0,0,1,1.0,2.0,1.45
221,0.0,64.0,3.0,3.0,2.0,1.0,1778.0,0,0,1,1.0,1.0,2.2
222,0.0,37.0,2.0,2.0,3.0,0.0,1100.0,0,0,0,1.0,2.0,1.1
223,0.0,7.0,3.0,4.0,4.0,3.0,2250.0,0,0,1,2.0,0.0,2.05
224,0.0,95.0,3.0,2.0,3.0,0.0,1333.0,0,0,0,1.0,2.0,0.6
225,0.0,91.0,2.0,3.0,3.0,4.0,1502.0,0,0,1,2.0,2.0,0.8
226,0.0,87.0,2.0,2.0,2.0,1.0,565.0,0,0,0,1.0,2.0,0.41
227,0.0,76.0,3.0,3.0,3.0,4.0,1622.0,0,0,1,2.0,2.0,0.9
228,0.0,72.0,2.0,2.0,1.0,3.0,1000.0,0,0,1,2.0,2.0,0.54
229,0.0,38.0,3.0,2.0,2.0,1.0,1339.0,0,0,1,1.0,1.0,0.82
230,0.0,74.0,3.0,3.0,4.0,3.0,1344.0,0,0,0,1.0,2.0,1.0
231,0.0,58.0,3.0,4.0,3.0,2.0,2278.0,0,0,1,2.0,2.0,1.85
232,0.0,86.0,3.0,3.0,2.0,3.0,1972.0,0,0,0,2.0,1.0,1.42
233,0.0,39.0,2.0,2.0,3.0,1.0,610.0,0,0,1,2.0,2.0,0.55
234,0.0,67.0,2.0,2.0,3.0,4.0,1592.0,0,0,1,1.0,2.0,2.29
235,0.0,7.0,2.0,2.0,2.0,1.0,1162.0,0,0,1,2.0,0.0,0.97
236,0.0,55.0,3.0,4.0,3.0,3.0,2661.0,0,0,2,1.0,2.0,8.25
237,0.0,34.0,2.0,2.0,1.0,3.0,750.0,0,0,1,1.0,1.0,0.3
238,0.0,37.0,2.0,2.0,3.0,4.0,1279.0,0,0,1,1.0,1.0,1.65
239,0.0,67.0,2.0,2.0,2.0,3.0,1140.0,0,0,1,1.0,0.0,1.99
240,0.0,70.0,2.0,2.0,3.0,3.0,889.0,0,0,1,1.0,0.0,1.0
241,0.0,65.0,3.0,3.0,3.0,4.0,1600.0,0,0,1,1.0,2.0,4.25
242,0.0,80.0,4.0,4.0,3.0,3.0,2300.0,0,0,1,2.0,1.0,1.25
243,0.0,86.0,3.0,3.0,3.0,0.0,1489.0,0,0,1,1.0,1.0,0.95
244,0.0,42.0,3.0,2.0,2.0,1.0,1500.0,0,0,0,1.0,1.0,1.05
245,0.0,75.0,4.0,5.0,4.0,1.0,2629.0,0,0,1,2.0,0.0,4.1
246,0.0,93.0,2.0,2.0,2.0,3.0,796.0,0,0,1,1.0,1.0,0.5
247,0.0,3.0,4.0,3.0,3.0,1.0,3111.0,0,0,1,1.0,2.0,1.65
248,0.0,73.0,3.0,3.0,3.0,1.0,1750.0,0,0,1,2.0,1.0,1.6
249,0.0,64.0,3.0,2.0,3.0,1.0,2235.0,0,0,1,2.0,2.0,2.1
250,0.0,3.0,4.0,4.0,3.0,0.0,2233.0,0,0,1,1.0,2.0,0.9
251,0.0,81.0,2.0,2.0,4.0,1.0,1223.0,0,0,0,1.0,2.0,1.1
252,0.0,98.0,2.0,2.0,4.0,4.0,1235.0,0,0,1,2.0,0.0,0.92
253,0.0,95.0,3.0,3.0,2.0,4.0,140.0,0,0,1,1.0,0.0,0.7
254,0.0,73.0,3.0,4.0,2.0,4.0,1416.0,0,0,1,1.0,0.0,0.99
255,0.0,81.0,2.0,2.0,4.0,1.0,1866.0,0,0,1,2.0,0.0,0.71
256,0.0,8.0,2.0,2.0,3.0,1.0,1232.0,0,0,1,2.0,2.0,0.88
257,0.0,71.0,3.0,2.0,2.0,0.0,1473.0,0,0,1,1.0,0.0,0.91
258,0.0,85.0,3.0,4.0,4.0,4.0,1774.0,0,0,1,2.0,2.0,1.25
259,0.0,48.0,2.0,2.0,2.0,3.0,1108.0,0,0,0,1.0,2.0,1.05
260,0.0,39.0,2.0,2.0,4.0,3.0,1310.0,0,0,1,2.0,0.0,0.66
261,0.0,19.0,2.0,2.0,0.0,1.0,1310.0,0,0,1,2.0,2.0,1.83
262,0.0,73.0,2.0,2.0,2.0,3.0,991.0,0,0,1,1.0,2.0,0.53
263,0.0,39.0,2.0,2.0,3.0,3.0,1300.0,0,0,1,2.0,1.0,0.8
264,0.0,91.0,3.0,2.0,0.0,1.0,1423.0,0,0,1,1.0,2.0,1.71
265,0.0,86.0,1.0,1.0,0.0,3.0,700.0,0,0,1,1.0,2.0,0.65
266,0.0,98.0,3.0,3.0,0.0,1.0,1997.0,0,0,1,1.0,0.0,1.3
267,0.0,95.0,3.0,3.0,4.0,3.0,1523.0,0,0,1,1.0,0.0,0.82
268,0.0,56.0,3.0,3.0,3.0,0.0,1382.0,0,0,1,1.0,1.0,5.7
269,0.0,66.0,1.0,1.0,2.0,3.0,804.0,0,0,1,1.0,2.0,0.88
270,0.0,16.0,4.0,4.0,3.0,1.0,3350.0,0,0,1,2.0,0.0,4.0
271,0.0,88.0,3.0,4.0,3.0,3.0,2400.0,0,0,1,0.0,2.0,1.93
272,0.0,19.0,4.0,4.0,3.0,1.0,2353.0,0,0,0,0.0,0.0,3.45
273,0.0,58.0,3.0,3.0,3.0,0.0,2200.0,0,0,1,1.0,2.0,1.7
274,0.0,67.0,3.0,5.0,4.0,3.0,4271.0,0,0,2,1.0,1.0,6.15
275,0.0,25.0,3.0,3.0,4.0,2.0,1611.0,0,0,2,2.0,2.0,1.4
276,0.0,87.0,3.0,3.0,2.0,1.0,2529.0,0,0,0,2.0,1.0,1.48
277,0.0,37.0,4.0,4.0,4.0,2.0,4809.0,0,0,0,2.0,0.0,3.25
278,0.0,69.0,3.0,3.0,3.0,3.0,2724.0,0,0,1,2.0,0.0,3.49
279,0.0,65.0,2.0,2.0,3.0,4.0,1676.0,0,0,1,2.0,0.0,2.15
280,0.0,37.0,2.0,2.0,3.0,4.0,2127.0,0,0,1,2.0,0.0,1.4
281,0.0,45.0,3.0,3.0,2.0,0.0,1273.0,0,0,1,2.0,2.0,2.0
282,0.0,64.0,3.0,3.0,2.0,1.0,1475.0,0,0,1,2.0,1.0,2.3
283,0.0,100.0,2.0,1.0,3.0,1.0,828.0,0,0,1,2.0,1.0,0.54
284,0.0,99.0,4.0,3.0,3.0,2.0,2007.0,0,0,0,1.0,1.0,1.25
